protein id,location
AT2G21440.1,nucleus
AT2G25170.3,nucleus
AT2G27170.1,nucleus
AT2G28290.1,nucleus
AT2G28600.1,nucleus
AT2G29210.1,nucleus
AT2G30800.1,nucleus
AT2G31970.1,nucleus
AT2G32910.1,nucleus
AT2G34357.1,nucleus
AT2G38810.1,nucleus
AT2G40650.1,nucleus
AT2G40930.1,nucleus
AT2G41500.1,nucleus
AT2G43770.1,nucleus
AT2G47620.1,nucleus
AT2G47640.1,nucleus
AT2G47980.1,nucleus
AT2G47990.1,nucleus
AT3G04680.1,nucleus
AT3G04740.1,nucleus
AT3G05070.1,nucleus
AT3G06010.1,nucleus
AT3G09670.1,nucleus
AT3G09720.1,nucleus
AT3G10530.1,nucleus
AT3G11964.2,nucleus
AT3G13940.1,nucleus
AT3G17740.1,nucleus
AT3G18035.1,nucleus
AT3G18610.3,nucleus
AT3G18790.1,nucleus
AT3G19840.1,nucleus
AT3G21540.1,nucleus
AT3G22170.1,nucleus
AT3G22220.1,nucleus
AT3G22320.1,nucleus
AT3G22660.1,nucleus
AT3G23325.1,nucleus
AT3G23900.1,nucleus
AT3G25840.1,nucleus
AT3G26560.1,nucleus
AT3G43240.1,nucleus
AT3G47120.1,nucleus
AT3G48430.1,nucleus
AT3G48670.1,nucleus
AT3G48710.1,nucleus
AT3G49430.1,nucleus
AT3G49600.1,nucleus
AT3G54170.1,nucleus
AT3G54610.1,nucleus
AT3G54670.1,nucleus
AT3G55220.1,nucleus
AT3G55510.1,nucleus
AT3G57150.1,nucleus
AT3G57660.1,nucleus
AT3G60360.1,nucleus
AT3G62310.1,nucleus
AT4G00990.1,nucleus
AT4G01560.1,nucleus
AT4G02020.1,nucleus
AT4G03430.1,nucleus
AT4G04940.1,nucleus
AT4G08310.1,nucleus
AT4G08350.1,nucleus
AT4G09980.1,nucleus
AT4G10710.1,nucleus
AT4G11560.1,nucleus
AT4G12610.1,nucleus
AT4G15900.1,nucleus
AT4G16630.1,nucleus
AT4G17330.3,nucleus
AT4G18610.1,nucleus
AT4G19610.1,nucleus
AT4G20400.1,nucleus
AT4G21110.1,nucleus
AT4G21710.1,nucleus
AT4G25340.1,nucleus
AT4G25730.1,nucleus
AT4G26630.1,nucleus
AT4G31880.1,nucleus
AT4G34430.1,nucleus
AT4G34910.1,nucleus
AT4G35800.1,nucleus
AT4G37120.1,nucleus
AT4G39680.1,nucleus
AT5G01400.1,nucleus
AT5G02530.1,nucleus
AT5G05210.1,nucleus
AT5G06160.1,nucleus
AT3G06860.1,peroxisome
AT3G04460.1,peroxisome
AT1G06460.1,peroxisome
AT1G01820.1,peroxisome
AT1G47750.1,peroxisome
AT2G45740.1,peroxisome
AT3G61070.1,peroxisome
AT4G35000.1,peroxisome
AT1G20510.1,peroxisome
AT1G60550.1,peroxisome
AT4G14430.1,peroxisome
AT5G41210.1,peroxisome
AT5G27520.1,peroxisome
AT3G05290.1,peroxisome
AT1G50510.1,peroxisome
AT2G27490.1,peroxisome
AT2G42490.1,peroxisome
AT4G16566.1,peroxisome
AT5G44250.1,peroxisome
AT1G20560.1,peroxisome
AT3G48170.1,peroxisome
AT5G16370.1,peroxisome
AT4G18360.1,peroxisome
AT5G47040.1,peroxisome
AT1G01710.1,peroxisome
AT1G20480.1,peroxisome
AT1G20630.1,peroxisome
AT1G49350.1,peroxisome
AT1G64850.1,peroxisome
AT1G70580.1,peroxisome
AT2G22780.1,peroxisome
AT2G35690.1,peroxisome
AT2G42790.1,peroxisome
AT3G06810.1,peroxisome
AT3G14130.1,peroxisome
AT3G51840.1,peroxisome
AT3G58750.1,peroxisome
AT4G04470.1,peroxisome
AT4G16760.1,peroxisome
AT4G29010.1,peroxisome
AT3G25500.1,PM
AT1G05570.1,PM
AT5G03520.1,PM
AT1G59610.1,PM
AT3G09740.1,PM
AT4G31540.1,PM
AT5G58430.1,PM
AT4G12420.1,PM
AT3G11820.1,PM
AT2G47000.1,PM
AT5G41610.1,PM
AT3G53420.1,PM
AT3G12360.2,PM
AT3G57530.1,PM
AT2G38290.1,PM
AT2G26300.1,PM
AT5G19450.1,PM
AT3G20410.1,PM
AT3G01290.1,PM
AT5G53130.1,PM
AT5G62740.1,PM
AT5G67470.1,PM
AT1G48240.1,PM
AT2G35190.1,PM
AT3G17440.1,PM
AT3G52400.1,PM
AT3G54140.1,PM
AT2G19110.1,PM
AT5G57110.1,PM
AT5G46330.1,PM
AT4G13510.1,PM
AT3G13530.1,PM
AT2G26650.1,PM
AT2G18960.1,PM
AT5G25250.1,PM
AT1G32090.1,PM
AT2G21050.1,PM
AT1G64060.1,PM
AT4G35230.1,PM
AT3G08710.1,PM
AT5G10020.1,PM
AT3G51370.1,PM
AT3G23750.1,PM
AT4G35790.1,PM
AT2G23980.2,PM
AT3G13380.1,PM
AT2G38940.1,PM
AT1G10180.1,PM
AT5G47910.1,PM
AT5G54110.1,PM
AT1G70940.1,PM
AT3G63080.1,PM
AT2G39660.1,PM
AT1G01540.2,PM
AT1G02520.1,PM
AT1G04780.1,PM
AT1G06700.1,PM
AT1G06840.1,PM
AT1G08820.1,PM
AT1G11050.1,PM
AT1G11130.1,PM
AT1G11260.1,PM
AT1G11960.1,PM
AT1G14870.1,PM
AT1G15530.1,PM
AT1G18180.1,PM
AT1G18670.1,PM
AT1G19110.1,PM
AT1G20780.1,PM
AT1G26150.1,PM
AT1G27190.1,PM
AT1G29750.2,PM
AT1G30360.1,PM
AT1G30440.1,PM
AT1G30570.1,PM
AT1G34210.1,PM
AT1G34300.1,PM
AT1G42470.1,PM
AT1G48210.1,PM
AT1G49730.2,PM
AT1G52310.1,PM
AT1G52540.1,PM
AT1G53050.1,PM
AT1G53730.2,PM
AT1G56140.1,PM
AT1G56145.2,PM
AT1G56230.1,PM
AT1G57680.1,PM
AT1G61380.1,PM
AT1G63500.1,PM
AT1G64760.1,PM
AT1G65240.1,PM
AT1G65730.1,PM
AT1G67720.1,PM
AT1G69850.1,PM
AT1G70520.1,PM
AT1G70530.1,PM
AT1G71110.1,PM
AT1G71890.1,PM
AT1G72500.1,PM
AT1G73080.1,PM
AT1G75640.1,PM
AT1G78200.1,PM
AT1G78610.1,PM
AT1G78880.1,PM
AT2G01680.1,PM
AT2G02220.1,PM
AT2G02480.1,PM
AT2G11520.1,PM
AT2G16250.1,PM
AT2G17120.1,PM
AT2G18730.1,PM
AT2G20850.1,PM
AT2G24230.1,PM
AT2G24360.1,PM
AT2G25790.1,PM
AT2G25800.1,PM
AT2G26730.1,PM
AT2G27060.1,PM
AT2G28070.1,PM
AT2G32450.1,PM
AT2G33580.1,PM
AT2G35350.1,PM
AT2G35620.1,PM
AT2G36380.1,PM
AT2G36910.1,PM
AT2G37050.3,PM
AT2G39360.1,PM
AT2G39480.2,PM
AT2G41410.1,PM
AT2G41705.1,PM
AT2G41820.1,PM
AT2G41830.1,PM
AT2G45820.1,PM
AT2G45960.3,PM
AT3G02740.1,PM
AT3G02880.1,PM
AT3G04010.1,PM
AT3G07390.1,PM
AT3G07540.1,PM
AT3G08510.1,PM
AT3G08680.1,PM
AT3G10980.1,PM
AT3G12740.1,PM
AT3G14350.1,PM
AT3G14840.1,PM
AT3G17410.1,PM
AT3G19300.1,PM
AT3G19930.1,PM
AT3G21630.1,PM
AT3G24550.1,PM
AT3G24660.1,PM
AT3G25070.1,PM
AT3G25290.1,PM
AT3G25610.1,PM
AT3G26700.1,PM
AT3G27390.1,PM
AT3G28450.1,PM
AT3G45600.1,PM
AT3G46290.1,PM
AT3G47730.1,PM
AT3G47780.1,PM
AT3G48760.1,PM
AT3G51550.1,PM
AT3G51670.1,PM
AT3G51740.1,PM
AT3G51850.1,PM
AT3G54200.1,PM
AT3G54290.1,PM
AT3G54700.1,PM
AT3G55320.1,PM
AT3G58690.1,PM
AT3G59110.1,PM
AT3G59350.6,PM
AT3G60330.1,PM
AT3G61260.1,PM
AT3G63260.1,PM
AT4G00340.1,PM
AT4G00430.1,PM
AT4G00710.1,PM
AT4G02010.1,PM
AT4G02600.1,PM
AT4G02630.1,PM
AT4G03390.1,PM
AT4G08850.1,PM
AT4G10730.1,PM
AT4G12980.1,PM
AT4G15080.1,PM
AT4G18760.1,PM
AT4G21390.2,PM
AT4G22130.1,PM
AT4G22290.1,PM
AT4G22730.2,PM
AT4G23270.3,PM
AT4G23470.1,PM
AT4G23720.1,PM
AT4G24290.1,PM
AT4G25240.1,PM
AT4G27270.1,PM
AT4G29900.1,PM
AT4G31140.1,PM
AT4G32300.1,PM
AT4G33700.1,PM
AT4G35470.1,PM
AT4G36180.1,PM
AT4G36750.1,PM
AT5G02290.1,PM
AT5G04930.1,PM
AT5G06530.2,PM
AT5G07910.1,PM
AT5G10290.1,PM
AT5G11680.1,PM
AT5G13000.1,PM
AT5G15350.1,PM
AT5G16000.1,PM
AT5G16590.1,PM
AT5G18500.1,PM
AT5G18610.1,PM
AT5G20480.1,PM
AT5G24010.1,PM
AT5G24430.1,PM
AT5G26340.1,PM
AT5G35735.1,PM
AT5G37710.1,PM
AT5G38990.1,PM
AT5G41260.1,PM
AT5G43470.1,PM
AT5G44290.1,PM
AT5G46570.1,PM
AT5G47520.1,PM
AT5G48380.1,PM
AT5G49760.1,PM
AT5G50020.1,PM
AT5G51480.1,PM
AT5G52990.1,PM
AT5G53310.1,PM
AT5G53320.1,PM
AT5G54380.1,PM
AT5G56460.1,PM
AT5G56890.1,PM
AT5G58090.1,PM
AT5G58150.1,PM
AT5G58480.1,PM
AT5G59010.1,PM
AT5G59700.1,PM
AT5G60270.1,PM
AT5G60300.1,PM
AT5G61740.1,PM
AT5G61900.1,PM
AT5G62670.1,PM
AT5G64410.1,PM
AT5G65687.1,PM
AT5G67200.1,PM
AT5G03040.1,PM
AT5G07300.1,PM
AT3G03560.1,PM
AT4G28600.1,PM
AT5G14720.1,PM
AT5G64090.1,PM
AT3G47950.1,PM
AT3G03530.1,PM
AT2G26570.1,PM
AT5G66200.1,PM
AT2G20050.2,PM
AT1G06470.1,TGN
AT3G11420.1,TGN
AT1G55620.1,TGN
AT2G04305.1,TGN
AT2G46060.3,TGN
AT4G30260.2,TGN
AT2G20780.1,TGN
AT5G42090.1,TGN
AT3G09570.1,TGN
AT2G45010.1,TGN
AT5G50420.1,TGN
AT1G26670.1,TGN
AT2G02860.1,TGN
AT3G13050.1,TGN
AT3G50050.1,TGN
AT1G25570.1,TGN
AT1G28490.1,TGN
AT5G44790.1,TGN
AT5G54830.1,TGN
AT4G02195.1,TGN
AT1G61670.1,TGN
AT4G21700.1,TGN
AT1G28340.1,TGN
AT1G53840.1,TGN
AT2G28520.1,TGN
AT3G16785.4,TGN
AT1G30450.1,TGN
AT4G20110.2,TGN
AT3G62370.1,TGN
AT1G52780.1,TGN
AT5G20350.1,TGN
AT3G52850.1,TGN
AT2G14720.1,TGN
AT4G12650.1,TGN
AT1G09645.1,TGN
AT1G04260.1,TGN
AT3G15480.1,TGN
AT2G39450.1,TGN
AT5G26240.1,TGN
AT5G43100.1,TGN
AT5G39510.1,vacuole
AT5G46860.1,vacuole
AT1G16240.1,vacuole
AT4G32150.1,vacuole
AT1G31480.1,vacuole
AT5G49890.1,vacuole
AT2G41560.1,vacuole
AT1G32400.1,vacuole
AT2G38020.1,vacuole
AT1G30400.1,vacuole
AT1G79590.3,vacuole
AT5G11150.2,vacuole
AT2G21410.1,vacuole
AT4G39080.1,vacuole
AT5G39040.1,vacuole
AT4G21540.1,vacuole
AT3G51390.1,vacuole
AT1G15690.1,vacuole
AT1G43620.1,vacuole
AT1G64330.1,vacuole
AT1G65320.1,vacuole
AT2G02040.1,vacuole
AT2G34660.1,vacuole
AT2G43070.3,vacuole
AT3G01100.4,vacuole
AT3G01390.1,vacuole
AT3G21690.1,vacuole
AT3G57330.1,vacuole
AT3G62700.1,vacuole
AT4G02620.1,vacuole
AT4G03560.1,vacuole
AT4G33530.1,vacuole
AT4G35300.5,vacuole
AT4G38640.1,vacuole
AT5G09400.1,vacuole
AT5G52450.1,vacuole
AT5G10770.1,extracellular
AT2G38380.1,extracellular
AT3G50990.1,extracellular
AT2G31085.1,extracellular
AT5G12990.1,extracellular
AT2G21140.1,extracellular
AT4G30270.1,extracellular
AT2G06850.1,extracellular
AT5G19730.1,extracellular
AT5G57530.1,extracellular
AT3G13790.1,extracellular
AT4G30610.1,extracellular
AT3G49110.1,extracellular
AT1G28290.1,extracellular
AT2G18660.1,extracellular
AT1G48930.1,extracellular
AT2G47670.1,extracellular
AT1G34245.1,extracellular
AT2G20875.1,extracellular
AT4G12970.1,extracellular
AT5G62080.1,extracellular
AT5G14380.1,extracellular
AT3G26610.1,extracellular
AT5G24090.1,extracellular
AT3G19390.1,extracellular
AT5G55460.1,extracellular
AT1G70370.1,extracellular
AT3G14310.1,extracellular
AT4G25260.1,extracellular
AT5G07550.1,extracellular
AT4G02270.1,extracellular
AT2G14610.1,extracellular
AT1G33600.1,extracellular
AT3G16530.1,extracellular
AT3G15720.1,extracellular
AT1G03220.1,extracellular
AT4G16260.2,extracellular
AT1G10550.1,extracellular
AT5G03350.1,extracellular
AT5G02260.1,extracellular
AT1G78060.1,extracellular
AT3G32980.1,extracellular
AT1G76020.1,extracellular
AT3G44100.1,extracellular
AT3G22060.1,extracellular
AT3G07470.1,extracellular
AT3G10740.1,extracellular
AT2G28100.1,extracellular
AT3G16850.1,extracellular
AT5G23210.1,extracellular
AT4G08780.1,extracellular
AT1G55120.1,extracellular
AT1G07080.1,extracellular
AT5G19860.1,extracellular
AT2G04690.1,extracellular
AT4G29700.1,extracellular
AT1G15000.1,extracellular
AT1G74210.1,extracellular
AT3G62110.1,extracellular
AT4G30810.1,extracellular
AT5G12950.1,extracellular
AT3G14920.1,extracellular
AT1G21680.1,extracellular
AT5G64260.1,extracellular
AT2G39700.1,extracellular
AT3G45970.2,extracellular
AT1G74000.1,extracellular
AT3G01190.1,extracellular
AT5G05340.1,extracellular
AT1G53070.1,extracellular
AT4G37800.1,extracellular
AT5G65730.1,extracellular
AT5G13870.1,extracellular
AT4G34180.1,extracellular
AT5G06870.1,extracellular
AT3G15356.1,extracellular
AT5G23400.1,extracellular
AT2G18150.1,extracellular
AT4G25810.1,extracellular
AT5G06860.1,extracellular
AT4G08950.1,extracellular
AT4G19410.1,extracellular
AT3G54420.1,extracellular
AT4G36350.1,extracellular
AT2G18140.1,extracellular
AT4G24890.1,extracellular
AT5G63810.1,extracellular
AT5G44380.1,extracellular
AT4G36430.1,extracellular
AT4G01700.1,extracellular
AT5G21105.1,extracellular
AT5G18860.1,extracellular
AT5G67360.1,extracellular
AT5G64570.1,extracellular
AT1G01900.1,extracellular
AT3G18080.1,extracellular
AT5G08380.1,extracellular
AT1G65870.1,extracellular
AT5G27430.1,extracellular
AT4G11310.1,extracellular
AT4G33810.1,extracellular
AT1G78860.1,extracellular
AT1G20190.1,extracellular
AT1G17860.1,extracellular
AT1G21670.1,extracellular
AT4G19810.1,extracellular
AT1G28600.1,extracellular
AT3G57240.1,extracellular
AT5G44400.1,extracellular
AT2G34930.1,extracellular
AT2G46740.1,extracellular
AT4G14940.1,extracellular
AT5G38930.1,extracellular
AT5G63800.1,extracellular
AT3G26380.1,extracellular
AT4G23500.1,extracellular
AT5G42240.1,extracellular
AT3G55430.1,extracellular
AT5G38940.1,extracellular
AT1G47960.1,extracellular
AT3G19620.1,extracellular
AT5G47550.1,extracellular
AT2G28470.1,extracellular
AT3G13750.1,extracellular
AT2G04750.1,extracellular
AT1G62070.1,extracellular
AT1G77410.1,extracellular
AT2G01850.1,extracellular
AT2G19150.1,extracellular
AT2G33160.1,extracellular
AT2G47030.1,extracellular
AT3G57270.1,extracellular
AT4G09740.1,extracellular
AT5G03620.1,extracellular
AT5G22980.1,extracellular
AT5G59130.1,extracellular
AT4G12880.1,extracellular
AT1G20160.1,extracellular
AT4G24780.1,extracellular
AT5G48900.1,extracellular
AT1G49570.1,extracellular
AT5G06720.1,extracellular
AT1G02790.1,extracellular
AT1G08210.1,extracellular
AT1G32960.1,extracellular
AT1G62440.1,extracellular
AT4G15800.1,extracellular
AT4G16563.1,extracellular
AT4G38420.1,extracellular
AT5G14450.1,extracellular
AT3G07320.1,extracellular
AT1G69530.1,extracellular
AT4G13340.1,extracellular
AT1G53830.1,extracellular
AT1G65310.1,extracellular
AT5G42180.1,extracellular
AT5G18470.1,extracellular
AT1G01300.1,extracellular
AT1G80240.1,extracellular
AT1G44130.1,extracellular
AT1G55330.1,extracellular
AT1G79680.1,extracellular
AT2G46330.1,extracellular
AT3G05610.1,extracellular
AT3G13520.1,extracellular
AT3G20580.1,extracellular
AT3G20865.1,extracellular
AT3G42160.1,extracellular
AT3G48580.1,extracellular
AT3G57690.1,extracellular
AT3G61640.1,extracellular
AT4G16220.1,extracellular
AT4G26320.1,extracellular
AT4G33230.1,extracellular
AT5G11740.1,extracellular
AT5G24105.1,extracellular
AT5G41870.1,extracellular
AT5G44390.1,extracellular
AT5G53250.1,extracellular
AT5G56540.1,extracellular
AT5G64620.1,extracellular
AT2G47050.1,extracellular
AT5G06230.3,extracellular
AT5G51260.1,extracellular
AT2G05580.1,extracellular
AT2G34700.1,extracellular
AT5G12940.1,extracellular
AT2G30210.1,extracellular
AT5G66390.1,extracellular
AT3G43270.1,extracellular
AT3G22640.1,extracellular
AT1G18970.1,extracellular
AT4G29270.1,extracellular
AT1G02335.1,extracellular
AT3G25700.1,extracellular
AT4G33220.1,extracellular
AT4G18670.1,extracellular
AT1G13750.1,extracellular
AT4G23690.1,extracellular
AT3G47800.1,extracellular
AT2G04160.1,extracellular
AT1G30730.1,extracellular
AT1G73620.1,extracellular
AT2G02850.1,extracellular
AT5G53370.1,extracellular
AT4G18970.1,extracellular
AT3G14040.1,extracellular
AT2G15130.1,extracellular
AT4G34480.1,extracellular
AT1G02360.1,extracellular
AT1G61820.1,extracellular
AT2G15220.1,extracellular
AT2G43535.1,extracellular
AT4G11650.1,extracellular
AT4G37530.1,extracellular
AT5G59320.1,extracellular
AT5G57560.1,extracellular
AT5G14920.1,extracellular
AT2G37640.1,extracellular
AT2G40610.1,extracellular
AT5G48540.1,extracellular
AT1G78820.1,extracellular
AT1G14550.1,extracellular
AT1G25230.1,extracellular
AT1G33610.1,extracellular
AT2G38390.1,extracellular
AT3G07130.1,extracellular
AT3G45310.1,extracellular
AT4G11290.1,extracellular
AT5G19110.1,extracellular
AT5G39120.1,extracellular
AT5G42500.1,extracellular
AT1G05260.1,extracellular
AT1G14210.1,extracellular
AT3G02110.1,extracellular
AT3G20570.1,extracellular
AT3G63470.1,extracellular
AT5G66590.1,extracellular
AT3G48460.1,extracellular
AT5G20740.1,extracellular
AT2G19170.1,extracellular
AT5G44530.1,extracellular
AT1G30600.1,extracellular
AT1G32940.1,extracellular
AT4G20430.1,extracellular
AT4G21650.1,extracellular
AT4G30020.1,extracellular
AT4G23170.1,extracellular
AT5G10760.1,extracellular
AT3G52840.1,extracellular
AT1G02810.1,extracellular
AT1G05310.1,extracellular
AT1G05660.1,extracellular
AT1G05700.1,extracellular
AT1G09880.1,extracellular
AT1G14185.1,extracellular
AT1G14220.1,extracellular
AT1G14540.1,extracellular
AT1G18980.1,extracellular
AT1G30720.1,extracellular
AT1G45015.1,extracellular
AT1G51470.1,extracellular
AT1G52060.1,extracellular
AT1G53940.1,extracellular
AT1G56680.1,extracellular
AT1G61750.1,extracellular
AT1G62770.1,extracellular
AT1G62810.1,extracellular
AT1G64160.1,extracellular
AT1G65680.1,extracellular
AT1G67750.1,extracellular
AT1G73280.1,extracellular
AT2G03090.1,extracellular
AT2G03450.1,extracellular
AT2G16005.1,extracellular
AT2G19060.1,extracellular
AT2G23630.1,extracellular
AT2G33790.1,extracellular
AT2G35770.1,extracellular
AT2G39518.1,extracellular
AT2G41810.1,extracellular
AT2G43480.1,extracellular
AT2G46750.1,extracellular
AT2G47550.1,extracellular
AT3G02885.1,extracellular
AT3G04320.1,extracellular
AT3G04720.1,extracellular
AT3G05950.1,extracellular
AT3G09220.1,extracellular
AT3G10720.1,extracellular
AT3G12240.1,extracellular
AT3G13650.1,extracellular
AT3G22800.1,extracellular
AT3G27950.1,extracellular
AT3G48340.1,extracellular
AT3G49330.1,extracellular
AT3G50400.1,extracellular
AT3G51350.1,extracellular
AT3G52820.1,extracellular
AT3G56060.1,extracellular
AT3G60130.1,extracellular
AT3G62280.1,extracellular
AT4G01630.1,extracellular
AT4G02330.1,extracellular
AT4G06744.1,extracellular
AT4G10540.1,extracellular
AT4G11190.1,extracellular
AT4G11210.1,extracellular
AT4G24340.1,extracellular
AT4G28940.1,extracellular
AT4G29690.1,extracellular
AT4G33720.1,extracellular
AT4G37160.1,extracellular
AT5G01800.1,extracellular
AT5G01930.1,extracellular
AT5G04970.1,extracellular
AT5G07360.1,extracellular
AT5G10130.1,extracellular
AT5G14650.1,extracellular
AT5G15180.1,extracellular
AT5G24070.1,extracellular
AT5G26130.1,extracellular
AT5G26670.1,extracellular
AT5G36180.1,extracellular
AT5G39100.1,extracellular
AT5G39110.1,extracellular
AT5G39160.1,extracellular
AT5G42510.1,extracellular
AT5G48430.1,extracellular
AT5G50400.1,extracellular
AT5G56320.1,extracellular
AT5G63660.1,extracellular
AT5G63140.1,extracellular
AT1G04680.1,extracellular
AT1G55210.1,extracellular
AT1G80170.1,extracellular
AT2G27920.1,extracellular
AT2G43050.1,extracellular
AT2G43590.1,extracellular
AT3G03670.1,extracellular
AT4G02290.1,extracellular
AT4G28250.1,extracellular
AT5G03610.1,extracellular
AT5G05960.1,extracellular
AT5G62350.1,extracellular
AT3G07990.1,extracellular
AT3G05910.1,extracellular
AT4G39640.1,extracellular
AT4G30280.1,extracellular
AT1G47600.1,extracellular
AT5G42720.1,extracellular
AT1G23210.1,extracellular
AT1G62000.1,extracellular
AT1G62060.1,extracellular
AT1G62080.1,extracellular
AT1G62220.1,extracellular
AT3G04150.1,extracellular
AT3G04170.1,extracellular
AT3G04190.1,extracellular
AT3G04200.1,extracellular
AT4G15735.1,extracellular
AT4G23560.1,extracellular
AT4G26790.1,extracellular
AT4G28780.1,extracellular
AT5G39190.1,extracellular
AT5G45670.1,extracellular
AT1G05835.1,extracellular
AT1G10640.1,extracellular
AT1G21860.1,extracellular
AT1G29050.1,extracellular
AT1G45130.1,extracellular
AT1G53080.1,extracellular
AT1G56100.1,extracellular
AT1G67830.1,extracellular
AT1G78040.1,extracellular
AT2G29130.1,extracellular
AT2G35860.1,extracellular
AT3G04290.1,extracellular
AT3G05180.1,extracellular
AT3G07830.1,extracellular
AT3G08770.1,extracellular
AT3G10450.2,extracellular
AT3G28830.1,extracellular
AT3G53980.1,extracellular
AT3G59010.1,extracellular
AT3G59510.1,extracellular
AT3G61490.1,extracellular
AT3G62820.1,extracellular
AT4G12890.1,extracellular
AT4G12960.1,extracellular
AT4G15750.1,extracellular
AT4G21630.1,extracellular
AT4G23820.1,extracellular
AT4G24350.1,extracellular
AT4G29240.1,extracellular
AT4G33355.1,extracellular
AT4G38400.1,extracellular
AT4G38770.1,extracellular
AT5G09730.1,extracellular
AT5G39280.1,extracellular
AT5G45950.1,extracellular
AT5G47350.1,extracellular
AT5G49180.1,extracellular
AT5G54570.1,extracellular
AT5G59310.1,extracellular
AT5G63180.1,extracellular
AT3G16370.1,extracellular
AT5G08260.1,extracellular
AT5G59845.1,extracellular
AT2G39850.1,extracellular
AT1G12570.1,extracellular
AT2G43620.1,extracellular
AT5G51750.1,extracellular
AT1G21310.1,extracellular
AT2G43150.1,extracellular
AT3G24130.1,extracellular
AT3G47400.1,extracellular
AT4G17030.1,extracellular
AT4G25820.1,extracellular
AT3G06830.1,extracellular
AT3G14300.1,extracellular
AT1G11545.1,extracellular
AT5G41520.1,cytosolic ribosomes
AT5G52650.1,cytosolic ribosomes
AT3G48930.1,cytosolic ribosomes
AT4G30800.1,cytosolic ribosomes
AT5G23740.1,cytosolic ribosomes
AT1G15930.1,cytosolic ribosomes
AT2G32060.1,cytosolic ribosomes
AT3G60770.1,cytosolic ribosomes
AT4G00100.1,cytosolic ribosomes
AT2G36160.1,cytosolic ribosomes
AT3G11510.1,cytosolic ribosomes
AT3G52580.1,cytosolic ribosomes
AT1G04270.1,cytosolic ribosomes
AT5G09490.1,cytosolic ribosomes
AT5G09500.1,cytosolic ribosomes
AT5G09510.1,cytosolic ribosomes
AT5G43640.1,cytosolic ribosomes
AT5G63070.1,cytosolic ribosomes
AT1G33850.1,cytosolic ribosomes
AT1G07770.1,cytosolic ribosomes
AT2G19720.1,cytosolic ribosomes
AT2G39590.1,cytosolic ribosomes
AT3G46040.1,cytosolic ribosomes
AT4G29430.1,cytosolic ribosomes
AT5G59850.1,cytosolic ribosomes
AT2G09990.1,cytosolic ribosomes
AT3G04230.1,cytosolic ribosomes
AT5G18380.1,cytosolic ribosomes
AT2G04390.1,cytosolic ribosomes
AT2G05220.1,cytosolic ribosomes
AT3G10610.1,cytosolic ribosomes
AT5G04800.1,cytosolic ribosomes
AT1G22780.1,cytosolic ribosomes
AT1G34030.1,cytosolic ribosomes
AT4G09800.1,cytosolic ribosomes
AT3G02080.1,cytosolic ribosomes
AT5G15520.1,cytosolic ribosomes
AT5G61170.1,cytosolic ribosomes
AT1G58380.1,cytosolic ribosomes
AT1G59359.1,cytosolic ribosomes
AT2G41840.1,cytosolic ribosomes
AT3G57490.1,cytosolic ribosomes
AT1G58684.1,cytosolic ribosomes
AT1G58983.1,cytosolic ribosomes
AT3G45030.1,cytosolic ribosomes
AT3G47370.1,cytosolic ribosomes
AT5G62300.1,cytosolic ribosomes
AT3G53890.1,cytosolic ribosomes
AT5G27700.1,cytosolic ribosomes
AT3G09680.1,cytosolic ribosomes
AT5G02960.1,cytosolic ribosomes
AT3G04920.2,cytosolic ribosomes
AT5G28060.1,cytosolic ribosomes
AT2G16360.1,cytosolic ribosomes
AT2G21580.2,cytosolic ribosomes
AT4G39200.2,cytosolic ribosomes
AT4G34555.1,cytosolic ribosomes
AT2G40510.1,cytosolic ribosomes
AT2G40590.1,cytosolic ribosomes
AT3G56340.1,cytosolic ribosomes
AT3G61110.1,cytosolic ribosomes
AT2G45710.1,cytosolic ribosomes
AT5G47930.1,cytosolic ribosomes
AT1G23410.1,cytosolic ribosomes
AT2G47110.1,cytosolic ribosomes
AT3G62250.1,cytosolic ribosomes
AT3G10090.1,cytosolic ribosomes
AT5G03850.1,cytosolic ribosomes
AT5G64140.1,cytosolic ribosomes
AT3G43980.1,cytosolic ribosomes
AT3G44010.1,cytosolic ribosomes
AT4G33865.1,cytosolic ribosomes
AT2G31610.1,cytosolic ribosomes
AT3G53870.1,cytosolic ribosomes
AT5G35530.1,cytosolic ribosomes
AT2G19750.1,cytosolic ribosomes
AT4G29390.1,cytosolic ribosomes
AT5G56670.1,cytosolic ribosomes
AT3G04840.1,cytosolic ribosomes
AT4G34670.1,cytosolic ribosomes
AT2G17360.1,cytosolic ribosomes
AT5G07090.1,cytosolic ribosomes
AT5G58420.1,cytosolic ribosomes
AT2G37270.1,cytosolic ribosomes
AT3G11940.1,cytosolic ribosomes
AT4G31700.1,cytosolic ribosomes
AT5G10360.1,cytosolic ribosomes
AT1G48830.1,cytosolic ribosomes
AT3G02560.1,cytosolic ribosomes
AT5G16130.1,cytosolic ribosomes
AT5G20290.1,cytosolic ribosomes
AT5G59240.1,cytosolic ribosomes
AT5G15200.1,cytosolic ribosomes
AT5G39850.1,cytosolic ribosomes
AT5G15750.1,cytosolic ribosomes
AT1G72370.2,cytosolic ribosomes
AT3G04770.1,cytosolic ribosomes
AT2G40010.1,cytosolic ribosomes
AT3G09200.1,cytosolic ribosomes
AT3G11250.1,cytosolic ribosomes
AT1G25260.1,cytosolic ribosomes
