protein id,location
AT5G47180.1,ER
AT2G43350.1,ER
AT5G63840.2,ER
AT3G13870.1,ER
AT1G44820.1,ER
AT3G52190.1,ER
AT1G02120.1,ER
AT1G04980.1,ER
AT1G08470.1,ER
AT1G08750.1,ER
AT1G09870.1,ER
AT1G11905.1,ER
AT1G12640.1,ER
AT1G13090.2,ER
AT1G14010.1,ER
AT1G15240.2,ER
AT1G18260.1,ER
AT1G19370.1,ER
AT1G20330.1,ER
AT1G20575.1,ER
AT1G22200.1,ER
AT1G27770.1,ER
AT1G33490.1,ER
AT1G35620.1,ER
AT1G36050.1,ER
AT1G43910.1,ER
AT1G47290.1,ER
AT1G48440.1,ER
AT1G50950.1,ER
AT1G51760.1,ER
AT1G52600.1,ER
AT1G54990.1,ER
AT1G55850.1,ER
AT1G56423.1,ER
AT1G60995.1,ER
AT1G61770.1,ER
AT1G63050.1,ER
AT1G69460.1,ER
AT1G71780.1,ER
AT1G72280.1,ER
AT1G73200.1,ER
AT1G73240.1,ER
AT1G75020.1,ER
AT1G75140.1,ER
AT1G77510.1,ER
AT1G79940.4,ER
AT1G80950.1,ER
AT2G01410.1,ER
AT2G03510.1,ER
AT2G04350.1,ER
AT2G16595.1,ER
AT2G18193.1,ER
AT2G24180.1,ER
AT2G32920.1,ER
AT2G33630.1,ER
AT2G36290.1,ER
AT2G38960.3,ER
AT2G39630.1,ER
AT2G39960.1,ER
AT2G45510.1,ER
AT3G01380.2,ER
AT3G02420.1,ER
AT3G03330.1,ER
AT3G03640.1,ER
AT3G07140.2,ER
AT3G07180.1,ER
AT3G14610.1,ER
AT3G14620.1,ER
AT3G15710.1,ER
AT3G16110.1,ER
AT3G19340.1,ER
AT3G20100.1,ER
AT3G22290.1,ER
AT3G25040.1,ER
AT3G26180.1,ER
AT3G26830.1,ER
AT3G28580.2,ER
AT3G45100.1,ER
AT3G48520.1,ER
AT3G48890.1,ER
AT3G50660.1,ER
AT3G51430.1,ER
AT3G51980.1,ER
AT3G55360.1,ER
AT3G57030.1,ER
AT3G57650.1,ER
AT3G62580.1,ER
AT3G62600.1,ER
AT4G00900.1,ER
AT4G01040.1,ER
AT4G09580.1,ER
AT4G11800.1,ER
AT4G12110.1,ER
AT4G12300.1,ER
AT4G16660.2,ER
AT4G21180.1,ER
AT4G21570.1,ER
AT4G22710.1,ER
AT4G28570.1,ER
AT4G29520.1,ER
AT4G30210.3,ER
AT4G32130.1,ER
AT4G33360.1,ER
AT4G36480.1,ER
AT4G37310.1,ER
AT4G37330.1,ER
AT4G37370.1,ER
AT4G38220.2,ER
AT5G03160.1,ER
AT5G07340.2,ER
AT5G08580.1,ER
AT5G11560.1,ER
AT5G14030.1,ER
AT5G16910.1,ER
AT5G19130.2,ER
AT5G19690.1,ER
AT5G22020.1,ER
AT5G23575.1,ER
AT5G23630.1,ER
AT5G39580.1,ER
AT5G42570.1,ER
AT5G45160.1,ER
AT5G46560.1,ER
AT5G47420.1,ER
AT5G49945.1,ER
AT5G52240.1,ER
AT5G55940.1,ER
AT5G56360.1,ER
AT5G56660.1,ER
AT5G57480.1,ER
AT5G57655.2,ER
AT5G58060.2,ER
AT5G59960.1,ER
AT5G60620.1,ER
AT5G66680.1,ER
AT3G62360.2,ER
AT1G76400.1,ER
AT2G29960.1,ER
AT2G24420.1,ER
AT5G20660.1,ER
AT3G44330.1,ER
AT4G31340.1,ER
AT1G34130.1,ER
AT5G58100.1,ER
AT4G24330.1,ER
AT4G30090.1,ER
AT5G35570.1,ER
AT3G51050.1,ER
AT1G70770.1,ER
AT1G05720.1,Golgi
AT1G07230.1,Golgi
AT1G15020.1,Golgi
AT1G29060.1,Golgi
AT1G29310.1,Golgi
AT1G52420.1,Golgi
AT1G65820.3,Golgi
AT2G01070.1,Golgi
AT2G17720.1,Golgi
AT2G20130.1,Golgi
AT2G20810.1,Golgi
AT2G47320.1,Golgi
AT3G09090.1,Golgi
AT3G48280.1,Golgi
AT4G24530.1,Golgi
AT5G06660.1,Golgi
AT5G18900.1,Golgi
AT5G27330.1,Golgi
AT5G65470.1,Golgi
AT2G15240.1,Golgi
AT4G11090.1,Golgi
AT4G17430.1,Golgi
AT4G31350.1,Golgi
AT4G36790.1,Golgi
AT1G13000.1,Golgi
AT1G21370.1,Golgi
AT1G67410.1,Golgi
AT1G71990.1,Golgi
AT1G72480.1,Golgi
AT2G19600.1,Golgi
AT2G38840.1,Golgi
AT3G06550.1,Golgi
AT3G08550.1,Golgi
AT3G11030.1,Golgi
AT4G01220.1,Golgi
AT4G16695.3,Golgi
AT4G25870.1,Golgi
AT4G28320.1,Golgi
AT4G36660.1,Golgi
AT5G01710.1,Golgi
AT5G18850.1,Golgi
AT5G51640.1,Golgi
AT4G30996.1,Golgi
AT5G22740.1,Golgi
AT1G78920.1,Golgi
AT1G30620.1,Golgi
AT4G38240.1,Golgi
AT5G55500.1,Golgi
AT5G19980.1,Golgi
AT2G20370.1,Golgi
AT2G28110.1,Golgi
AT1G79820.1,Golgi
AT3G55830.1,Golgi
AT4G33410.1,Golgi
AT2G03220.1,Golgi
AT3G62720.1,Golgi
AT5G65810.1,Golgi
AT4G00750.1,Golgi
AT2G38650.1,Golgi
AT3G61130.1,Golgi
AT1G27200.1,Golgi
AT3G23820.1,Golgi
AT4G27720.1,Golgi
AT4G30440.1,Golgi
AT4G33910.1,Golgi
AT5G36290.1,Golgi
AT5G58970.1,Golgi
AT3G04080.1,Golgi
AT1G10950.1,Golgi
AT1G14670.1,Golgi
AT2G24170.1,Golgi
AT1G77130.1,Golgi
AT5G18480.1,Golgi
AT4G31600.1,Golgi
AT4G28370.1,Golgi
AT1G04430.1,Golgi
AT1G04910.1,Golgi
AT1G06890.1,Golgi
AT1G08030.1,Golgi
AT1G08040.3,Golgi
AT1G08660.1,Golgi
AT1G11940.1,Golgi
AT1G19360.1,Golgi
AT1G19430.1,Golgi
AT1G19710.1,Golgi
AT1G21480.1,Golgi
AT1G26850.1,Golgi
AT1G26940.1,Golgi
AT1G27600.1,Golgi
AT1G27930.1,Golgi
AT1G29470.1,Golgi
AT1G29790.1,Golgi
AT1G31850.1,Golgi
AT1G48230.2,Golgi
AT1G49710.1,Golgi
AT1G51540.1,Golgi
AT1G51590.1,Golgi
AT1G51630.1,Golgi
AT1G53710.1,Golgi
AT1G55130.1,Golgi
AT1G62305.1,Golgi
AT1G62330.1,Golgi
AT1G63420.1,Golgi
AT1G64385.1,Golgi
AT1G64650.1,Golgi
AT1G71070.1,Golgi
AT1G74380.1,Golgi
AT1G74800.1,Golgi
AT1G75420.3,Golgi
AT1G76270.1,Golgi
AT1G78240.1,Golgi
AT2G01270.1,Golgi
AT2G01970.1,Golgi
AT2G03480.1,Golgi
AT2G04280.1,Golgi
AT2G14255.1,Golgi
AT2G14530.1,Golgi
AT2G15730.1,Golgi
AT2G19950.1,Golgi
AT2G22795.2,Golgi
AT2G22900.1,Golgi
AT2G23310.2,Golgi
AT2G25520.1,Golgi
AT2G26100.1,Golgi
AT2G26680.1,Golgi
AT2G28310.1,Golgi
AT2G32580.2,Golgi
AT2G34300.1,Golgi
AT2G35100.1,Golgi
AT3G01720.1,Golgi
AT3G02350.1,Golgi
AT3G03810.1,Golgi
AT3G06550.2,Golgi
AT3G07330.1,Golgi
AT3G07950.1,Golgi
AT3G13772.1,Golgi
AT3G16200.1,Golgi
AT3G17430.1,Golgi
AT3G21160.1,Golgi
AT3G21190.1,Golgi
AT3G23300.1,Golgi
AT3G24040.1,Golgi
AT3G25140.1,Golgi
AT3G26370.1,Golgi
AT3G26440.1,Golgi
AT3G27220.1,Golgi
AT3G27230.1,Golgi
AT3G28150.1,Golgi
AT3G28180.1,Golgi
AT3G30300.1,Golgi
AT3G48820.1,Golgi
AT3G49720.1,Golgi
AT3G49780.1,Golgi
AT3G51580.2,Golgi
AT3G53520.4,Golgi
AT3G55920.1,Golgi
AT3G56750.1,Golgi
AT3G56820.1,Golgi
AT3G61480.2,Golgi
AT3G62830.1,Golgi
AT3G66654.1,Golgi
AT4G00740.1,Golgi
AT4G01210.1,Golgi
AT4G02500.1,Golgi
AT4G10140.1,Golgi
AT4G12250.1,Golgi
AT4G12290.1,Golgi
AT4G14360.1,Golgi
AT4G18030.1,Golgi
AT4G19120.1,Golgi
AT4G24805.1,Golgi
AT4G32390.1,Golgi
AT4G33380.1,Golgi
AT4G33740.1,Golgi
AT4G34960.1,Golgi
AT4G36890.1,Golgi
AT4G37820.1,Golgi
AT4G38040.1,Golgi
AT4G38500.1,Golgi
AT5G04060.1,Golgi
AT5G04480.1,Golgi
AT5G10840.1,Golgi
AT5G11230.1,Golgi
AT5G11730.1,Golgi
AT5G12260.1,Golgi
AT5G13500.1,Golgi
AT5G14950.1,Golgi
AT5G15050.1,Golgi
AT5G16890.1,Golgi
AT5G19660.1,Golgi
AT5G20680.1,Golgi
AT5G23850.1,Golgi
AT5G25100.1,Golgi
AT5G25265.1,Golgi
AT5G28350.1,Golgi
AT5G35160.1,Golgi
AT5G35730.1,Golgi
AT5G37310.1,Golgi
AT5G53340.1,Golgi
AT5G61240.1,Golgi
AT5G61840.1,Golgi
AT5G67540.3,Golgi
AT1G08990.1,Golgi
AT1G10680.1,Golgi
AT1G13250.1,Golgi
AT1G14040.1,Golgi
AT1G21070.1,Golgi
AT1G21870.1,Golgi
AT1G54940.1,Golgi
AT1G55620._1,Golgi
AT2G13650.1,Golgi
AT2G18840.1,Golgi
AT2G38320.1,Golgi
AT2G47650.1,Golgi
AT3G02200.1,Golgi
AT3G28480.1,Golgi
AT3G50760.1,Golgi
AT3G51580.1,Golgi
AT3G62660.1,Golgi
AT4G01750.1,Golgi
AT4G09990.1,Golgi
AT4G20110.1,Golgi
AT4G35335.1,Golgi
AT4G37690.1,Golgi
AT4G39420.1,Golgi
AT5G05820.1,Golgi
AT5G11200.1,Golgi
AT5G18280.1,Golgi
AT5G20050.1,Golgi
AT5G25610.1,Golgi
AT5G26980.1,Golgi
AT5G42260.1,Golgi
AT5G59070.1,Golgi
AT2G40280.1,Golgi
AT5G66060.1,Golgi
AT2G40380.1,Golgi
AT5G64030.1,Golgi
AT2G43080.1,Golgi
AT5G47780.1,Golgi
AT5G39990.1,Golgi
AT1G20550.1,Golgi
AT4G38270.2,Golgi
AT1G20270.1,Golgi
AT3G56110.1,Golgi
AT5G14430.1,Golgi
AT1G77610.1,Golgi
AT2G35610.1,Golgi
AT1G30000.1,Golgi
AT3G58170.1,Golgi
AT1G53290.1,Golgi
AT3G18480.1,Golgi
AT1G18190.1,Golgi
AT3G55990.1,Golgi
AT4G33330.2,Golgi
AT3G18660.1,Golgi
AT2G37090.1,Golgi
AT1G77370.1,Golgi
AT3G06300.1,Golgi
AT1G18580.1,Golgi
AT3G15940.1,Golgi
AT5G40770.1,mitochondria
AT5G65720.1,mitochondria
AT4G37930.1,mitochondria
AT2G30970.1,mitochondria
AT3G23990.1,mitochondria
AT5G62050.1,mitochondria
AT5G58270.1,mitochondria
AT3G45300.1,mitochondria
AT5G46160.1,mitochondria
AT1G77750.1,mitochondria
AT5G67590.1,mitochondria
AT5G48030.1,mitochondria
AT1G51390.1,mitochondria
AT3G20970.1,mitochondria
AT3G15660.1,mitochondria
AT2G29990.1,mitochondria
AT4G28220.1,mitochondria
AT5G23140.1,mitochondria
AT2G04540.1,mitochondria
AT2G46110.1,mitochondria
AT5G09420.1,mitochondria
AT1G61870.1,mitochondria
AT4G11060.1,mitochondria
AT4G22220.1,mitochondria
AT2G43400.1,mitochondria
AT4G30930.1,mitochondria
AT1G17530.1,mitochondria
AT1G18320.1,mitochondria
AT1G20350.1,mitochondria
AT1G72750.1,mitochondria
AT3G25120.1,mitochondria
AT5G11690.1,mitochondria
AT4G16700.1,mitochondria
AT4G28630.1,mitochondria
AT4G29130.1,mitochondria
AT1G03860.1,mitochondria
AT2G20530.1,mitochondria
AT4G28510.1,mitochondria
AT3G07770.1,mitochondria
AT1G18600.1,mitochondria
AT2G20800.1,mitochondria
AT3G45770.1,mitochondria
AT4G11010.1,mitochondria
AT5G03290.1,mitochondria
AT3G07480.1,mitochondria
AT4G39660.1,mitochondria
AT1G24180.1,mitochondria
AT1G25380.1,mitochondria
AT2G22500.1,mitochondria
AT3G50930.1,mitochondria
AT5G09590.1,mitochondria
AT2G47510.1,mitochondria
AT4G36400.1,mitochondria
AT5G60960.1,mitochondria
AT1G21150.1,mitochondria
AT1G61960.1,mitochondria
AT1G61980.1,mitochondria
AT1G62010.1,mitochondria
AT1G62110.1,mitochondria
AT1G61990.1,mitochondria
AT1G53000.1,mitochondria
AT5G57490.1,mitochondria
AT5G15090.1,mitochondria
AT5G55610.1,mitochondria
AT1G08220.1,mitochondria
AT1G10270.1,mitochondria
AT1G14620.1,mitochondria
AT1G71850.1,mitochondria
AT2G15630.1,mitochondria
AT2G39120.1,mitochondria
AT3G19440.1,mitochondria
AT4G02820.1,mitochondria
AT4G14790.1,mitochondria
AT5G39710.1,mitochondria
AT5G39960.1,mitochondria
AT5G40660.1,mitochondria
AT5G54580.1,mitochondria
AT5G60730.1,mitochondria
AT4G12130.1,mitochondria
AT3G21390.2,mitochondria
AT5G48970.1,mitochondria
AT1G31760.1,mitochondria
AT3G48680.1,mitochondria
AT5G63510.1,mitochondria
AT1G50460.1,mitochondria
AT2G19860.1,mitochondria
AT4G26180.1,mitochondria
AT3G59280.2,mitochondria
AT5G27660.1,mitochondria
AT4G32060.1,mitochondria
AT3G13110.1,mitochondria
AT1G33360.1,mitochondria
AT1G45332.1,mitochondria
AT1G73940.1,mitochondria
AT2G33210.2,mitochondria
AT3G01790.1,mitochondria
AT3G08950.1,mitochondria
AT3G13160.1,mitochondria
AT3G48250.1,mitochondria
AT4G15640.2,mitochondria
AT4G26780.1,mitochondria
AT5G49840.1,mitochondria
AT5G53350.1,mitochondria
AT2G21870.1,mitochondria
AT3G46560.1,mitochondria
AT2G35010.1,mitochondria
AT2G03880.1,mitochondria
AT3G48000.1,mitochondria
AT4G37830.1,mitochondria
AT4G16800.1,mitochondria
AT1G01170.1,mitochondria
AT1G02370.1,mitochondria
AT1G03090.1,mitochondria
AT1G04590.2,mitochondria
AT1G04630.1,mitochondria
AT1G04985.1,mitochondria
AT1G06530.1,mitochondria
AT1G07210.1,mitochondria
AT1G07510.1,mitochondria
AT1G07830.1,mitochondria
AT1G08480.1,mitochondria
AT1G09300.1,mitochondria
AT1G09575.1,mitochondria
AT1G14980.1,mitochondria
AT1G15480.1,mitochondria
AT1G15810.1,mitochondria
AT1G15870.1,mitochondria
AT1G16000.1,mitochondria
AT1G16740.1,mitochondria
AT1G16870.1,mitochondria
AT1G18630.1,mitochondria
AT1G19140.2,mitochondria
AT1G19520.2,mitochondria
AT1G19580.1,mitochondria
AT1G20430.1,mitochondria
AT1G22450.1,mitochondria
AT1G22800.1,mitochondria
AT1G23800.1,mitochondria
AT1G24095.1,mitochondria
AT1G24340.1,mitochondria
AT1G26460.1,mitochondria
AT1G26750.1,mitochondria
AT1G28210.2,mitochondria
AT1G28510.1,mitochondria
AT1G31817.1,mitochondria
AT1G32580.1,mitochondria
AT1G34360.2,mitochondria
AT1G47260.1,mitochondria
AT1G47420.1,mitochondria
AT1G48030.1,mitochondria
AT1G50140.1,mitochondria
AT1G50400.1,mitochondria
AT1G50940.1,mitochondria
AT1G51610.1,mitochondria
AT1G51980.1,mitochondria
AT1G53240.1,mitochondria
AT1G53645.1,mitochondria
AT1G53760.1,mitochondria
AT1G54220.1,mitochondria
AT1G55160.2,mitochondria
AT1G55890.1,mitochondria
AT1G55900.1,mitochondria
AT1G56350.1,mitochondria
AT1G56560.1,mitochondria
AT1G57610.1,mitochondria
AT1G59900.1,mitochondria
AT1G60770.1,mitochondria
AT1G61640.1,mitochondria
AT1G62730.1,mitochondria
AT1G63070.1,mitochondria
AT1G63080.1,mitochondria
AT1G64880.1,mitochondria
AT1G65290.1,mitochondria
AT1G65540.1,mitochondria
AT1G67350.1,mitochondria
AT1G70190.1,mitochondria
AT1G71310.1,mitochondria
AT1G72170.1,mitochondria
AT1G72820.1,mitochondria
AT1G76200.1,mitochondria
AT1G79390.1,mitochondria
AT1G79440.1,mitochondria
AT1G80230.1,mitochondria
AT2G02050.1,mitochondria
AT2G03690.1,mitochondria
AT2G04940.1,mitochondria
AT2G07707.1,mitochondria
AT2G07727.1,mitochondria
AT2G07734.1,mitochondria
AT2G13560.1,mitochondria
AT2G14170.2,mitochondria
AT2G16460.1,mitochondria
AT2G16710.3,mitochondria
AT2G16930.2,mitochondria
AT2G17130.1,mitochondria
AT2G18330.1,mitochondria
AT2G18400.1,mitochondria
AT2G18520.1,mitochondria
AT2G19080.1,mitochondria
AT2G19490.1,mitochondria
AT2G19680.1,mitochondria
AT2G20060.1,mitochondria
AT2G20360.1,mitochondria
AT2G20420.1,mitochondria
AT2G20860.1,mitochondria
AT2G20940.1,mitochondria
AT2G23370.1,mitochondria
AT2G23890.1,mitochondria
AT2G25140.1,mitochondria
AT2G25570.1,mitochondria
AT2G26080.1,mitochondria
AT2G26140.1,mitochondria
AT2G26800.1,mitochondria
AT2G28430.1,mitochondria
AT2G29080.1,mitochondria
AT2G30720.1,mitochondria
AT2G31060.3,mitochondria
AT2G31140.1,mitochondria
AT2G31240.1,mitochondria
AT2G31490.1,mitochondria
AT2G31955.1,mitochondria
AT2G33220.1,mitochondria
AT2G33585.1,mitochondria
AT2G33820.1,mitochondria
AT2G34630.1,mitochondria
AT2G35120.1,mitochondria
AT2G35240.1,mitochondria
AT2G35370.1,mitochondria
AT2G35790.1,mitochondria
AT2G36070.1,mitochondria
AT2G37410.1,mitochondria
AT2G38400.2,mitochondria
AT2G38660.1,mitochondria
AT2G39795.1,mitochondria
AT2G40090.1,mitochondria
AT2G40765.1,mitochondria
AT2G42210.1,mitochondria
AT2G42310.1,mitochondria
AT2G42450.1,mitochondria
AT2G42710.1,mitochondria
AT2G43780.1,mitochondria
AT2G44065.1,mitochondria
AT2G44350.1,mitochondria
AT2G44525.1,mitochondria
AT2G44620.1,mitochondria
AT2G45060.1,mitochondria
AT2G46470.1,mitochondria
AT2G46505.1,mitochondria
AT2G47380.1,mitochondria
AT3G01740.1,mitochondria
AT3G01800.1,mitochondria
AT3G03060.1,mitochondria
AT3G03100.1,mitochondria
AT3G03600.1,mitochondria
AT3G06040.1,mitochondria
AT3G06050.1,mitochondria
AT3G06483.1,mitochondria
AT3G06850.1,mitochondria
AT3G07060.1,mitochondria
AT3G07568.1,mitochondria
AT3G10270.2,mitochondria
AT3G10370.1,mitochondria
AT3G10860.1,mitochondria
AT3G10920.1,mitochondria
AT3G12260.1,mitochondria
AT3G12650.1,mitochondria
AT3G13860.1,mitochondria
AT3G13930.1,mitochondria
AT3G15020.1,mitochondria
AT3G15090.1,mitochondria
AT3G15590.1,mitochondria
AT3G15640.1,mitochondria
AT3G16230.12,mitochondria
AT3G16700.1,mitochondria
AT3G17240.1,mitochondria
AT3G17300.1,mitochondria
AT3G17465.1,mitochondria
AT3G17910.1,mitochondria
AT3G18240.1,mitochondria
AT3G18410.1,mitochondria
AT3G18580.1,mitochondria
AT3G19740.1,mitochondria
AT3G20000.2,mitochondria
AT3G21400.1,mitochondria
AT3G22310.1,mitochondria
AT3G22330.1,mitochondria
AT3G22370.1,mitochondria
AT3G24200.2,mitochondria
AT3G26770.1,mitochondria
AT3G27080.1,mitochondria
AT3G27240.1,mitochondria
AT3G27340.1,mitochondria
AT3G27380.1,mitochondria
AT3G28700.1,mitochondria
AT3G30775.1,mitochondria
AT3G44370.1,mitochondria
AT3G45740.1,mitochondria
AT3G46430.1,mitochondria
AT3G47930.1,mitochondria
AT3G49080.1,mitochondria
AT3G49240.1,mitochondria
AT3G51010.1,mitochondria
AT3G51090.2,mitochondria
AT3G51790.1,mitochondria
AT3G52200.2,mitochondria
AT3G52300.1,mitochondria
AT3G52570.1,mitochondria
AT3G54980.1,mitochondria
AT3G55410.1,mitochondria
AT3G55605.1,mitochondria
AT3G56070.1,mitochondria
AT3G56430.1,mitochondria
AT3G57785.1,mitochondria
AT3G58840.1,mitochondria
AT3G59650.2,mitochondria
AT3G59760.1,mitochondria
AT3G61440.1,mitochondria
AT3G62530.1,mitochondria
AT3G62810.1,mitochondria
AT4G00026.1,mitochondria
AT4G00290.1,mitochondria
AT4G00570.1,mitochondria
AT4G00860.1,mitochondria
AT4G01660.1,mitochondria
AT4G02580.1,mitochondria
AT4G02930.1,mitochondria
AT4G04180.2,mitochondria
AT4G05400.1,mitochondria
AT4G08900.1,mitochondria
AT4G10040.1,mitochondria
AT4G11120.1,mitochondria
AT4G13850.1,mitochondria
AT4G15940.1,mitochondria
AT4G16450.1,mitochondria
AT4G17650.1,mitochondria
AT4G19540.1,mitochondria
AT4G20150.1,mitochondria
AT4G20930.1,mitochondria
AT4G21220.1,mitochondria
AT4G23620.1,mitochondria
AT4G26210.1,mitochondria
AT4G26410.1,mitochondria
AT4G26910.1,mitochondria
AT4G26965.1,mitochondria
AT4G27585.1,mitochondria
AT4G28360.1,mitochondria
AT4G28390.1,mitochondria
AT4G29480.1,mitochondria
AT4G30010.1,mitochondria
AT4G31460.1,mitochondria
AT4G31810.1,mitochondria
AT4G31930.1,mitochondria
AT4G32470.1,mitochondria
AT4G32605.1,mitochondria
AT4G33010.1,mitochondria
AT4G33140.1,mitochondria
AT4G34030.1,mitochondria
AT4G34310.1,mitochondria
AT4G35260.1,mitochondria
AT4G35490.1,mitochondria
AT4G35850.1,mitochondria
AT4G36680.1,mitochondria
AT4G37660.1,mitochondria
AT4G37910.1,mitochondria
AT4G38150.1,mitochondria
AT4G39690.1,mitochondria
AT4G39740.1,mitochondria
AT4G39880.1,mitochondria
AT5G02130.1,mitochondria
AT5G02740.1,mitochondria
AT5G04130.1,mitochondria
AT5G04750.1,mitochondria
AT5G05520.1,mitochondria
AT5G05990.1,mitochondria
AT5G06410.1,mitochondria
AT5G06580.1,mitochondria
AT5G07440.1,mitochondria
AT5G08040.1,mitochondria
AT5G08060.1,mitochondria
AT5G08270.1,mitochondria
AT5G08300.1,mitochondria
AT5G08530.1,mitochondria
AT5G08670.1,mitochondria
AT5G09840.1,mitochondria
AT5G10860.1,mitochondria
AT5G11770.1,mitochondria
AT5G12100.1,mitochondria
AT5G12290.1,mitochondria
AT5G13430.1,mitochondria
AT5G13450.1,mitochondria
AT5G13490.1,mitochondria
AT5G13610.1,mitochondria
AT5G14105.1,mitochondria
AT5G14580.1,mitochondria
AT5G14780.1,mitochondria
AT5G14820.1,mitochondria
AT5G15640.2,mitochondria
AT5G15910.1,mitochondria
AT5G15980.1,mitochondria
AT5G16930.1,mitochondria
AT5G18170.1,mitochondria
AT5G20080.1,mitochondria
AT5G20090.1,mitochondria
AT5G23200.1,mitochondria
AT5G23250.1,mitochondria
AT5G23300.1,mitochondria
AT5G24165.1,mitochondria
AT5G25940.1,mitochondria
AT5G26780.1,mitochondria
AT5G27395.1,mitochondria
AT5G27540.1,mitochondria
AT5G27820.1,mitochondria
AT5G37510.1,mitochondria
AT5G39600.1,mitochondria
AT5G39840.1,mitochondria
AT5G39900.1,mitochondria
AT5G40650.1,mitochondria
AT5G40810.1,mitochondria
AT5G40930.1,mitochondria
AT5G42150.1,mitochondria
AT5G43430.4,mitochondria
AT5G43970.1,mitochondria
AT5G44730.1,mitochondria
AT5G45590.1,mitochondria
AT5G46180.1,mitochondria
AT5G46800.1,mitochondria
AT5G47030.1,mitochondria
AT5G47320.1,mitochondria
AT5G47570.1,mitochondria
AT5G47890.1,mitochondria
AT5G49555.1,mitochondria
AT5G50370.1,mitochondria
AT5G50850.1,mitochondria
AT5G51220.1,mitochondria
AT5G51540.1,mitochondria
AT5G51740.2,mitochondria
AT5G52840.1,mitochondria
AT5G53650.1,mitochondria
AT5G54100.1,mitochondria
AT5G55070.1,mitochondria
AT5G55140.1,mitochondria
AT5G56090.1,mitochondria
AT5G57300.1,mitochondria
AT5G61030.1,mitochondria
AT5G61220.1,mitochondria
AT5G62530.1,mitochondria
AT5G63400.1,mitochondria
AT5G63620.1,mitochondria
AT5G64670.1,mitochondria
AT5G65750.1,mitochondria
AT5G66760.1,mitochondria
AT5G66860.1,mitochondria
AT5G67500.3,mitochondria
ATMG00070.1,mitochondria
ATMG00090.1,mitochondria
ATMG00160.1,mitochondria
ATMG00180.1,mitochondria
ATMG00285.1,mitochondria
ATMG00510.1,mitochondria
ATMG00640.1,mitochondria
ATMG00830.1,mitochondria
ATMG01120.1,mitochondria
ATMG01170.1,mitochondria
AT2G19520.1,nucleus
AT2G44950.1,nucleus
AT2G47580.1,nucleus
AT1G68790.1,nucleus
AT4G19150.2,nucleus
AT4G02060.1,nucleus
AT1G75660.1,nucleus
AT1G66260.1,nucleus
AT3G15010.1,nucleus
AT3G61860.1,nucleus
AT2G27040.1,nucleus
AT1G09140.1,nucleus
AT1G23860.1,nucleus
AT3G55460.1,nucleus
AT4G25500.1,nucleus
AT5G03740.1,nucleus
AT4G21670.1,nucleus
AT1G04510.2,nucleus
AT2G45640.1,nucleus
AT3G18600.1,nucleus
AT3G23620.1,nucleus
AT4G05410.1,nucleus
AT4G25210.1,nucleus
AT1G02140.1,nucleus
AT1G77180.1,nucleus
AT1G20960.1,nucleus
AT5G04280.1,nucleus
AT1G56110.1,nucleus
AT4G38130.1,nucleus
AT1G80680.1,nucleus
AT2G38560.1,nucleus
AT1G67580.1,nucleus
AT3G12280.1,nucleus
AT1G07360.1,nucleus
AT1G14850.1,nucleus
AT1G33410.1,nucleus
AT2G05120.2,nucleus
AT2G41620.1,nucleus
AT3G10650.1,nucleus
AT3G57350.1,nucleus
AT5G05680.1,nucleus
AT4G32910.1,nucleus
AT2G44510.1,nucleus
AT1G15780.3,nucleus
AT1G17070.1,nucleus
AT1G67230.1,nucleus
AT1G15910.1,nucleus
AT1G31970.1,nucleus
AT1G52930.1,nucleus
AT3G07050.1,nucleus
AT3G22520.1,nucleus
AT2G27840.1,nucleus
AT2G40360.1,nucleus
AT2G06510.1,nucleus
AT2G33730.1,nucleus
AT4G00390.1,nucleus
AT1G01350.1,nucleus
AT1G03140.1,nucleus
AT1G03910.1,nucleus
AT1G05910.1,nucleus
AT1G06670.1,nucleus
AT1G06720.2,nucleus
AT1G07980.1,nucleus
AT1G08260.1,nucleus
AT1G09770.1,nucleus
AT1G15420.2,nucleus
AT1G15440.1,nucleus
AT1G15940.1,nucleus
AT1G18850.1,nucleus
AT1G20920.1,nucleus
AT1G24190.1,nucleus
AT1G24706.1,nucleus
AT1G27900.1,nucleus
AT1G29940.1,nucleus
AT1G31360.1,nucleus
AT1G33680.1,nucleus
AT1G43850.1,nucleus
AT1G44780.1,nucleus
AT1G44900.1,nucleus
AT1G44910.1,nucleus
AT1G50300.1,nucleus
AT1G50920.1,nucleus
AT1G51450.1,nucleus
AT1G53720.1,nucleus
AT1G55250.5,nucleus
AT1G56290.1,nucleus
AT1G59760.1,nucleus
AT1G60620.1,nucleus
AT1G61730.1,nucleus
AT1G63210.1,nucleus
AT1G65440.1,nucleus
AT1G69070.1,nucleus
AT1G69770.1,nucleus
AT1G70060.1,nucleus
AT1G72440.1,nucleus
AT1G75510.1,nucleus
AT1G75560.1,nucleus
AT1G76880.1,nucleus
AT1G78650.1,nucleus
AT1G79150.1,nucleus
AT1G79730.1,nucleus
AT1G80070.1,nucleus
AT1G80810.2,nucleus
AT1G80930.1,nucleus
AT2G02160.1,nucleus
AT2G04880.1,nucleus
AT2G06210.1,nucleus
AT2G06990.1,nucleus
AT2G07690.1,nucleus
AT2G13370.1,nucleus
AT2G16440.1,nucleus
AT2G16485.2,nucleus
AT2G16860.1,nucleus
AT2G17410.1,nucleus
AT2G18220.1,nucleus
