ID1,ID2,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11
O23673,AT1G02020.1,0.06169,0.10007,0.01988,0.18711,0.02536,0.76011,1,0.6148,0.06169,0.0377,0
F4HVV7,AT1G02080.2,0.79639,0.1729,0.54046,0.19552,0.13861,0.0544,0,0.08585,1,0.71552,0.80595
Q94JU3,AT1G02090.1,0.17592,0.00852,0.14315,0,0.00919,0.00937,0.03482,0.01636,1,0.32898,0.55068
Q8VY08,AT1G02100.1,0.22531,0.01077,0.22172,0.06643,0.01616,0.0018,0.05296,0,1,0.00539,0.27558
Q56W45,AT1G02110.1,0.91472,0.4838,1,0.40324,0.40099,0.06796,0.04838,0.14964,0,0.14086,0.24392
F4HVW5,AT1G02120.1,0.8916,0.77827,1,0.53667,0.96593,0.0306,0.03113,0,0.1692,0.0968,0.2124
P28188,AT1G02130.1,0.58905,0.61778,1,0.39008,0.8733,0.06985,0,0.07015,0.13819,0.0375,0.11037
O23676,AT1G02140.1,0.04295,0.00539,0.03433,0.01108,0.01115,0,0.02311,0.02447,0.48918,1,0.31363
A8MR93,AT1G02145.1,0.53813,0.76369,0.7884,0.53455,1,0.09989,0.07232,0.04153,0.01361,0.10491,0
Q8LPS6,AT1G02150.1,0,0.07636,0.02804,0.10742,0.04357,0.90768,0.01682,1,0.01208,0.55436,0.01855
Q8VZ44,AT1G02160.1,0.06915,0.09694,0.05908,0.29322,0.0547,0.7628,1,0.6291,0.01444,0.08687,0
Q7XJE6,AT1G02170.1,0.60132,0.45044,0.57627,0.36509,0.2277,0.12693,0,0.32324,0.99367,1,0.27423
A0A1P8ATK3,AT1G02270.2,0.44389,0.77806,0.70687,0.68342,1,0.50419,0.80318,0.37437,0.04104,0.10972,0
O23680,AT1G02280.1,0.19786,0.38046,0.24199,0.52718,0.18068,1,0.06887,0.98396,0,0.25409,0.02103
F4HVZ1,AT1G02300.1,0.70471,0.74588,0.85098,0.45255,1,0.1298,0,0.1949,0.2898,0.48941,0.74824
Q93VC9,AT1G02305.1,0.29844,0.33409,0.44727,0.23641,0.37036,0.06022,0,0.05704,0.69037,0.15433,1
Q9FZ29,AT1G02310.1,0.34115,0.7738,0.64477,0.37455,1,0.40035,0.04512,0.5218,0,0.04664,0.04057
Q9FZ27,AT1G02335.1,0.0262,0.06986,0.03532,0.05522,0.04126,0.01017,0,0.03532,0.02633,1,0.02832
Q9FZ24,AT1G02370.1,0.00818,0.02276,0,0.17266,0.0224,0.67269,1,0.57577,0.05139,0.04309,0.03424
Q94K52,AT1G02475.1,0.06429,0.02838,0.01973,0.08158,0.00067,1,0.02261,0.94281,0.00865,0.03203,0
P23686,AT1G02500.1,0.34639,0.1293,0.30604,0.09744,0.1182,0.02227,0,0.06565,0.07778,1,0.41138
Q9FWX7,AT1G02520.1,1,0.57737,0.90737,0.44014,0.4205,0.028,0,0.00644,0.02965,0.01096,0.02666
Q9S834,AT1G02560.1,0.05594,0.19871,0.03368,0.37178,0.04298,0.9719,0.06125,1,0.01734,0.05136,0
Q94KD8,AT1G02640.1,0.00897,0.02132,0.0106,0.0714,0.01456,0,0.07105,0.03075,0.02469,1,0.33454
F4HXL0,AT1G02660.1,1,0.26435,0.78663,0.20132,0.31293,0.02469,0,0.02409,0.05741,0.49077,0.76515
Q6NQH4,AT1G02680.1,0,0.02205,0,0,0.01816,0,0.03372,0.04929,0.14786,1,0.5642
Q9FWY7,AT1G02690.1,0.40143,0.081,0.34008,0.06671,0.12865,0,0.00298,0.01965,0.93568,1,0.37939
Q3EDK2,AT1G02710.1,0.09237,0.13655,0,0.40562,0.13253,0.68273,0.10843,1,0,0.1004,0
Q9SRW9,AT1G02730.1,0.58217,0.85019,0.82238,0.54678,1,0.25727,0.06764,0.38748,0,0.21555,0.26991
Q9SRX2,AT1G02780.1,1,0.29114,0.55702,0.33489,0.27875,0.03281,0,0.08461,0.08026,0.43574,0.4766
Q9SRX5,AT1G02816.1,0.2149,0.19162,0.24866,0.15716,0.20419,0.01769,0,0.01723,1,0.03655,0.31851
Q9SRX7,AT1G02830.1,0.55197,0.23644,0.37474,0.18799,0.19089,0.0294,0,0.13706,0.12795,0.40166,1
O22315,AT1G02840.1,0.01403,0.00136,0.01246,0.00356,0,0.00115,0.04356,0.05685,0.93404,1,0.28102
A0A2H1ZE91,AT1G02850.3,0.52197,0.87929,0.66345,0.53066,1,0.1043,0.06132,0.03428,0.0309,0,0.00773
Q8RWK5,AT1G02870.1,0.01378,0.00129,0.01635,0.00404,0,0.1108,0.02756,0.17604,0.11319,1,0.35355
F4HZ82,AT1G02890.1,0.04218,0.00264,0.01963,0.06492,0,0.22938,0.1839,0.20674,0.40177,1,0.29317
Q9SRY4,AT1G02910.1,0.02156,0.0316,0.01072,0.11624,0.0105,1,0.06388,0.99199,0.00034,0.06297,0
P42760,AT1G02930.1,1,0.22833,0.78081,0.15521,0.19533,0.00948,0.02962,0,0.78182,0.07786,0.46733
Q9SRZ0,AT1G02980.1,0.27385,0.08008,0.20613,0.10282,0.08947,0.04251,0,0.09738,0.59516,0.9743,1
Q8RY16,AT1G03000.1,0.32322,0.10979,0.22427,0.14735,0.10329,0.10509,0,0.1636,1,0.77501,0.26038
Q500U9,AT1G03030.1,0.02422,0.03994,0.00523,0.15422,0,1,0.01002,0.97627,0.01553,0.08242,0.00455
A0A1P8AT16,AT1G03060.4,0.6567,0.0992,0.54002,0.11163,0.12005,0.03265,0,0.06529,0.74832,0.46377,1
F4HZB5,AT1G03080.1,1,0.34028,0.91093,0.33608,0.29069,0.04582,0,0.03194,0.74566,0.08651,0.19266
Q42523,AT1G03090.1,0.03311,0.04042,0.0216,0.17211,0.03021,0.38383,1,0.33347,0.0116,0.04909,0
Q9SA60,AT1G03100.1,0.23036,0.34107,1,0.37738,0.95119,0.53869,0.92679,0.42262,0,0.09762,0.27976
Q93WD7,AT1G03110.1,0.08487,0.00064,0.06696,0.00689,0,0.0225,0.08,0.01084,1,0.0113,0.1928
Q9SA56,AT1G03130.1,0.02522,0.06444,0.02661,0.22334,0.02566,1,0.06396,0.99406,0,0.12712,0.02755
Q9SA55,AT1G03140.1,0.12965,0.10381,0.13645,0.07661,0.12307,0,0.01541,0.02131,0.25,1,0.39075
Q8LGI8,AT1G03150.1,0.2686,0.05523,0.27209,0.00872,0.0186,0.00291,0,0.03837,1,0.3,0.93837
Q1KPV0,AT1G03160.1,0.03315,0.06737,0.05144,0.11403,0.05535,0.96557,0.05165,1,0,0.05869,0.02456
Q8W4M7,AT1G03190.1,0.03576,0.03118,0.03906,0.0353,0.03586,0.0077,0,0.03301,0.20459,1,0.63815
Q9ZVS4,AT1G03220.1,0.60407,0.87884,0.77713,0.63547,1,0.02202,0.02355,0,0.97096,0.05037,0.34883
Q9ZVS5,AT1G03230.1,0.55012,0.93477,0.8743,0.48648,1,0.06126,0.05012,0,0.69889,0.22315,0.45107
Q6NMJ6,AT1G03260.1,0.49752,0.80884,0.66087,0.6291,1,0.24032,0,0.22046,0.51291,0.04717,0.65492
Q8L735,AT1G03310.1,0.05503,0.08731,0.02861,0.12106,0,0.9193,0.02788,1,0.08327,0.54035,0.08731
Q1H595,AT1G03330.1,0.27936,0.06576,0.24817,0.03813,0.04833,0,0.03823,0.01654,1,0.4485,0.40206
Q9ZVT6,AT1G03350.1,0.3739,0.06866,0.34602,0.0537,0.11285,0.00476,0,0.00281,1,0.07478,0.32971
Q9ZVT7,AT1G03360.1,0.06722,0,0.05783,0.01284,0.00383,0.01082,0.03733,0.04439,0.49654,1,0.27993
Q9ZVT9,AT1G03370.1,0.7656,0.86685,0.94061,0.68236,1,0.14453,0.34939,0.12226,0,0.15937,0.05765
Q8L9T7,AT1G03430.1,0.18773,0.10788,0.18135,0.06817,0.07072,0.01784,0.0155,0.02824,1,0,0.17137
Q9LR75,AT1G03475.1,0.02876,0.07847,0.01631,0.20329,0,0.92725,0.02947,1,0.14771,0.08419,0.04785
A8MQE8,AT1G03520.2,0.35103,0.42773,0.78466,0.64602,1,0,0.0354,0.0118,0.03245,0.15044,0.38643
Q9LR70,AT1G03530.1,0.95946,0.40541,1,0.39189,0.21622,0.2027,0.74324,0,0.14865,0.71622,0.06757
Q9LR65,AT1G03590.1,1,0.53916,0.90643,0.3918,0.38994,0.06739,0,0.09728,0.33368,0.2061,0.80585
Q9LR64,AT1G03600.1,0.00497,0.00579,0,0.08022,0.00087,1,0.01698,0.94228,0.00388,0.15187,0.0065
A0A1P8APK4,AT1G03620.2,0.20202,0.08719,0.19351,0.06486,0.07283,0,0.04094,0.03828,1,0.15311,0.77884
O48741,AT1G03630.1,0.03817,0.06592,0.04465,0.09872,0.03858,1,0.01833,0.99038,0,0.17993,0.04648
O48737,AT1G03680.1,0.02625,0.02335,0.01253,0.10415,0.00486,1,0.02403,0.99582,0.04193,0.0404,0
Q9LR53,AT1G03740.1,0.90283,0.50906,1,0.36548,0.49094,0.03771,0.10152,0.06309,0,0.05294,0.02683
Q8GWP1,AT1G03760.1,0.3518,0.01316,0.27355,0,0.01593,0.0187,0.02701,0.03878,1,0.76939,0.87396
F4I2H4,AT1G03770.2,0.07158,0.00962,0.01603,0.06944,0,0.0641,0.07799,0.11645,0.98184,1,0.19658
Q9ZWA4,AT1G03820.1,0.33812,0.5177,0.64443,0.47665,1,0.10467,0.16573,0.04926,0.06106,0,0.48127
F4I2I5,AT1G03830.2,0.01916,0.00653,0.01853,0.02126,0,0.02695,0.00505,0.03958,0.11053,1,0.03411
Q9ZNT7,AT1G03860.1,0.03505,0.09104,0.01909,0.29177,0.04346,0.32071,1,0.27339,0.03498,0.00422,0
Q9ZWA8,AT1G03870.1,0.9756,0.45262,1,0.42496,0.40035,0.07602,0.03594,0.0562,0,0.01394,0.04923
Q681Q7,AT1G03900.1,1,0.28043,0.92102,0.25982,0.26364,0.00153,0,0.01717,0.59977,0.14193,0.25067
F4I2J8,AT1G03910.1,0.01003,0,0.01083,0.00774,0.00513,0.02197,0.00486,0.0553,0.29862,1,0.21831
Q941D5,AT1G03950.1,0.79334,0.16583,0.64887,0.25251,0.20477,0.03329,0,0.09171,0.5892,1,0.94221
Q4VCM1,AT1G04010.1,0.64934,0.91654,0.84987,0.65039,1,0.00315,0.00262,0,0.26194,0.14121,0.10079
Q9ZWC4,AT1G04040.1,0.1279,0.35556,0.08639,0.58785,0.14748,0.48238,0.10426,1,0,0.06794,0.02292
Q93ZR3,AT1G04080.1,0.01514,0,0.01661,0.01926,0.00094,0.06808,0.02411,0.1079,1,0.70547,0.13271
Q7GB25,AT1G04120.1,1,0.1631,0.80129,0.29968,0.17515,0.06133,0.07793,0.03696,0.14515,0,0.50562
F4I456,AT1G04130.1,0.24838,0.04473,0.19493,0.03766,0.03621,0,0.03568,0.02253,1,0.6788,0.3249
O64492,AT1G04150.1,0.37873,1,0.42549,0.63823,0.45067,0.16495,0.12539,0.27749,0,0.03546,0.00154
O64490,AT1G04170.1,0.23518,0.06765,0.18295,0.05566,0.07334,0,0.00082,0.0247,0.36514,0.27003,1
Q8RXN1,AT1G04190.1,0.37221,0.04929,0.28366,0.04182,0.02334,0.02127,0,0.16684,1,0.86866,0.60955
Q8RWV1,AT1G04200.1,0.41766,0.49635,0.34728,0.15305,0.31574,0,0.02191,0.03685,1,0.61985,0.79914
P93829,AT1G04260.1,0.39763,0.36159,1,0.18263,0.83565,0.04561,0.07051,0.03952,0.20891,0,0.51811
A0A1P8APX5,AT1G04290.2,0.01728,0.21029,0.01108,0.62105,0.04639,0.65038,0.16438,1,0,0.16176,0.0038
A0A1P8ARC9,AT1G04300.5,0.46753,0.18831,0.46104,0.23377,0,0.70779,0.25325,1,0.38312,0.72727,0.64286
O22690,AT1G04340.1,0.38616,0.60395,0.47273,0.42808,0.69257,0.04703,0.03204,0.13974,0.04942,1,0
Q96524,AT1G04400.1,0.05243,0.00936,0.06554,0.00749,0,0.06742,0.21723,0.1367,1,0.43258,0.03745
P93819,AT1G04410.1,0.44066,0.13251,0.37378,0.08555,0.11016,0.00936,0.03278,0,1,0.00394,0.29475
Q8VZ23,AT1G04420.1,0.16025,0.15446,0.14272,0.27512,0.06667,0.95634,0.02879,1,0.04695,0.02488,0
Q940J9,AT1G04430.1,0.12934,1,0.20195,0.50982,0.89856,0.06104,0.0648,0.02585,0,0.00955,0.22333
P49690,AT1G04480.1,1,0.18177,0.686,0.1433,0.15958,0.03042,0,0.04811,0.00251,0.47561,0.23788
F4I5P3,AT1G04510.2,0.01106,0.0003,0.00959,0.0021,0,0.00378,0.00957,0.03654,0.18643,1,0.06988
Q8VZ31,AT1G04530.1,1,0.24683,0.68859,0.21485,0.19553,0.22631,0,0.25226,0.44176,0.16838,0.38926
Q1G3F4,AT1G04555.1,0.20741,0.93659,0.32171,0.59331,1,0.1059,0.17939,0.0678,0,0.09376,0.14116
F4I5Q5,AT1G04590.2,0.06129,0.07922,0.07538,0.22356,0.07483,0.52506,1,0.40029,0,0.07867,0.04629
Q8GS60,AT1G04620.1,0.02404,0.08346,0.08796,0.14875,0,0.93745,0.0647,1,0.01622,0.00176,0.01994
Q8RWA7,AT1G04630.1,0.06458,0.10312,0.06635,0.21408,0.08442,0.14988,1,0.12334,0.02047,0,0.00645
Q6AWV1,AT1G04635.1,0.92452,0.61724,1,0.48658,0.59099,0.00895,0,0.0358,0.01581,0.29535,0.27208
Q9SXP7,AT1G04640.1,0.01255,0.01929,0,0.14227,0.00112,0.34313,1,0.28608,0.06552,0.0348,0.01378
A0A1P8AVU0,AT1G04650.2,0.16398,0.05271,0.11786,0,0.07687,0.00293,0.07101,0.01391,0.46852,1,0.22182
O23016,AT1G04690.1,0.45919,0.10275,0.25833,0.10023,0.09581,0,0.00342,0.00509,0.16935,0.2745,1
Q8LF48,AT1G04710.1,0.04509,0.31503,0.02287,0.7762,0.07712,0.67266,0.2747,1,0.02498,0.05156,0
A0A1P8ASP2,AT1G04730.2,0.02729,0.03718,0.01835,0.03671,0.03482,0.01929,0,0.04847,0.08047,1,0.35059
Q9ZTW3,AT1G04750.1,1,0.44569,0.87525,0.41976,0.55805,0.10631,0.00086,0.22385,0.01037,0.24921,0
Q8GXW8,AT1G04780.1,1,0.76831,0.97845,0.62675,0.56801,0.07137,0,0.07215,0.29648,0.24061,0.63196
Q9MAT0,AT1G04810.1,0.57847,0.10544,0.47611,0.08523,0.10994,0,0.01307,0.01911,0.73861,0.1709,1
Q0WV25,AT1G04820.1,1,0.23971,0.73931,0.15052,0.21953,0.01372,0,0.01211,0.01251,0.33172,0.09847
Q9MAT3,AT1G04850.1,0.48438,0.12008,0.41082,0.09155,0.11859,0,0.00527,0.01028,1,0.48005,0.4307
Q8W4N3,AT1G04860.1,1,0.18735,0.66979,0.16071,0.21107,0,0.01171,0.01874,0.54596,0.58109,0.4195
Q9MAT5,AT1G04870.1,0.21325,0.06853,0.24635,0.04024,0.07138,0.00678,0.03726,0,1,0.01772,0.26589
Q94C90,AT1G04900.1,0.03082,0.07071,0.02885,0.21441,0.04644,0.34283,1,0.28797,0.01039,0.1121,0
Q8W486,AT1G04910.1,0.15115,1,0.18197,0.60577,0.78228,0.07343,0.05555,0.05144,0,0.06075,0.19212
F4I765,AT1G04945.3,0.05429,0.40499,0.04343,0.55917,0.13464,1,0,0.91748,0.02497,0.12595,0.0684
Q9MAU3,AT1G04950.1,0.0155,0.03291,0.01496,0.06038,0,0.0087,0.01061,0.03264,0.07153,1,0.23824
Q9MAU5,AT1G04970.1,0.02326,0,0.27132,0.55039,0.27132,0.6124,0.10078,0.96124,1,0.15504,0.60465
Q9MAU6,AT1G04980.1,0.60605,0.90095,0.71649,0.73549,1,0.09783,0.11735,0.04834,0,0.04746,0.0416
Q84JL8,AT1G04985.1,0.05156,0.09563,0.0329,0.30968,0.05504,0.54639,1,0.49452,0,0.09205,0.01329
Q94AD9,AT1G04990.1,1,0.60181,0.79984,0.5169,0.502,0.61618,0.16902,0.7844,0,0.49694,0.30343
Q06588,AT1G05010.1,0.23244,0.08863,0.22074,0.0786,0.02843,0.06522,0,0.06522,1,0.11037,0.99498
Q9ZVP0,AT1G05060.1,0.0547,0.09606,0.0567,0.29019,0.04003,0.59573,1,0.44563,0,0.16411,0.01201
Q94AB8,AT1G05070.1,0.10372,1,0.19862,0.47592,0.98836,0.04017,0.08251,0.01248,0.01647,0,0.30858
O23052,AT1G05150.1,1,0.57542,0.97414,0.43085,0.41384,0.03756,0.04154,0.01726,0,0.00939,0.02248
A8MRC7,AT1G05170.2,0.24154,0.89615,0.39615,0.62,1,0.13308,0.05538,0.10385,0,0.91077,0.06231
P42744,AT1G05180.1,0.08958,0.01963,0.08085,0.01383,0.02273,0.00172,0.00614,0.00113,1,0,0.1962
O23049,AT1G05190.1,0.02438,0.03166,0.01375,0.08305,0.00941,1,0.02606,0.96257,0,0.21036,0.02666
Q8LG56,AT1G05205.1,0.09695,0.17469,0.12661,0.38483,0.11154,0.42854,1,0.32097,0,0.00195,0.00796
O23047,AT1G05210.1,0.77031,0.87362,0.81545,0.70612,1,0.04313,0,0.01204,0.89368,0.52457,0.37914
Q8GXY6,AT1G05270.1,0.31374,0.63191,0.32652,0.91944,0.36314,0.68139,1,0.53954,0,0.07989,0.04992
F4I8Q1,AT1G05320.1,0.59412,0.24881,0.50373,0.23096,0.38712,0,0.26192,0.04,0.67345,1,0.32316
O23034,AT1G05350.1,1,0.02102,0.8717,0.07385,0.11806,0.13908,0,0.24582,0.36765,0.03019,0.79946
Q8LC42,AT1G05430.1,0.0434,0.06894,0.02437,0.28913,0.05308,0.51675,1,0.38994,0.00139,0.02855,0
Q8GYD9,AT1G05460.1,0.13777,0.03381,0.07888,0.2301,0,0.56161,1,0.49618,0.19847,0.30098,0.48746
Q8L706,AT1G05500.1,0.99545,0.82074,1,0.5652,0.68638,0.04152,0.03621,0.00303,0,0.0575,0.06024
Q8H0S3,AT1G05520.1,0.56085,0.13497,0.42671,0.13631,0.12896,0,0.04316,0.01219,1,0.91144,0.3182
Q9AUE0,AT1G05570.1,0.98317,1,0.95673,0.71154,0.63462,0.16587,0.19952,0.19471,0,0.08413,0.14904
Q9SYK0,AT1G05590.1,0.86411,0.29564,1,0.2666,0.50519,0,0.08714,0.00104,0.92635,0.1556,0.39419
Q8LAC4,AT1G05620.1,0.1951,0.05332,0.19402,0.0488,0.06524,0.01536,0.05173,0.01125,1,0,0.28243
Q8GWP6,AT1G05720.1,0.4497,0.78925,0.60614,0.58443,1,0.06141,0.05426,0.03193,0.00353,0.01436,0
Q5BQ23,AT1G05730.1,0.05787,0.07624,0.04623,0.20116,0.06032,0.23729,1,0.22076,0.0545,0,0.05726
Q9MA50,AT1G05750.1,0,0.0144,0.02104,0.22591,0.01993,1,0.15947,0.92691,0.0155,0.40089,0.02769
A0A1P8AP49,AT1G05785.4,0.80548,0.75921,1,0.50708,0.82342,0.05382,0.03022,0.03588,0,0.01511,0.05571
P0CB22,AT1G05830.1,0.11282,0.0359,0,0.05128,0,0.02393,0.02906,0.06838,0.03932,1,0.03077
Q9MA41,AT1G05850.1,0.26971,1,0.49991,0.474,0.91079,0.06283,0.10519,0.04052,0,0.00629,0.09044
Q9MA39,AT1G05870.1,0.49461,0.81357,0.7863,0.71338,1,0.11668,0.12365,0.06088,0,0.07292,0.07483
Q8L829,AT1G05890.1,0.40561,0.19983,0.38095,0.14201,0.16922,0.04762,0,0.09864,0.19898,1,0.81633
B9DFZ0,AT1G05900.1,0.031,0.02936,0,0.13866,0.01958,1,0.5677,0.91843,0.03263,0.31974,0.24633
F4IAE9,AT1G05910.1,0.02932,0.02202,0.02987,0.02728,0.03285,0.01163,0,0.04975,0.15899,1,0.2975
A0A1P8AU02,AT1G05940.3,0.89791,0.45209,1,0.27827,0.51545,0.03822,0.02592,0.01099,0.05524,0,0.71309
A0A1P8ANN5,AT1G05950.2,0.06446,0.01837,0.05676,0.0143,0.02233,0.01408,0.04246,0,1,0.02948,0.1793
F4IAF6,AT1G05960.2,0.98779,0.47038,1,0.3558,0.39198,0.00954,0.0071,0.00313,0.00328,0,0.02794
Q9LNE6,AT1G06000.1,0.133,0.05298,0.10635,0.05049,0.04987,0.02883,0.0408,0,1,0.03623,0.25525
Q84R19,AT1G06010.1,0.0084,0.00236,0.06913,0.29924,0,0.91197,1,0.84638,0.01444,0.09384,0.02911
A0A1P8AV86,AT1G06060.2,0.17056,0.04894,0.20439,0.03994,0.0421,0.00756,0.02951,0,1,0.12666,0.36164
Q9LNE0,AT1G06070.1,0.33412,0.10953,0.31159,0.1032,0.1036,0,0.06366,0.06089,0.49862,0.22143,1
Q9LND7,AT1G06110.1,0.17727,0.00412,0.14723,0,0.00294,0.21908,0.06655,0.17314,1,0.18669,0.21614
Q8LDW8,AT1G06130.1,0.04431,0.05911,0.03281,0.20893,0.04841,0.49104,1,0.42871,0.03606,0.01907,0
A0A1P8AM12,AT1G06190.5,0.01128,0.00005,0.00876,0.03218,0,0.94309,0.06264,1,0.00682,0.26037,0.02234
Q8W476,AT1G06200.1,0.03473,0.07816,0.01872,0.27934,0.04899,0.35064,1,0.31047,0.00773,0.07011,0
Q9LNC6,AT1G06210.1,1,0.24038,0.72838,0.22419,0.23467,0.12533,0,0.14895,0.6581,0.37771,0.13638
Q9LNC5,AT1G06220.1,0.04065,0.01167,0.02627,0.0114,0.01158,0,0.00487,0.03608,0.25278,1,0.5594
Q9LNC4,AT1G06230.1,0.04417,0.0308,0.04446,0.0401,0.02616,0,0.0279,0.02935,0.1703,1,0.09881
Q8H109,AT1G06240.1,0.04801,0.0732,0.04172,0.27863,0.05116,0.90555,1,0.78434,0,0.05824,0.00039
P0CZ23,AT1G06290.1,0.03789,0.31959,0.0148,0.72634,0.0626,0.68125,0.22123,1,0.01824,0.07631,0
