ID1,ID2,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10
cRAP051,cRAP051,0.00546,0.00905,0.09916,0.00809,0.00983,0.01062,0.04268,0,1,0.00324
cRAP050,cRAP050,0.00859,0.00108,0.19768,0.00488,0.01549,0.00767,0.03957,0,1,0.00627
cRAP049,cRAP049,0.10828,0.03561,0,0.11192,0.125,0.02616,0.01744,0.04433,1,0.18023
cRAP046,cRAP046,0.00268,0.00115,0.0855,0.00658,0.00399,0.0013,0.03146,0,1,0.00163
cRAP045,cRAP045,0.05455,0.06679,0.04183,0.14829,0.11357,0.43429,0.265,0.13688,1,0
cRAP044,cRAP044,0,0.03374,0.00854,0.15136,0.03677,0.01845,0.03718,0.03292,1,0.00386
cRAP043,cRAP043,0.02197,0.01052,0.23981,0.01897,0.03061,0.27512,0.05972,0,1,0.01615
cRAP042,cRAP042,0.01242,0.05064,0.00825,0.11614,0.02957,0.03639,0.17605,0,1,0.00536
cRAP041,cRAP041,0.55105,0.98462,0.35341,0.57396,0.40766,0,0.06009,0.34827,1,0.12935
cRAP040,cRAP040,0.22777,1,0.06292,0.41261,0.21268,0.02692,0,0.17132,0.55243,0.01352
cRAP039,cRAP039,0.48699,1,0.22486,0.54143,0.45557,0.10137,0.0935,0.42867,0.79259,0
cRAP031,cRAP031,0.17647,0.14706,0,0.06863,1,0.21569,0.02941,0.11765,0.7549,0.77451
cRAP018,cRAP018,0.22578,0.43763,0.11359,0.24042,0.29895,0.11986,0.03484,0.08362,1,0
cRAP017,cRAP017,0.88649,0.32973,0.13514,0.26486,1,0,0.18378,0.28108,0.98919,0.28649
cRAP016,cRAP016,0.14405,0.50557,0.13083,0.07272,0.1517,0.31628,0.07203,1,0.15553,0
cRAP015,cRAP015,0.15219,0.99668,0.11152,0.06475,0.07054,0.89258,0.08684,1,0.177,0
cRAP014,cRAP014,0.19995,0.77824,0.12712,0.20817,0.12054,0.20024,0.11628,1,0.16255,0
cRAP013,cRAP013,0.15862,0.76969,0.15815,0.04059,0.06822,0.24262,0,1,0.12018,0.01269
cRAP002,cRAP002,0.14852,1,0.23432,0.63469,0.24954,0.20895,0.16836,0.15498,0.35378,0
P60620,ATMG01360.1,0.07115,0.02973,1,0.10507,0.07115,0,0.0013,0.1384,0.02915,0.03103
P92549,ATMG01190.1,0.00598,0.02123,1,0.38404,0.04194,0.00777,0.09475,0.43744,0.00854,0
Q04613,ATMG00640.1,0.06448,0.03196,1,0.34102,0.04877,0,0.04911,0.41883,0.03175,0.03555
P93313,ATMG00580.1,0.05521,0.0175,1,0.29845,0.03124,0,0.04423,0.37044,0.01259,0.02768
P93307,ATMG00520.1,0.51546,0,0.7732,0.76289,0.80412,0.8866,1,1,0.63918,0.16495
P93306,ATMG00510.1,0.00668,0.01164,1,0.6362,0.0413,0.01346,0.25892,0.74945,0.00159,0
O05000,ATMG00285.1,0.064,0.01873,1,0.37836,0.03979,0,0.03549,0.464,0.00902,0.03245
P60497,ATMG00270.1,0.05965,0.0152,1,0.33498,0.02989,0,0.04331,0.39311,0.00937,0.02799
P42793,ATMG00210.1,0.02158,0.02548,1,0.52447,0.0531,0,0.53406,0.54264,0.01751,0.00893
P93286,ATMG00180.1,0.06061,0,1,0.30401,0.03534,0.01197,0.0361,0.35132,0.00893,0.02812
P93285,ATMG00160.1,0.03749,0,1,0.1892,0.03459,0.00745,0.00231,0.24444,0.00574,0.00904
Q95749,ATMG00090.1,0.05587,0,1,0.22828,0.05637,0.03865,0.18395,0.3095,0.0064,0.02727
Q95747,ATMG00080.1,0.03709,0.00118,1,0.22487,0.05088,0,0.09836,0.27614,0.00069,0.0157
Q95748,ATMG00070.1,0.01121,0.02885,1,0.4233,0.04648,0.01108,0.18725,0.40978,0.012,0
P29388,ATMG00060.1,0.06326,0.01346,1,0.32523,0.03747,0,0.05162,0.4398,0.01337,0.02913
P56805,ATCG01120.1,0.00146,0.02999,0.00713,1,0,0.07105,0.4605,0.99995,0.05463,0.02448
P62090,ATCG01060.1,0.04601,0.00265,0.03489,0.97215,0.00639,0,0.18053,1,0.00062,0.00158
P61847,ATCG01020.1,0,0.02727,0.02142,0.98444,0.02075,0.22515,0.22086,1,0.01445,0.00304
P56785,ATCG01000.1,0.3345,0,0.10288,1,0.11305,0.01411,0.26694,0.80169,0.02772,0.20791
P62126,ATCG00905.1,0.00762,0.01346,0,1,0.02387,0.14154,0.50434,0.83987,0.01906,0.00276
P61841,ATCG00900.1,0.01286,0.06742,0.0095,1,0.04449,0.04728,0.51351,0.80116,0.08505,0
P56786,ATCG00860.1,0.311,0,0.07416,1,0.13025,0.02452,0.28563,0.87978,0.03589,0.19126
P61845,ATCG00840.1,0,0.00089,0.01402,0.9473,0.01632,0.03265,0.40649,1,0.01132,0.00231
P56791,ATCG00830.1,0.00007,0.02886,0.00165,1,0,0.13289,0.30939,0.97267,0.03309,0.00176
P56808,ATCG00820.1,0.01135,0.01724,0,1,0.02744,0.11622,0.56271,0.8029,0.04123,0.01839
P56795,ATCG00810.1,0.00445,0.01095,0.00507,1,0.01505,0.10321,0.58049,0.92809,0.01072,0
P56798,ATCG00800.1,0.03784,0.05829,0,1,0.11105,0.13987,0.76189,0.89732,0.06484,0.04459
P56793,ATCG00790.1,0.01042,0,0.00953,1,0.0153,0.03128,0.18985,0.97954,0.01125,0.01565
P56792,ATCG00780.1,0.00484,0.00431,0,1,0.02133,0.09962,0.46493,0.97887,0.0227,0.00411
P56801,ATCG00770.1,0.00341,0.02477,0.00034,1,0.02454,0.09776,0.73763,0.95853,0.02051,0
P56802,ATCG00750.1,0,0.01502,0.00493,1,0.02251,0.05913,0.50039,0.89932,0.01971,0.00546
P56762,ATCG00740.1,0,0.01441,0.01206,0.9677,0.0054,0.06287,0.4371,1,0.00683,0.00612
P56774,ATCG00730.1,0.1051,0.00422,0.08389,1,0.01639,0.03065,0.07298,0.85959,0,0.05658
P56773,ATCG00720.1,0.17947,0,0.49632,1,0.07266,0.04004,0.08198,0.96083,0.01762,0.083
P56780,ATCG00710.1,0.07607,0,0.05564,0.93733,0.01094,0.01857,0.1532,1,0.00007,0.05491
P56777,ATCG00680.1,0.09568,0,0.08791,0.97635,0.01537,0.05624,0.30308,1,0.00811,0.06855
P56772,ATCG00670.1,0.0263,0.00249,0.00783,0.89059,0.00068,0.12285,0.20057,1,0,0.03341
P56794,ATCG00660.1,0.02258,0,0.00985,1,0.05094,0.01791,0.58187,0.97324,0.01651,0.02477
P56807,ATCG00650.1,0.03804,0.02692,0,1,0.09232,0.05446,0.47377,0.87511,0.08885,0.02988
P56796,ATCG00640.1,0.11758,0.00319,0.24512,1,0.15903,0,0.33958,0.80709,0.06018,0.09326
P56779,ATCG00580.1,0.09546,0.00962,0.08658,1,0.00814,0,0.14681,0.9411,0.00503,0.03433
P60129,ATCG00560.1,0.20762,0,0.1233,1,0.11061,0.10426,0.23753,0.92656,0.12421,0.08069
P56771,ATCG00540.1,0.08702,0,0.07477,1,0.01803,0.01709,0.13772,0.91418,0.00067,0.04648
P56788,ATCG00520.1,0.07825,0,0.03878,1,0.02231,0.00972,0.17515,0.77119,0.01293,0.027
P56765,ATCG00500.1,0.01056,0,0.00863,1,0.00315,0.05901,0.49453,0.98682,0.00004,0.00145
O03042,ATCG00490.1,0.0244,0.03172,0.01917,0.87394,0,0.11953,0.03228,1,0.02535,0.02056
P19366,ATCG00480.1,0,0.02544,0.02779,0.90265,0.00064,0.05359,0.05409,1,0.01802,0.01657
P09468,ATCG00470.1,0.02438,0.02476,0.03723,0.93594,0,0.03661,0.06502,1,0.01598,0.02898
P56799,ATCG00380.1,0.00629,0.00072,0.02268,1,0.01792,0.0432,0.57998,0.95584,0.00089,0
P61843,ATCG00360.1,0.05713,0.09648,0.03802,0.87104,0.20023,0,0.33722,1,0.16603,0.03611
P56766,ATCG00350.1,0.07324,0,0.06696,1,0.01058,0.00218,0.12431,0.9187,0.00477,0.02931
P56767,ATCG00340.1,0.09259,0.00447,0.61158,0.98269,0.06463,0.01783,0.16087,1,0,0.06315
P56804,ATCG00330.1,0.00381,0.00661,0.01874,1,0,0.06291,0.40719,0.89198,0.02667,0.00023
P56778,ATCG00280.1,0.11098,0.02797,0.17348,0.94766,0.04564,0,0.23468,1,0.03574,0.04828
P56761,ATCG00270.1,0.06353,0.00208,0.07234,0.97489,0.00901,0.09948,0.17364,1,0,0.05179
P50546,ATCG00190.1,0,0.02611,0.02876,1,0.03559,0.07818,0.6677,0.92074,0.04651,0.01932
P56763,ATCG00180.1,0,0.0197,0.00359,1,0.02056,0.06862,0.52254,0.94489,0.02657,0.00248
P56764,ATCG00170.1,0,0.03686,0.01254,1,0.03475,0.10146,0.83562,0.91519,0.05094,0.00319
P56797,ATCG00160.1,0,0.02746,0.01053,1,0.02668,0.09397,0.82464,0.95693,0.0339,0.00404
P56758,ATCG00150.1,0.06859,0,0.06166,1,0.02051,0.01911,0.05172,0.87234,0.01113,0.03989
P56760,ATCG00140.1,0.0532,0,0.05241,1,0.01355,0.00091,0.05692,0.83371,0.00927,0.03541
P56759,ATCG00130.1,0.09262,0,0.07455,1,0.015,0.01536,0.03133,0.83733,0.00025,0.0463
P56757,ATCG00120.1,0.00038,0.02668,0.13821,0.90692,0,0.04172,0.09527,1,0.01877,0.00681
P56784,ATCG00040.1,0,0.08702,0.13563,0.86971,0.05299,0.0841,0.649,1,0.08508,0.00632
P83755,ATCG00020.1,0.29804,0.07346,0.08642,0.96795,0.65298,0,0.2912,1,0.22746,0.31485
Q9FJW0,AT5G67630.1,0.02972,0.24947,0,0.01225,0.09286,0.19097,1,0.00945,0.22018,0.02052
F4K567,AT5G67610.2,0.40774,0.04925,0.15256,0,0.5179,0.07244,1,0.12155,0.26753,0.40787
Q9FJW3,AT5G67600.1,0.60651,0.77748,0.07598,0,0.68792,0.17566,0.02307,0.01493,1,0.38263
Q9FJW4,AT5G67590.1,0.01692,0.07682,1,0.87272,0.05297,0.0545,0.44337,0.67991,0.05171,0
Q93Y31,AT5G67560.1,0.22268,1,0.06232,0.0664,0.37435,0,0.02529,0.05092,0.77005,0.14545
A0A1P8BDH2,AT5G67540.3,1,0.09532,0.08933,0.01561,0.86775,0,0.12098,0.06303,0.20076,0.99795
Q9FJX0,AT5G67530.1,0.01552,0.0409,0.00117,0.00613,0.049,0.05693,1,0,0.07736,0.00491
Q9FJX2,AT5G67510.1,0.23832,1,0.01078,0.12459,0.38257,0.6212,0.28386,0,0.76955,0.18814
Q9FJX3,AT5G67500.3,0.21957,0.05443,1,0.21105,0.14816,0,0.05349,0.2528,0.06255,0.13058
Q9FJX6,AT5G67470.1,0.35246,0.64182,0.09734,0.05143,0.62114,0,0.06965,0.03694,1,0.24443
O65351,AT5G67360.1,0.32539,0.13248,0.0874,0.25059,0.50728,0,1,0.37697,0.22028,0.2939
Q9FN18,AT5G67330.1,0.13747,1,0.08981,0.0722,0.28363,0,0.0378,0.04144,0.70263,0.10366
Q9FN19,AT5G67320.1,0.00521,0.01021,0.25794,0.06257,0.04022,0.01184,1,0.09636,0.02348,0
Q9FN21,AT5G67290.1,0,0.12979,0.10185,1,0.04416,0.08112,0.04619,0.94232,0.11244,0.01262
Q9FE83,AT5G67250.1,0,0.4,0.51429,0,0.77143,0,0,0,1,0
Q8RXK2,AT5G67240.1,0.0001,0.02343,0.00374,0.0081,0.03098,0.10427,1,0.0094,0.03781,0
Q9FH91,AT5G67220.1,0.02283,0.98159,0.19367,0.1134,0.33873,1,0,0.15685,0.85714,0.0162
Q9FH92,AT5G67210.1,0.25368,0.03336,0.03964,0.02513,0.25563,0,1,0.03336,0.07972,0.23722
Q93Y06,AT5G67200.1,0.53015,0.9435,0.09651,0.05119,0.58942,0,0.11219,0.06572,1,0.32526
F4K3M6,AT5G67170.1,0.12322,1,0,0,0.39336,0,0.33175,0,0.84834,0
Q9FH98,AT5G67150.1,0.10204,0.35446,0,0.09237,0.15575,1,0.12352,0.01611,0.32116,0.05156
Q93XX5,AT5G67130.1,0.71001,0.03484,0.03484,0.59323,1,0,0.23847,0.52208,0.44455,0.70069
Q9FHA3,AT5G67100.1,0,0.01449,0.00427,0.02357,0.03371,0.0816,1,0.02396,0.03518,0.00045
Q9FGC7,AT5G67030.1,0.04917,0,0.03397,1,0.02478,0.0477,0.04313,0.90348,0.01053,0.04599
Q8L9T9,AT5G66985.1,0.17565,0.02932,1,0.21824,0.12766,0,0.05174,0.27161,0.0565,0.11476
Q9FGD4,AT5G66960.1,0.07911,0.06062,0,0.01687,0.12974,1,0.15975,0.02152,0.09589,0.06871
Q9FGD5,AT5G66950.1,0.43344,0.67793,0.04816,0.07124,0.68428,0,0.37876,0.08696,1,0.30284
F4K265,AT5G66930.1,0.19891,0.70675,0.17589,0.01183,0.56764,0.87048,0.96482,0,1,0.10393
Q8LPS9,AT5G66920.1,0.19301,0.03052,0,0.0096,0.37934,0.12952,1,0.02908,0.19792,0.19215
Q9FKZ0,AT5G66910.1,0.12561,0.07244,1,0.11883,0.21966,0,0.10972,0.14933,0.14912,0.0699
A0A1P8BE24,AT5G66900.2,0.31579,0.62201,0.57416,0.01914,0.67943,0,0.77512,0.2823,1,0.28708
Q39193,AT5G66880.1,0.22635,1,0.02515,0,0.41437,0.8994,0.49102,0.02515,0.90778,0.15808
Q9FKZ4,AT5G66860.1,0.01111,0.04912,1,0.64856,0.06129,0.11115,0.63269,0.62975,0.04669,0
F4K250,AT5G66810.1,0.08268,0.87086,0,0.07516,0.22207,0.96789,1,0.13051,0.62829,0.07892
O82663,AT5G66760.1,0.01596,0.0554,1,0.62008,0.05344,0.01647,0.49077,0.52905,0.03587,0
Q9LVQ8,AT5G66720.1,0.01747,0.03597,0.25473,0.83157,0.01622,0.0601,0.04138,1,0.03202,0
Q944K2,AT5G66680.1,0.70056,0.1839,0.11273,0.03162,1,0,0.0642,0.07608,0.43254,0.64005
Q9FJX8,AT5G66620.1,0.47463,0.63433,0.06716,0,0.87463,0.14776,0.90448,0.03881,1,0.31642
P23321,AT5G66570.1,0.00709,0,0.00034,1,0.01368,0.00687,0.15913,0.89248,0.00404,0.01036
Q9FJY5,AT5G66540.1,0.00025,0.00398,0,0.0079,0.03724,0.14633,1,0.01207,0.02352,0.00184
Q9FJY6,AT5G66530.1,0.00822,0.0278,0,0.95498,0.00128,0.12715,0.02699,1,0.01985,0.01739
Q94AU7,AT5G66510.1,0.05912,0.01401,1,0.16576,0.05049,0,0.01521,0.1855,0.01396,0.01763
Q93ZY1,AT5G66480.1,0.16389,0.04786,1,0.25083,0.10088,0,0.13693,0.30445,0.06695,0.11845
Q8VZ74,AT5G66470.1,0,0.02182,0.01875,1,0.04159,0.0317,0.872,0.96148,0.06,0.0167
Q6NQL6,AT5G66450.1,0.3733,0.55272,0.40901,0.46003,1,0,0.15816,0.34524,0.99065,0.32908
Q9FJZ7,AT5G66420.2,0.0833,1,0,0.05687,0.25947,0.57224,0.59521,0.05627,0.77474,0.04609
Q8LCV1,AT5G66410.1,0.29873,1,0.00608,0.03031,0.55819,0.35646,0.80322,0,0.95969,0.18678
Q7XA87,AT5G66380.1,0.67265,0.10463,1,0.2003,0.56801,0,0.70852,0.30792,0.18685,0.73991
F4JZ68,AT5G66310.1,0,0.03278,0.00768,0.03998,0.01498,1,0.21148,0.01654,0.02267,0.00097
A0A1P8BC04,AT5G66290.2,0.11302,1,0,0.04753,0.28271,0.13379,0.26217,0.01863,0.75319,0.0525
Q9FKW4,AT5G66210.1,0.38212,0.56113,0.03951,0.02394,0.66205,0,0.08205,0.00527,1,0.26649
Q9FKW5,AT5G66200.1,0.25949,0.65685,0.04215,0.01226,0.58607,0.0858,0.28059,0,1,0.18354
Q9FKW6,AT5G66190.1,0.00073,0.01924,0.00442,0.97795,0,0.10326,0.28706,1,0.01874,0.01025
Q9M622,AT5G66160.1,0.50781,0.30208,0.00521,0.03646,1,0.63021,0.09115,0,0.60677,0.39323
O24616,AT5G66140.1,0.05015,0.86398,0.01726,0.01396,0.21331,1,0.5307,0,0.65058,0.01466
A0A1P8B9K3,AT5G66130.2,0.07182,0,0.11602,0.34807,0.09392,0.08287,1,0.42541,0.13812,0.20994
Q8VYV7,AT5G66120.1,0.01239,0.02093,0.01655,1,0,0.07519,0.04158,0.97013,0.01337,0.01547
Q8RWR2,AT5G66100.1,0.03517,0.40866,0,0.00645,0.13573,0.5954,1,0.01123,0.28656,0.01842
Q9FKX3,AT5G66090.1,0.0295,0.01676,0.02451,0.82487,0,0.15461,0.00024,1,0.02078,0.03213
F4JZ24,AT5G66060.1,0.88329,0.1468,0.12778,0.02347,1,0,0.12429,0.06989,0.38831,0.91172
Q39129,AT5G66040.1,0.56494,0.3402,0.03811,0,1,0.20088,0.08922,0.01877,0.52724,0.55152
Q8S2T0,AT5G66030.1,0.07228,0.5495,0,0.02549,0.173,1,0.98012,0.01835,0.42645,0.05607
Q9FKY5,AT5G65970.1,0.54408,0.15931,0.05661,0,1,0.0214,0.03533,0.0192,0.48686,0.57293
Q8VZ15,AT5G65960.1,0.06445,1,0.33214,0.03818,0.25444,0.19987,0.41523,0.07074,0.7276,0
F4JXM9,AT5G65950.1,0.03168,1,0,0.1207,0.29863,0.18727,0.88675,0.08355,0.83951,0.01471
Q9LKJ1,AT5G65940.1,0.07012,0.46118,0.15576,0.17404,0.13047,0.20969,1,0.19784,0.36953,0
F4JXM5,AT5G65930.3,0.92263,0.24735,0.12367,0.06153,1,0,0.5353,0.03599,0.62375,0.86741
Q9FHP0,AT5G65910.1,0.08729,1,0.25421,0.42879,0.43185,0,0.15314,0.41654,0.84074,0.18683
Q9SB89,AT5G65900.1,0.09894,0.07208,0,0.00384,0.18424,0.05205,1,0.00853,0.13321,0.0792
O49532,AT5G65860.2,0,0.42105,0,0,0.34211,0.84211,1,0,0.63158,0
Q8L5Y8,AT5G65840.1,0.02185,0.0113,0.01186,1,0.03081,0,0.08793,0.90796,0.05606,0.01633
Q0WPN7,AT5G65810.1,0.99557,0.0817,0.17845,0.06832,0.84075,0,0.07841,0.11305,0.17357,1
Q9FYA6,AT5G65780.1,0.01501,0.05381,0.03066,1,0,0.0693,0.05511,0.90581,0.04871,0.01738
Q9FLH0,AT5G65770.1,0.00483,0.00874,0,0.01121,0.03477,0.22774,1,0.01299,0.02706,0.00363
Q1JPM1,AT5G65760.1,0.04965,0.02602,0,0.00377,0.08621,1,0.01554,0.04662,0.05628,0.04608
Q9FLH2,AT5G65750.1,0.00825,0.01115,1,0.18799,0.05165,0.02049,0.12937,0.22604,0.00669,0
O49543,AT5G65720.1,0.00263,0.03751,1,0.56744,0.04777,0.04132,0.20824,0.61218,0.01809,0
O49545,AT5G65700.1,0.55063,0.65978,0.14451,0.09537,0.96106,0,0.03358,0.15213,1,0.42619
Q6NMN6,AT5G65687.1,0.54993,0.83763,0.15074,0.09616,0.7009,0,0.05774,0.08946,1,0.40235
A0A1P8B9B0,AT5G65685.10,0.04622,0.14706,0,1,0.06303,0.22269,0.48319,0.7605,0.03361,0.02101
Q9LSK9,AT5G65660.1,0.54784,0.37048,0.1271,0.05363,1,0,0.07523,0.05398,0.75269,0.50166
Q8LFK6,AT5G65650.1,0.97327,0.25494,0.10461,0,0.92658,0.03425,0.02062,0.01898,0.26792,1
Q94AM1,AT5G65620.1,0.09725,0.30969,0.06926,1,0.29518,0.64196,0,0.9055,0.31162,0.10738
Q9LSL9,AT5G65560.1,0.01826,0.03487,1,0.29212,0.04406,0.0094,0.15896,0.35181,0.02722,0
Q9LSM3,AT5G65520.1,0.6711,0.1771,0.0729,0.20283,1,0,0.04202,0.12693,0.50214,0.6934
Q9LSM5,AT5G65490.1,0.14545,1,0.01591,0.02727,0.35568,0.06364,0.39659,0,0.87841,0.08068
Q0WUZ5,AT5G65470.1,0.88747,0.12892,0.12591,0.00867,1,0,0.08775,0.05751,0.32701,0.85882
A0A1P8BDP7,AT5G65460.3,0.12727,0.99158,0,0.04932,0.43179,0.44799,0.98446,0.04607,1,0.08559
A0A1P8BGK1,AT5G65440.5,0.33553,0.67677,0.05005,0.03462,0.53336,0,0.07287,0.01914,1,0.20703
P48348,AT5G65430.1,0.20611,1,0,0.05005,0.44881,0.64603,0.4312,0.03339,0.95587,0.10967
Q9FKP8,AT5G65410.1,0,0,0,0,0,0,1,0,0.12258,0
Q9FKQ7,AT5G65300.1,0.27184,0.73786,1,0.28155,0.58738,0.74757,0.29126,0.30583,0.91748,0
Q9FKQ8,AT5G65290.1,0.14317,0.15051,0,0.03893,1,0.00241,0.0749,0.04966,0.8738,0.16436
Q9FJN8,AT5G65270.1,0.52022,0.51776,0.07844,0,1,0.02222,0.02609,0.00517,0.82157,0.48845
Q9FJN9,AT5G65260.1,0.02373,0.19225,0.02615,0,0.13317,0.09007,1,0.00533,0.154,0.0276
Q9FJP0,AT5G65250.1,0.2318,0,0.04637,1,0.08481,0.03233,0.14577,0.67313,0.02362,0.18098
C0LGX1,AT5G65240.1,0.44141,0.8747,0.07376,0.0848,0.53279,0,0.13305,0.08663,1,0.29856
Q9FJP3,AT5G65220.1,0,0.02637,0.02516,1,0.01334,0.10751,0.21609,0.82985,0.01769,0.00188
Q8RXW8,AT5G65207.1,0.06253,0.02582,1,0.06477,0.03541,0,0.0013,0.12376,0.02271,0.02522
Q9FJP7,AT5G65180.1,0.00568,0.0175,0,0.01159,0.02015,1,0.11351,0.05594,0.02458,0.00583
F4KGI8,AT5G65110.2,0.03321,0.10169,0.04928,0.06939,0.06429,0.12049,1,0.14692,0.09972,0
Q66GQ6,AT5G65090.1,0.75811,0.18649,0.18243,0.41351,1,0,0.27027,0.65541,0.52432,0.82297
Q9XEE2,AT5G65020.1,0.08509,0.51385,0,0.0271,0.20962,1,0.04694,0.01747,0.43524,0.05871
Q9LV77,AT5G65010.1,0.24216,0.50951,0.03043,0.00507,0.38431,1,0.2626,0,0.5271,0.26799
Q8LES0,AT5G65000.1,0.68381,0.27431,0.11435,0.09838,1,0,0.12717,0.1805,0.53322,0.6632
Q9LV79,AT5G64990.1,0.67946,0.83917,0.0241,0,0.97997,0.50574,0.30163,0.00112,1,0.57957
A0A1P8BDC8,AT5G64970.3,0.0332,0.15781,0,0.7334,0.06997,0.27886,1,0.52145,0.1716,0.03115
Q8W4P1,AT5G64960.1,0.00213,0.01111,0.00219,0.00446,0.04355,0.18437,1,0.00717,0.03943,0
Q9LV83,AT5G64950.1,0.17971,0.12726,1,0.15133,0.3405,0,0.14445,0.14531,0.16337,0.13156
Q93Y08,AT5G64940.1,0.09653,0,0.04016,1,0.04781,0.00784,0.22581,0.79666,0.0202,0.05375
Q9LV85,AT5G64930.1,0.55347,0.09393,0.12283,0,1,0.04913,0.09827,0.00723,0.51445,0.57803
Q9LV89,AT5G64880.1,0.15637,1,0.10822,0.08385,0.42153,0.08952,0.09178,0,0.70425,0.18697
Q9LV90,AT5G64870.1,0.53387,0.89065,0.13532,0.07155,0.56212,0,0.01977,0.10026,1,0.32662
Q9LV91,AT5G64860.1,0.00126,0.01733,0.01869,0.9781,0.01321,0.12328,0.14138,1,0.02375,0
Q9LV93,AT5G64840.1,0.17995,0.35371,0.48935,1,0.4478,0,0.32109,0.98077,0.58929,0.14766
Q9LV94,AT5G64830.1,0.31928,1,0.01938,0.05279,0.33775,0,0.25859,0.04224,0.97362,0.0739
Q8L8Q8,AT5G64816.1,0.56999,0.05529,0.27646,1,0.24275,0,0.29342,0.94193,0.09938,0.33628
Q9C5J9,AT5G64813.1,0.87376,0.56926,0.16074,0.01228,1,0,0.5988,0.02927,0.70727,0.80502
Q8VWK0,AT5G64760.1,0.00316,0.1336,0.01179,0.02311,0.03313,1,0.10201,0.09939,0.10409,0
Q94JQ6,AT5G64740.1,0.63516,0.29592,0.08198,0.03046,1,0,0.09317,0.05721,0.60629,0.60132
Q94AH2,AT5G64730.1,0.00191,0.00238,0.02336,0.02598,0.03622,0.2867,1,0.00572,0.00548,0
F4KF27,AT5G64680.1,0,0.0375,0.00163,0.16467,0.0413,0.0125,1,0.1087,0.08098,0.01359
Q9FLF3,AT5G64670.1,0.01588,0.01274,1,0.21592,0.03276,0.00669,0.09606,0.21897,0.00601,0
Q1ECK2,AT5G64650.1,0.02105,0.00707,1,0.24334,0.03979,0.04505,0.17807,0.25781,0.00723,0
Q8L7Q7,AT5G64640.1,0.52446,0.32677,0.07405,0.0034,1,0,0.03736,0.02174,0.54076,0.4572
F4KF16,AT5G64600.1,0.83325,0.10139,0.12226,0.01373,1,0,0.12019,0.05334,0.31857,0.87507
F4KF14,AT5G64580.1,0.2718,0,0.19533,1,0.11377,0.02069,0.34493,0.83074,0.02495,0.18033
Q9FLG1,AT5G64570.1,0.73016,0.06349,0.03704,0.03704,0.66667,1,0.42857,0,0.52381,0.5291
Q5BPE9,AT5G64540.1,0.72059,0.54412,0,0.09559,1,0.67647,0.27206,0.13235,0.69853,0.93382
Q84JN2,AT5G64510.1,0.39976,0.21698,0,0.13208,1,0.03066,0.13797,0.13443,0.42335,0.40448
