ID1,ID2,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11
Q9FZ29,AT1G02310.1,0.51337,0.79448,0.76141,0.86653,1,0.14959,0.06927,0.02793,0,0.05037,0.12242
F4HVZ5,AT1G02330.1,0.01582,0.00475,0.09652,0,0.00791,0.00791,0.00791,0.1693,0.00158,1,0
Q9FZ27,AT1G02335.1,0.01931,0.03145,0.01655,0.06234,0.05269,0,0.0011,0.0331,0.00717,1,0.00496
Q9FZ24,AT1G02370.1,0.02004,0,0.00441,0.13862,0.05843,1,0.95087,0.01098,0.00669,0.0555,0.54314
Q8GWR0,AT1G02410.1,0,0.03755,0,0.16206,0.06522,0.61067,1,0.04743,0.02767,0,0.24901
A0A1P8ARH7,AT1G02430.2,0.52095,0.46159,0.27095,0.37884,0.42877,0.14735,0.01571,0.35615,1,0,0.05971
Q94K52,AT1G02475.1,0.06913,0,0.07595,0.14167,0.05501,1,0.13681,0.02872,0.05161,0.111,0.99513
P23686,AT1G02500.1,0.22961,0.00588,0.14451,0.02142,0.03059,0.06902,0.09224,0.27355,0,1,0.00222
Q9FWX6,AT1G02510.1,0.00333,0.00125,0.03626,0.02292,0,0.09794,0.03376,0.1517,0.15482,1,0.06126
Q9FWX7,AT1G02520.1,1,0.60731,0.8598,0.81628,0.76964,0.18001,0.14416,0.04828,0,0.07053,0.094
Q9FWX8,AT1G02530.1,0.14714,0.03678,0.14305,0.02861,0.03815,0.03542,0.02861,0.3079,1,0.48365,0
Q9S834,AT1G02560.1,0.05848,0.05384,0.05511,0.5524,0.24624,1,0.08435,0.01448,0,0.02426,0.87525
Q94KD8,AT1G02640.1,0.23256,0.15615,0.24585,0.16999,0.17829,0.00277,0.03433,0.02381,0,1,0.00277
Q6NQH4,AT1G02680.1,0,0,0,0,0,0,0.04878,0.49695,0.07317,1,0
F4HXL3,AT1G02690.2,0.59295,0,0.67671,0.21822,0.16312,0.13299,0.05731,0.16532,0.4291,1,0.08523
Q3EDK2,AT1G02710.1,0.07839,0.07839,0.07415,0.52331,0.4428,0.67797,0.06356,0.08051,0,0.04449,1
Q9SRW9,AT1G02730.1,0.50043,1,0.53599,0.74935,0.98526,0.21422,0.11882,0.17259,0,0.35906,0.30442
Q9SRX2,AT1G02780.1,1,0.48325,0.84873,0.45762,0.47264,0.06759,0,0.49088,0.0242,0.89474,0.03791
Q9SRX5,AT1G02816.1,0.24674,0.27023,0.19601,0.16822,0.24618,0.00597,0,0.27658,1,0.02294,0.02294
Q9SRX7,AT1G02830.1,0.6354,0.22437,0.40909,0.33462,0.3675,0.14507,0,1,0.19149,0.54932,0.10638
O22315,AT1G02840.1,0.00096,0,0.00462,0.02426,0.02156,0.00751,0.02792,0.19696,0.68964,1,0.02676
B3H5Q1,AT1G02850.1,0.30922,1,0.41378,0.69921,0.84093,0.15362,0.03072,0.01189,0.03518,0,0.16254
Q8RWK5,AT1G02870.1,0.02374,0.01187,0.0205,0.0223,0,0.03885,0.05683,0.76763,0.25,1,0.0295
F4HZ82,AT1G02890.1,0.01778,0,0.00221,0.00046,0.00697,0.01023,0.0114,0.21253,0.27701,1,0.00085
Q9SRY4,AT1G02910.1,0.08379,0.02526,0.03852,0.10805,0.07429,0.80315,0.0928,0,0.03377,0.05728,1
P42760,AT1G02930.1,1,0.18784,0.67991,0.22397,0.26388,0.0225,0.03181,0.33793,0.7231,0.03103,0
Q9SRZ0,AT1G02980.1,0.10404,0,0.09836,0.40458,0.16641,0.82421,0.50211,0.46696,0.6144,1,0.97165
Q500U9,AT1G03030.1,0.0213,0,0.02347,0.20451,0.0582,0.88948,0.04783,0.05054,0.15341,0.06597,1
A0A1P8AT16,AT1G03060.4,0.74271,0.03622,0.33472,0.15362,0.24396,0.14363,0.13489,0.90799,1,0.55412,0
F4HZB5,AT1G03080.1,0.92633,0.61236,1,0.50753,0.54452,0.03784,0.02343,0.0971,0.3711,0.16684,0
Q42523,AT1G03090.1,0.02211,0,0.01271,0.11201,0.05704,0.50875,1,0.03143,0.04037,0.04386,0.22424
Q9SA60,AT1G03100.1,0.11859,0.02037,0.12841,0.17679,0.11022,0.56348,1,0,0.07821,0.02619,0.23572
Q93WD7,AT1G03110.1,0.10905,0,0.06196,0.02313,0.0095,0.04523,0.01962,0.20777,1,0.03139,0.01219
Q9SA55,AT1G03140.1,0.00965,0.01184,0.01338,0.00129,0,0,0.01531,0.17653,0.10757,1,0
Q8LGI8,AT1G03150.1,0.3574,0.06279,0.25013,0.06593,0.07169,0.0157,0,0.82208,0.98639,1,0.00733
Q1KPV0,AT1G03160.1,0.0326,0,0.01642,0.10484,0.04087,0.75675,0.03296,0.03916,0.02627,0.0045,1
Q8W4M7,AT1G03190.1,0.0261,0.04564,0.03209,0.05536,0.03796,0.02779,0,0.60377,0.25929,1,0.01254
Q9ZVS4,AT1G03220.1,0.29133,1,0.36553,0.61083,0.87089,0.05433,0.03043,0.18327,0.49346,0.06028,0
Q9ZVS5,AT1G03230.1,0.27865,1,0.50521,0.66667,0.97917,0.26563,0.34635,0,0.05208,0.15625,0.05208
Q6NMJ6,AT1G03260.1,0.40898,1,0.49291,0.60165,0.75177,0.13239,0,0.67376,0.89125,0.15485,0.60993
Q93ZW3,AT1G03280.1,0.02957,0.00329,0,0.15663,0.06188,0.35104,0.00821,0.39485,0.25027,1,0.41457
Q8L735,AT1G03310.1,0.05272,0.78574,0.10839,0.64656,1,0.50696,0.25474,0.17798,0,0.18305,0.48334
Q1H595,AT1G03330.1,0.18123,0.02754,0.11351,0.03544,0.04754,0,0.02316,0.35561,1,0.7693,0.01
Q9ZVT6,AT1G03350.1,0.35714,0.75,0.25,0.51984,0.72619,0.06546,0,0.6746,1,0.24603,0.05891
Q9ZVT7,AT1G03360.1,0.07214,0.01451,0.06078,0.03532,0.03025,0.01218,0.01725,0.22341,0.41958,1,0
Q9ZVT9,AT1G03370.1,0.42991,1,0.51258,0.67224,0.71523,0.12769,0.09572,0.04979,0,0.10031,0.06375
Q8GUL1,AT1G03380.1,1,0.29314,0.67612,0.46809,0.48227,0.2695,0.1253,0,0.07092,0.32151,0.27187
Q8L9T7,AT1G03430.1,0.18471,0.06408,0.12009,0.07647,0.07108,0.03285,0.12978,0.16747,1,0.03231,0
Q9LR75,AT1G03475.1,0.02704,0,0.0048,0.20582,0.06706,0.81539,0.04547,0.10114,0.14716,0.05316,1
Q9LR65,AT1G03590.1,1,0.37724,0.76423,0.42764,0.46829,0.11707,0.2439,0.34146,0.53496,0,0.03089
Q9LR64,AT1G03600.1,0.01145,0,0.01268,0.07366,0.01285,0.90352,0.00866,0.01065,0.01978,0.09365,1
O48741,AT1G03630.1,0.03367,0,0.0101,0.117,0.04125,0.91204,0.05219,0.0564,0.03788,0.13047,1
O48737,AT1G03680.1,0.02596,0,0.01552,0.13285,0.03542,0.90223,0.01406,0.03751,0.05491,0.02797,1
F4I2H4,AT1G03770.2,0.01952,0.03996,0.04182,0.04833,0.03346,0,0.01208,0.27138,0.22491,1,0.00093
Q9ZWA4,AT1G03820.1,0.20172,0.99571,0.45494,0.71245,1,0.1588,0.21888,0.78541,0.04496,0,0.01803
F4I2I5,AT1G03830.2,0.13962,0.00151,0.13434,0.08528,0.03396,0.05962,0.37057,0.14189,0.16,1,0
Q9ZNT7,AT1G03860.1,0.02856,0.01285,0.00467,0.16728,0.08207,0.41456,1,0,0.00749,0.02893,0.18073
Q9ZWA8,AT1G03870.1,1,0.58698,0.94368,0.70588,0.72591,0.08761,0.102,0.03692,0,0.03004,0.07071
Q681Q7,AT1G03900.1,0.72475,0.18421,0.57326,0.2091,0.3037,0.00853,0.02418,0.28307,1,0.27809,0
F4I2J8,AT1G03910.1,0,0.01699,0.0038,0.02769,0.02896,0.01308,0.02543,0.26013,0.17241,1,0.00828
P42777,AT1G03970.1,0.10894,0,0.11732,0.24581,0.08101,0.10615,0.04749,0.50559,0.36872,1,0.06145
Q4VCM1,AT1G04010.1,0.45061,1,0.45182,0.8081,0.91822,0.20324,0.12713,0.09352,0,0.10931,0.09474
Q9ZWC4,AT1G04040.1,0.14088,0.29556,0.09212,1,0.7212,0.58731,0.18532,0.03097,0,0.06317,0.97898
Q93ZR3,AT1G04080.1,0.00701,0.01292,0.00891,0,0.00265,0.00291,0.02443,0.14133,0.81806,1,0.00384
Q7GB25,AT1G04120.1,1,0.34822,0.81901,0.42353,0.40691,0.09997,0.07634,0.29083,0.04233,0,0.02778
F4I456,AT1G04130.1,0.13949,0.02223,0.09715,0.02108,0.03372,0.00307,0,0.43744,1,0.9841,0.01571
O64492,AT1G04150.1,0.36597,0.53341,0.36791,0.89277,1,0.1826,0.09169,0,0.00622,0.0066,0.19386
A0A1P8ARX4,AT1G04160.2,0.76078,0.1451,1,0.51373,0.42353,0.38431,0.20392,0,0.05882,0.69804,0.31373
O64490,AT1G04170.1,0.32363,0.0797,0.21341,0.09808,0.10052,0.02778,0,1,0.3819,0.52756,0.00998
Q8RXN1,AT1G04190.1,0.26009,0,0.24852,0.06849,0.04068,0.06029,0.03281,0.24893,0.48466,1,0.04634
Q8RWV1,AT1G04200.1,0.05304,0.07995,0.01131,0.14431,0.24298,0.12715,0.45086,0.46568,1,0.50273,0
P93829,AT1G04260.1,0.21971,1,0.5095,0.25297,0.44062,0.16271,0,0.36342,0.22684,0.019,0.28741
Q08112,AT1G04270.1,0.21309,0.10953,0.08557,0.09136,0.0959,0.0262,0.0374,1,0.35232,0.13505,0
A0A1P8APX5,AT1G04290.2,0.0383,0.05459,0.01056,0.77734,0.3041,1,0.18525,0.03079,0,0.27117,0.99499
O22690,AT1G04340.1,0.39327,1,0.51069,0.6926,0.75815,0.24956,0.19874,0.06555,0,0.1402,0.11987
P93819,AT1G04410.1,0.20523,0.0472,0.15343,0.06423,0.06644,0.0043,0.03836,0.23152,1,0,0.02742
Q8VZ23,AT1G04420.1,0.05181,0,0.04523,0.17681,0.07237,0.6949,0.05674,0.10526,0.27549,0.02714,1
Q940J9,AT1G04430.1,0.06551,0.77389,0.11328,0.62616,1,0.07257,0.07435,0.13353,0,0.02122,0.00913
Q5XF24,AT1G04440.1,0.48902,0.25769,0.22914,0.20425,0.33675,0.0183,0,0.80381,0.33016,1,0.02928
P49690,AT1G04480.1,1,0.18406,0.70908,0.18306,0.20639,0.01761,0.00103,0.29144,0.00027,0.60888,0
F4I5P3,AT1G04510.2,0.00925,0.00675,0.01556,0.01765,0.01803,0.01258,0.01827,0.05304,0.08884,1,0
Q8VZ31,AT1G04530.1,0.38099,0.07148,0.35974,0.14838,0.09892,0.01662,0.08539,0.24111,1,0.25541,0
Q1G3F4,AT1G04555.1,0.12356,1,0.17319,0.63468,0.93348,0.08814,0.0729,0.10811,0,0.05951,0.03171
F4I5Q5,AT1G04590.2,0.01497,0.00772,0.01373,0.14766,0.06587,0.6387,1,0.00658,0,0.06292,0.27979
Q8GS60,AT1G04620.1,0,0.0036,0.02811,0.13174,0.06048,0.86303,0.05492,0.08532,0.04381,0.08892,1
Q8RWA7,AT1G04630.1,0.01722,0,0.02158,0.18962,0.07633,0.89945,1,0.01607,0.01917,0.04511,0.38843
Q6AWV1,AT1G04635.1,0,0.00038,0.01184,0.0233,0.01261,0.03649,0.04183,0.68921,0.15282,1,0.01891
Q9SXP7,AT1G04640.1,0.01715,0,0.00237,0.10059,0.05298,0.45444,1,0.04102,0.08338,0.01299,0.22863
A0A1P8AVU0,AT1G04650.2,0.12081,0.10067,0.18792,0.22819,0.11409,0,0,0.26846,0.18121,1,0.1745
Q940Q1,AT1G04680.1,1,0.60433,0.62942,0.60661,0.72178,0.29076,0.19726,0.66591,0,0.48119,0.26112
O23016,AT1G04690.1,0.3494,0.08615,0.33989,0.13309,0.13376,0.02391,0,1,0.17773,0.3103,0.00167
Q8LF48,AT1G04710.1,0.02621,0.05728,0.0108,0.88606,0.36922,1,0.21251,0.00285,0,0.05999,0.84496
A0A1P8ASP2,AT1G04730.2,0,0.07177,0,0,0,0,0,0.39234,0.15789,1,0
Q9ZTW3,AT1G04750.1,1,0.77739,0.97008,0.50315,0.5842,0.03159,0.02358,0.05924,0.03138,0.00035,0
Q8GXW8,AT1G04780.1,0.95663,0.72574,0.90488,0.93151,1,0.12961,0.07979,0.27597,0,0.10944,0.01977
Q9MAT0,AT1G04810.1,0.47044,0.07433,0.32302,0.087,0.08578,0.00703,0.01697,1,0.68946,0.34892,0
Q0WV25,AT1G04820.1,1,0.24856,0.72675,0.2411,0.32262,0.05052,0.03444,0.20896,0.04133,0.32377,0
Q9MAT3,AT1G04850.1,0.58245,0.11028,0.42748,0.14711,0.16594,0.00331,0.04076,0.36644,1,0.60004,0
Q8W4N3,AT1G04860.1,0.63125,0.28523,0.44421,0.20139,0.20913,0.03547,0,1,0.37036,0.50145,0.00532
Q9MAT5,AT1G04870.1,0.31844,0.02145,0.4153,0.06546,0.07497,0,0.01703,0.23706,1,0.03693,0.01172
Q94C90,AT1G04900.1,0.00495,0.0015,0,0.08554,0.05184,0.41919,1,0.02017,0.02835,0.07484,0.21413
Q8W486,AT1G04910.1,0.07928,0.78626,0.12797,0.59514,1,0.07561,0.08098,0.26093,0,0.07742,0.04172
Q9MAU3,AT1G04950.1,0.02448,0.05544,0.03701,0.04446,0.04995,0.01773,0.03321,0.36541,0.10483,1,0
Q9MAU6,AT1G04980.1,0.46892,1,0.57473,0.9613,0.97725,0.1472,0.10129,0.04942,0,0.0948,0.04811
Q84JL8,AT1G04985.1,0.03002,0,0.01119,0.18367,0.0668,0.70843,1,0.01795,0.00122,0.08452,0.37122
Q94AD9,AT1G04990.1,1,0.40294,0.62941,0.53824,0.57353,0.38529,0.62647,0.42647,0,0.88824,0.22941
Q06588,AT1G05010.1,0.15118,0.01443,0.06405,0.01962,0,0.02424,0.01269,0.67398,1,0.00404,0.04039
Q0WVE9,AT1G05030.1,0,0,0,0,0,0,0,0,0,0,1
Q94AB8,AT1G05070.1,0.07632,0.82422,0.13788,0.56843,1,0.07161,0.10913,0.21661,0.00636,0.01183,0
A0A1P8AV76,AT1G05087.1,0.44057,0.04736,0.29151,0.12264,0.11038,0.01849,0,0.54528,1,0.49472,0.00264
O23052,AT1G05150.1,1,0.5266,0.84656,0.65278,0.67668,0.07717,0.08152,0.02634,0,0.0248,0.03572
P42744,AT1G05180.1,0.08159,0.00341,0.02389,0.01067,0.00503,0.01495,0,0.21287,1,0.0067,0.00726
O23049,AT1G05190.1,0.02079,0,0.01363,0.09828,0.0261,0.91581,0.0306,0.07287,0.07587,0.27266,1
Q8GXJ4,AT1G05200.1,0.4863,0.99315,0.54795,0.92466,1,0,0.13699,0.17808,0,0.11644,0
Q8LG56,AT1G05205.1,0.03228,0.02055,0.00274,0.16156,0.08827,0.45342,1,0,0.00505,0.00428,0.20762
O23047,AT1G05210.1,0.37428,1,0.4569,0.69612,0.76509,0.06178,0,0.12931,0.05244,0.13865,0.01437
Q8GXY6,AT1G05270.1,0.16881,0.33987,0.21182,0.7935,0.61061,0.62903,1,0.01212,0.01877,0,0.26401
F4I8Q1,AT1G05320.1,0.92344,0.45628,1,0.62896,0.5165,0.08523,0.05036,0,0.44624,0.17965,0.00374
O23034,AT1G05350.1,1,0.47956,0.77752,0.30818,0.33412,0,0.00314,0.39387,0.07075,0.00472,0.00865
Q8LC42,AT1G05430.1,0.03635,0.05082,0.02486,0.15002,0.07192,0.52209,1,0.00464,0,0.0496,0.25541
Q8L706,AT1G05500.1,0.96326,0.86703,0.9605,1,0.94612,0.16409,0.17798,0.01566,0,0.11691,0.04156
Q8H0S3,AT1G05520.1,0.3993,0.05655,0.24699,0.09742,0.09883,0.00721,0,0.17552,0.65799,1,0.00539
A0A1P8AP70,AT1G05560.2,0.18878,0,0.19388,0.08673,0,0,0,0.30612,1,0,0
Q9AUE0,AT1G05570.1,0.60019,0.52647,0.52268,0.84972,1,0.33648,0,0.10586,0.14272,0.06238,0.13705
Q9SYK0,AT1G05590.1,0.15282,0.53083,0.68097,0.92761,0.82842,0.75603,1,0.04558,0,0.40483,0.08311
Q8LAC4,AT1G05620.1,0.15256,0,0.09563,0.05293,0.03402,0.22677,0.36693,0.2059,1,0.01389,0.14036
Q8GWP6,AT1G05720.1,0.36186,1,0.57202,0.86019,0.93058,0.14089,0.08347,0.00581,0,0.01184,0.05403
Q5BQ23,AT1G05730.1,0.01543,0.02728,0.01279,0.10497,0.05944,0.33935,1,0.02558,0.04007,0,0.08371
P0CB22,AT1G05830.1,0.19162,0.39521,0.17365,0.55689,0.23353,0.22754,0.17964,0.21557,0,1,0.13772
Q9MA41,AT1G05850.1,0.18694,0.84082,0.22858,0.59134,1,0.04649,0.04187,0.07866,0.12485,0.00784,0
Q9MA39,AT1G05870.1,0.41489,1,0.47447,0.88723,0.89489,0.14213,0.09574,0.05021,0,0.05234,0.04085
Q8L829,AT1G05890.1,0.26372,0.12212,0.34336,0.09735,0.15221,0.00708,0.06549,0.7115,0.09204,1,0
F4IAE9,AT1G05910.1,0.03342,0.01358,0.04074,0.05097,0.03192,0.02434,0,0.26058,0.17328,1,0.01429
A0A1P8AU02,AT1G05940.3,1,0.57897,0.63575,0.36391,0.45833,0.0494,0.11996,0.50302,0.06048,0.07829,0
F4IAF6,AT1G05960.2,1,0.48808,0.94417,0.55364,0.52384,0.05035,0.04266,0.05238,0.01082,0.12202,0
Q9LNE6,AT1G06000.1,0.0822,0.01016,0.07897,0.01963,0.03071,0.00739,0.05749,0.14685,1,0,0.01893
Q84R19,AT1G06010.1,0.0423,0,0.04963,0.2053,0.06994,1,0.95037,0.02594,0.14326,0.00508,0.41963
A0A1P8AV86,AT1G06060.2,0.1915,0,0.12472,0.02815,0.02208,0.03366,0.00331,0.30077,1,0.75,0.00276
Q9LNE0,AT1G06070.1,0.37488,0.04533,0.24174,0.1322,0.11143,0.05099,0,1,0.7186,0.62229,0.13598
Q8LDW8,AT1G06130.1,0.02015,0.00007,0.01132,0.10651,0.06235,0.60556,1,0.02247,0.06315,0,0.30252
A0A1P8AM12,AT1G06190.5,0.00456,0,0.00952,0.02895,0.01308,0.71352,0.00397,0.03113,0.03132,0.32435,1
Q8W476,AT1G06200.1,0.01498,0.00276,0,0.13434,0.0568,0.66752,1,0.00726,0.00792,0.07056,0.32932
Q9LNC6,AT1G06210.1,0.55736,0,0.18549,0.11834,0.08461,0.17977,0.19061,0.01536,1,0.03312,0.07618
Q9LNC5,AT1G06220.1,0.02499,0.00833,0.01762,0.01483,0.01513,0.01829,0.02069,0.48911,0.2379,1,0
P0CZ23,AT1G06290.1,0.01725,0.02685,0,0.82238,0.30781,1,0.17932,0.03099,0.06303,0.0855,0.93436
Q9LMI7,AT1G06310.1,0.12354,0.00167,0.19699,0.71285,0.27379,1,0.16528,0,0.04341,0.20033,0.99833
Q9LMI1,AT1G06380.1,0.02712,0.03538,0.02454,0.04907,0.04855,0.04081,0,0.74458,0.1516,1,0.03487
P28185,AT1G06400.1,0.62808,1,0.70372,0.73898,0.87554,0.16827,0.20116,0.26536,0.10801,0,0.07473
Q9LMI0,AT1G06410.1,0.43007,0.07699,0.31412,0.08791,0.08824,0.00062,0.02271,0.49647,1,0.47389,0
Q8W585,AT1G06430.1,0.00365,0.00283,0,0.04621,0.01039,0.81498,0.034,0.03682,0.02989,0.04284,1
Q208N7,AT1G06460.1,0.277,0.19014,0.13146,0.50704,0.32394,0.91315,0.1385,0.20188,0,0.40845,1
Q8H184,AT1G06470.1,0.17219,1,0.49604,0.22616,0.3329,0.02367,0.01713,0.02634,0,0.01907,0.00356
Q8VY54,AT1G06500.1,0.03262,0.04822,0.00425,0.02796,0.05652,0.01499,0.00669,0.0472,0,1,0.02431
Q84K72,AT1G06510.1,0.01022,0,0.00915,0.0504,0.01973,0.64251,1,0.01435,0.02152,0.02565,0.39892
Q9SHJ6,AT1G06530.1,0.03394,0.01666,0.02974,0.15768,0.07405,0.55008,1,0,0.01372,0.00498,0.25703
Q9SHJ7,AT1G06540.1,0.92987,0.72208,0.77403,0.56104,0.73247,0.48312,0.22078,0.34805,0,1,0.22597
Q9SHJ8,AT1G06550.1,0.27459,0.10246,0.22951,0.13934,0.19057,0.0123,0,0.17008,1,0.27049,0.02459
Q84MA1,AT1G06560.1,0.14453,0.05566,0.15039,0.09766,0.03027,0.04688,0.18359,0.58691,1,0.06348,0
P93836,AT1G06570.1,0.20811,0.0343,0.13115,0.04129,0.04038,0.00455,0.01169,0.21266,1,0,0.00106
Q8H1U4,AT1G06590.1,0.76471,0,0.51961,0.01961,0.40196,0.52941,0.2451,0.98039,1,0.9902,0.55882
Q8H1S4,AT1G06650.1,0.20906,0.06819,0.16964,0.07369,0.06996,0,0.00716,0.19941,1,0.12258,0.0013
