ID1,ID2,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10
A0A1P8BDY6,AT5G23490.3,0.64948,0.53488,0.68609,0.05676,0.1302,1,0,0.20841,0.5351,0
Q9LRB0,AT5G23450.1,0.62324,0.52247,0.61178,0.10135,0.02732,1,0,0.06243,0.39527,0
Q9FHL4,AT5G23440.1,0,0.01846,0.02903,1,0.02168,0.04549,0.00379,0.22041,0.03211,0
Q9FHL8,AT5G23400.1,0,0.00527,0.14916,0.05475,1,0.0901,0.46829,0.06599,0.14587,0.74061
Q8GYJ4,AT5G23395.1,0.02663,0,0.14094,0.10532,0.06831,0.14267,0.01288,1,0.1393,0
Q8RX89,AT5G23390.1,0.47779,0.47691,1,0.0887,0.11493,0.84096,0,0.15476,0.744,0.00794
Q9FMW8,AT5G23330.1,0.04102,0,0.04883,1,0.07617,0.05273,0,0.17969,0.06836,0.00652
Q9FMX0,AT5G23310.1,0,0.00968,0.02547,1,0.17389,0.03393,0.01664,0.18836,0.02397,0.00448
P32746,AT5G23300.1,0.04321,0.04013,0.11479,0.21099,0.01515,0.08289,0,1,0.14467,0.00032
P57742,AT5G23290.1,0.76784,0.53248,0.49148,0.02929,0.23695,0.77316,1,0.06337,0.38498,0.13976
Q8LAD2,AT5G23250.1,0.7841,0.27349,0.02829,0,0.49916,0.19906,0.85921,1,0.00943,0.28387
Q8RUI8,AT5G23200.1,0.1435,0.03929,0.11901,0.06889,0.62032,0.16562,0,1,0.10867,0.03113
Q9XER9,AT5G23150.1,0.00584,0.00702,0.02315,0,1,0.03364,0.09349,0.01593,0.02078,0.09437
Q9FN42,AT5G23140.1,0.29732,0.07744,0.06609,0,1,0.13884,0.0027,0.9123,0.03836,0.01591
A0A1P8BG37,AT5G23120.2,0.00617,0.0292,0.0621,1,0.05446,0.07272,0,0.24998,0.07157,0
Q9FN44,AT5G23110.1,0.95298,0.72686,0.80475,0.06137,0.60544,1,0.25978,0.17922,0.55969,0.05366
Q8GXN9,AT5G23080.1,0.02573,0.02245,0.03816,0.00196,1,0.04638,0.06466,0.00943,0.02391,0.07496
Q9FN48,AT5G23060.1,0,0.04117,0.09679,1,0.06062,0.08676,0.0047,0.28079,0.12505,0.7674
F4KBF3,AT5G23050.1,0.98044,0.52569,0.38319,0.11522,0.2648,1,0.23446,0.14905,0.29493,0.00382
Q9FN50,AT5G23040.1,0.04545,0.11376,0.41496,1,0.19365,0.31334,0,0.36556,0.37177,0.12736
Q9FFB3,AT5G22950.1,0.63281,0.62997,0.76057,0.05426,1,0.96656,0.07603,0.06877,0.4571,0
Q9FFC0,AT5G22880.1,0.03431,0.03068,0.04319,0.01809,1,0.02747,0.12162,0.03888,0.03922,0
Q8LBZ1,AT5G22875.1,0.0529,0.04595,0.06371,0.38494,0,0.06255,0.00927,1,0.13745,0.00792
Q9FE52,AT5G22840.1,0.16811,0.12732,0.1381,0.10539,1,0.20152,0.18277,0,0.08312,0.01146
Q058N4,AT5G22830.1,0.04437,0.09594,0.31683,1,0.28237,0.22332,0,0.29857,0.28111,0
Q9FFC7,AT5G22800.1,0.0032,0.02567,0.04129,1,0.00987,0.07059,0,0.25743,0.04441,0
Q9FGP9,AT5G22790.1,0.02971,0.08302,0.28825,1,0.10289,0.22429,0,0.27729,0.26679,0.39021
Q8LPK4,AT5G22780.1,1,0.73149,0.61066,0.03848,0.93481,0.82604,0.64969,0.05339,0.38007,0
Q8LPL6,AT5G22770.1,0.19643,0.50893,0.44643,1,0.08036,0.70536,0,0.42857,0.08929,0.67372
Q9FNI6,AT5G22750.1,0,0.01698,0.03855,0.38366,1,0.0592,0.25333,0.09729,0.02616,0.3593
Q9FNI7,AT5G22740.1,0.07743,0.14639,0.8848,0.03804,0.12273,1,0.0609,0.08818,0.57051,0.0212
Q56WH4,AT5G22650.1,0.02589,0.01662,0.01976,0,1,0.01607,0.29321,0.00288,0.0148,0.06262
Q8LPR8,AT5G22640.1,0.02048,0.08507,0.43182,1,0.21723,0.22308,0,0.44552,0.45797,0.23572
Q9FNJ8,AT5G22630.1,0.00989,0,0.10601,0.70883,1,0.13286,0.01201,0.19929,0.05265,0.02493
A0A1P8BB43,AT5G22620.6,0,0.03425,0.06842,1,0.12014,0.09774,0.02521,0.24263,0.06964,0.81355
Q9FK88,AT5G22510.1,0,0.02175,0.05096,1,0.529,0.07636,0.05116,0.25511,0.05283,0.07275
F4K9W6,AT5G22480.1,0.80446,0.53565,0.55325,0.04505,0.45737,0.73984,1,0.07175,0.38213,0.00103
Q9FMQ5,AT5G22460.1,0.39473,0.39929,1,0.31769,0,0.76312,0.0287,0.17212,0.81875,0.05225
P59231,AT5G22440.1,0.13004,0.11187,0.1448,0.02783,1,0.1096,0.3674,0,0.12606,0.04347
Q9FMQ9,AT5G22420.1,0,0.01502,0.02253,0.01109,0.04757,0.07189,1,0.03863,0.01788,0.24546
Q56XY2,AT5G22370.1,0.97848,0.75443,0.7557,0.24051,0.71139,1,0,0.23924,0.43038,0
Q9FMR5,AT5G22360.1,1,0.7882,0.43556,0.04493,0.04393,0.74538,0.10947,0.03368,0.21924,0.05071
Q93YN4,AT5G22350.1,0.28911,0.30521,0.76515,0.17465,0.24079,0.71432,0,1,0.56964,0.00525
F4K9U7,AT5G22340.2,0.04492,0.05927,0.11854,1,0.10306,0.11703,0,0.22952,0.16837,0.00252
Q9FMR9,AT5G22330.1,0.20684,0.14421,0.12009,0.01837,1,0.17229,0.24954,0.01834,0.06612,0.00664
Q9FMS0,AT5G22320.1,0.01832,0.01207,0.01638,0,1,0.0146,0.20757,0.00232,0.00813,0
B3H5W3,AT5G22280.2,0.13708,0.14382,1,0.04195,0.01498,0.87266,0.03071,0.12959,0.82022,0.03234
Q9C568,AT5G22200.1,0.40996,0.39684,1,0.35332,0.05117,0.6748,0,0.18999,0.74912,0
Q9C574,AT5G22140.1,0.9485,0.79018,0.78154,0.06187,0.23574,1,0.02904,0.10439,0.44521,0.20441
Q9C576,AT5G22120.1,0.99477,0.81422,0.64631,0,0.22721,1,0.7017,0.0205,0.54252,0.15174
Q500V9,AT5G22110.1,0.04093,0.02616,0.03724,0.0061,1,0.04575,0.34647,0.00417,0.02255,0.00748
Q9C578,AT5G22100.1,0.01438,0.01364,0.02318,0,1,0.01771,0.20357,0.00577,0.0102,0
Q9C580,AT5G22080.1,0.01708,0.01525,0.01892,0,1,0.01286,0.03123,0,0.00643,0.01542
Q9C581,AT5G22070.1,0.08626,0.2549,0.64324,0.03182,0.06472,1,0.03774,0.08057,0.44302,0
P42825,AT5G22060.1,0.47642,0.35908,0.54157,0.05366,1,0.48791,0.5911,0,0.43367,0.81665
Q9C584,AT5G22040.1,0.06643,0.06963,0.07124,0,1,0.08958,0.52752,0.00695,0.05717,0.00044
Q9C585,AT5G22030.1,0.51973,0.38231,0.35556,0.03152,0.58481,0.43175,1,0.02313,0.21474,0
Q9C586,AT5G22020.1,0.30243,0.25732,1,0.09346,0.09879,0.69077,0,0.1609,0.82165,0
Q9C587,AT5G22010.1,0.03268,0.02154,0.0317,0,1,0.0347,0.08859,0.01442,0.02108,0.01662
A0A1P8BEK7,AT5G22000.4,0.89608,0.75239,0.7538,0.06257,0.08218,1,0.00088,0.152,0.56451,0.83749
B7ZWR6,AT5G21990.1,0.98072,0.79519,1,0.06134,0.07296,0.96166,0.15515,0.16043,0.85124,0.82207
A0A1P8BDY3,AT5G21950.7,0.00522,0.00522,0.01985,1,0.10972,0.0512,0,0.15256,0.04702,0.77322
A0A1P8BE56,AT5G21930.4,0.04878,0,0.3523,0.88618,1,0.33875,0.1897,0.16802,0.20596,0.88766
Q84VQ3,AT5G21326.1,0.85965,0.70976,0.79933,0.07982,0.46851,1,0.15477,0.0694,0.62794,0.01301
Q84VQ1,AT5G21170.1,0.0098,0.05128,0.05354,0.22172,1,0,0.3914,0.046,0.06033,0.96128
F4K703,AT5G21160.2,0.50675,0.35908,0.30923,0.03445,1,0.40379,0.34967,0.03793,0.21091,0.60241
Q84VQ0,AT5G21150.1,0.0325,0.0261,0.05118,0,1,0.06116,0.28378,0.01484,0.03122,0.11501
F4K6Z5,AT5G21105.1,0.03518,0.01601,0.3949,0.01737,0.77639,0.28248,1,0.0309,0.3834,0
Q9FPJ5,AT5G21090.1,0.08196,0.29789,0.78352,0.11918,0.08935,1,0,0.2329,0.69226,0.7305
F4K6Z1,AT5G21080.1,1,0.63201,0.72566,0.02929,0.12871,0.78094,0.10891,0.1118,0.5429,0.0248
Q84JZ4,AT5G21060.1,0.22994,0.17284,0.15031,0.00086,1,0.22521,0.42462,0.01142,0.09338,0
Q39054,AT5G20990.1,0.41415,0.28538,0.23851,0.00926,1,0.30873,0.6959,0.02299,0.16402,0.00129
Q0WNZ5,AT5G20980.1,0,0.01516,0.02875,1,0.0839,0.07213,0.05783,0.21558,0.01725,0.05226
Q7G193,AT5G20960.1,0.37856,0.27593,0.22416,0.01854,0.1096,0.31981,1,0.03121,0.13677,0.02282
Q8W112,AT5G20950.1,0,0.00073,0.12709,0.04851,1,0.06206,0.96713,0.06466,0.16087,0.66742
Q39238,AT5G20930.1,0.00647,0.00313,0.03276,0.01686,1,0.0097,0.26785,0,0.01972,0.28729
Q41969,AT5G20920.1,0.37004,0.25111,0.19443,0,1,0.2709,0.33578,0.04758,0.12182,0.0445
Q8RXD3,AT5G20910.1,0.84323,0.57454,0.68432,0.02947,0.8381,1,0.66937,0.07048,0.58778,0
Q940P8,AT5G20890.1,0.55982,0.39431,0.30906,0.00313,1,0.41814,0.1402,0.05156,0.18576,0.20666
Q7XZU1,AT5G20840.1,1,0.68142,0.76106,0,0.90265,0.90265,0.51327,0.12389,0.60177,0.0213
P49040,AT5G20830.1,0.26429,0.19503,0.15643,0.01125,1,0.21458,0.43378,0.01129,0.0965,0.00439
O65282,AT5G20720.1,0.02737,0.05297,0.05288,1,0,0.08974,0.02157,0.24881,0.05652,0.31143
F4K5L5,AT5G20680.1,0.06149,0.07529,1,0.04063,0.08469,0.54419,0.02654,0.15054,0.7955,0.28374
Q0WVZ7,AT5G20660.1,0.22066,0.21478,1,0.10195,0.16012,0.59167,0,0.22205,0.91889,0.04327
Q93VM8,AT5G20650.1,1,0.70742,0.62712,0.14391,0.06351,0.75701,0,0.27398,0.36773,0.08974
F4K5K6,AT5G20610.1,0.97148,0.76545,0.70036,0.02135,0.28486,1,0.10033,0.16423,0.54091,0
Q8RY12,AT5G20600.1,0.00601,0.00492,0.01563,0,1,0.0125,0.10142,0.00646,0.00425,0.00377
F4K5K4,AT5G20590.1,0.05501,0.14394,0.86575,0.06167,0.12405,1,0.05754,0.11376,0.61421,0.75563
F4K5K3,AT5G20580.1,0.20345,0.14351,0.11172,0.24069,0,0.26794,1,0.39782,0.09991,0.06608
F4K5K1,AT5G20570.3,0.262,0.18424,0.2453,0.02662,1,0.25939,0.67693,0.03653,0.19259,0.00692
Q8LF12,AT5G20550.1,0.84877,0.52006,0.47377,0.29784,0.00463,1,0.21605,0,0.26698,0.11246
Q8GZ92,AT5G20540.1,0.93245,0.73871,0.9924,0.35056,0.17246,1,0,0.09144,0.70504,0.00171
Q8RXP6,AT5G20520.1,0.31468,0.29212,1,0.17156,0.24489,0.69034,0,0.55312,0.81493,0.00727
Q8LFQ6,AT5G20500.1,0.32076,0.38436,0.96399,0.05698,0.04203,1,0.03051,0.18728,0.76975,0
F4K5J1,AT5G20490.2,0.68574,0.45385,0.42139,0,1,0.53229,0.44008,0.00634,0.28709,0.40798
C0LGT6,AT5G20480.1,0.4248,0.25697,0.36082,1,0.18163,0.32702,0,0.33854,0.31625,0.02739
F4K487,AT5G20360.1,0.6751,0.3607,0.34688,0.09892,1,0.51174,0.55454,0,0.2458,0.00806
Q52T38,AT5G20350.1,0.06058,0.39341,0.35506,0.03764,0.02952,1,0,0.05753,0.22931,0.7145
A0A1P8B9N9,AT5G20320.3,0.63995,0.55777,0.48201,0.05118,1,0.69055,0.07312,0.04183,0.32027,0.73809
Q6S5G3,AT5G20300.1,0,0.02952,0.53738,1,0.43788,0.25058,0.03413,0.42197,0.59298,0
Q93VG5,AT5G20290.1,0.41791,0.21334,0.26967,0.10185,1,0.2686,0.32142,0,0.18877,0
Q94BT0,AT5G20280.1,0.87399,0.62518,0.44836,0.03259,1,0.6371,0.76185,0.04599,0.27644,0
F4K470,AT5G20250.4,0.06,0.08019,0.09897,1,0.00436,0.15007,0,0.33885,0.0809,0.13027
Q07488,AT5G20230.1,0.38345,0.35354,0.70483,0.02704,0.02397,1,0.03073,0.12208,0.6442,0.00721
A0A1P8BB42,AT5G20220.4,0,0.02329,0.10191,0.7812,0.28869,0.11314,0.00416,1,0.09859,0.02679
F4K465,AT5G20200.1,0.01577,0.01272,0.01609,0,1,0.01367,0.04782,0.00254,0.00617,0
F4K464,AT5G20190.1,0.64327,0.44444,0.33723,0.1501,1,0.61891,0.16569,0,0.17544,0.76972
F4K460,AT5G20170.1,0.01535,0.0133,0.02861,0,1,0.02445,0.31477,0.00744,0.02073,0.03981
A8MSB3,AT5G20165.2,0.19343,0.31661,1,0.33622,0.44252,0.60265,0,0.24498,0.97856,0.02319
Q94AF6,AT5G20160.1,0.01036,0.00661,0.01898,0,1,0.01527,0.15151,0.00408,0.00795,0.75702
Q8VZ90,AT5G20140.1,0.01265,0.03695,0.08353,1,0.04145,0.0865,0,0.23626,0.07351,0
A0A1R7T3A2,AT5G20130.2,0.05781,0.09767,0.46746,1,0.09801,0.31459,0,0.4268,0.41715,0.0028
Q84VV3,AT5G20120.1,0.27074,0.3615,1,0.12989,0.05634,0.73083,0,0.22535,0.65415,0.14226
Q949R9,AT5G20090.1,0.01754,0.04013,0.07379,0.42083,0.03799,0.07703,0,1,0.10603,0.01152
P83291,AT5G20080.1,0.05448,0,0.50142,0.13215,1,0.16098,0.06215,0.88579,0.35612,0
Q94A82,AT5G20070.1,0.43875,0.282,0.22657,0.28893,0.25964,0.41679,1,0,0.11583,0
Q8L9X1,AT5G20060.1,0.34748,0.29699,0.23658,0.06882,0.06527,0.43838,1,0,0.1859,0.30726
Q9C5J6,AT5G20040.1,0.01952,0,0.07896,1,0.51674,0.1239,0.01862,0.45461,0.05246,0.17471
P41916,AT5G20010.1,0.40267,0.3046,0.30148,0.01823,0.36259,0.37932,1,0.02313,0.19397,0.33738
Q94BQ2,AT5G20000.1,1,0.86531,0.59339,0.08005,0.5413,0.76747,0.89072,0.09784,0.44091,0.23595
Q9C5U3,AT5G19990.1,1,0.72322,0.49083,0.04094,0.57484,0.74018,0.658,0.03001,0.28718,0.11377
Q84L08,AT5G19980.1,0.13341,0.1308,1,0.05447,0.05849,0.70761,0,0.14975,0.7541,0.83403
A0A1P8BFU0,AT5G19960.2,0.02089,0,0.01801,0.03242,1,0.01585,0.0634,0.02089,0.0317,0.00542
Q8L502,AT5G19950.1,0.43228,0.3025,0.22794,0.0387,1,0.25672,0.35536,0.02784,0.13497,0.67517
Q941D3,AT5G19940.1,0.0287,0.06726,0.10525,1,0.0689,0.11821,0,0.3446,0.09558,0.75665
Q0WP96,AT5G19930.1,0.2677,0.26325,1,0.10399,0.16765,0.63524,0,0.22191,0.90607,0
Q8GX62,AT5G19920.1,0.00094,0.0159,0.01824,0.03181,1,0.03227,0,0.01964,0.04163,0
B9DF92,AT5G19900.1,0.02796,0.0228,0.02102,0.00575,1,0.03887,0.00516,0.0002,0.02102,0.16093
Q39034,AT5G19890.1,0.05572,0.0497,0.07229,1,0.05045,0.08509,0,0.25828,0.0738,0.00189
Q7XA63,AT5G19860.1,0.03058,0.03342,0.10363,0.01051,0.06604,0.10932,1,0.0146,0.09035,0.05442
A0A1P8BCG6,AT5G19855.2,0,0.03221,0.11272,1,0.32528,0.23027,0.00644,0.40419,0.08857,0.01646
F4K2M9,AT5G19850.1,0,0.01439,0.08097,1,0.213,0.09469,0.04274,0.25753,0.0848,0.0069
Q93VS8,AT5G19820.1,1,0.84134,0.67333,0.06477,0.41693,0.88166,0.74843,0.10791,0.43452,0.83758
Q56WH1,AT5G19770.1,1,0.86836,0.54103,0.05013,0.55923,0.7228,0.05729,0.03215,0.32319,0.69515
Q9C5M0,AT5G19760.1,0.00371,0.00293,0.07144,0.25844,0.03062,0.06004,0,1,0.09427,0.79977
Q7Y228,AT5G19740.1,0.19504,0.19277,1,0.03951,0.05063,0.58139,0.14639,0.17178,0.88309,0.1438
Q93ZY3,AT5G19690.1,0.22241,0.2271,1,0.12048,0.1442,0.59036,0,0.22969,0.84356,0
Q84WJ9,AT5G19680.1,0.97384,0.64341,0.57616,0.01298,0.15329,0.85504,1,0.11434,0.38818,0.02425
F4K2K9,AT5G19670.1,0.03378,0.0872,1,0.04093,0.08729,0.52453,0.04241,0.2086,0.94419,0.01365
Q0WUG6,AT5G19660.1,0.00944,0.03595,1,0.04753,0.09037,0.38557,0.01071,0.19258,0.89618,0
Q8GYI7,AT5G19630.1,0.78118,0.68216,0.94582,0.07777,0.13522,1,0.05511,0.22419,0.67585,0.33855
Q9C5J8,AT5G19620.1,0.11108,0.1769,0.5173,1,0.21971,0.40235,0,0.44263,0.46537,0.0015
Q8GUJ9,AT5G19590.1,0.27197,0.42289,1,0.22886,0.15589,0.92869,0,0.22388,0.95688,0.08448
P46645,AT5G19550.1,0.7852,0.75615,0.48951,0.09125,0.20092,0.73676,1,0.02207,0.27195,0
Q949W7,AT5G19540.1,0.01194,0,0.09711,0.42168,0.14131,0.07179,0.2865,1,0.17842,0
Q9S7X6,AT5G19530.1,0.5,0.30357,0.39683,0.08929,0.55556,0.63294,1,0.0754,0.34722,0.00235
Q9SCX3,AT5G19510.1,0.41064,0.27718,0.18341,0.01034,1,0.24222,0.36217,0.02113,0.11105,0.7989
Q5PP33,AT5G19500.1,0,0,0,0.992,0.12,0.128,0,0,0.128,0.05967
Q1G3F7,AT5G19485.1,0.54304,0.4212,0.31544,0.02267,1,0.4968,0.34684,0.04523,0.20023,0.00478
Q8VXZ0,AT5G19460.1,0.03012,0.05497,0.04481,1,0,0.06513,0.05697,0.24383,0.04318,0
Q42438,AT5G19450.1,1,0.71438,0.71444,0.06675,0.14145,0.89922,0,0.07402,0.49087,0
Q29Q34,AT5G19440.1,0.51365,0.39902,0.35474,0.02461,0.05878,0.47298,1,0.02747,0.25316,0
F4K148,AT5G19420.2,0.18905,0.09265,0.16844,0.01874,0.30981,0.23735,1,0.071,0.14241,0
Q8RWQ4,AT5G19390.1,0.03674,0,0.01917,1,0.73642,0.16773,0.03355,0.19329,0.08147,0.14406
Q058P6,AT5G19380.1,0.02299,0.05918,0.20467,1,0.09612,0.15379,0,0.26574,0.18922,0
Q93WI0,AT5G19370.1,0.06214,0.07185,0.07792,1,0.14123,0.11852,0,0.39306,0.07401,0.25259
Q8VXZ9,AT5G19350.1,0.13553,0.06395,0.07152,0,1,0.10494,0.17554,0.01295,0.03932,0
Q9M651,AT5G19320.1,0.11795,0.08217,0.10611,0.00533,1,0.11101,0.22376,0.02496,0.08381,0.0542
A0A1P8BAR5,AT5G19310.2,0.06448,0.08036,0.09722,0,1,0.10516,0.24107,0.02778,0.06746,0.00749
Q6NLH7,AT5G19300.1,0.00227,0.00115,0.01361,0.00076,1,0.01124,0.1512,0,0.00375,0
Q8VZV6,AT5G19290.1,0.36357,0.17932,0.23207,0.14065,0.89733,0.36639,1,0,0.13783,0
F4K124,AT5G19280.2,1,0.63839,0.30673,0.10417,0.03572,0.60739,0.05285,0,0.13218,0
P59833,AT5G19250.1,1,0.49432,0.61705,0.01818,0,0.89432,0.00682,0.09773,0.47386,0.67546
Q84VZ5,AT5G19240.1,0.28249,0.9435,0.79661,0.71186,0.60452,1,0,0.86441,0.87006,0.02485
O65041,AT5G19180.1,0.38003,0.28389,0.22739,0.04242,0.07288,0.35251,1,0.0299,0.16428,0
B3H4L6,AT5G19151.1,0.02943,0.02032,0.05033,0.12843,0.00906,0.0608,0,1,0.08,0.289
Q94AF2,AT5G19150.1,0.96553,0.70908,0.50322,0.40823,0,0.89286,1,0.02009,0.29514,0.77843
Q94BR2,AT5G19140.1,0.33149,0.23872,0.20742,0.02105,0.08003,0.30989,1,0.00526,0.16062,0
F4JZM3,AT5G19130.2,0.22396,0.2322,1,0.05784,0.34674,0.59883,0,0.16499,0.89882,0
F4JZM4,AT5G19130.1,0.22584,0.20707,1,0.00657,0.00532,0.55771,0,0.16484,0.7848,0.00312
Q93VG3,AT5G19120.1,0.19728,0.29862,0.89918,0.1767,0.18786,1,0,0.21054,0.77603,0.56928
F4JZM1,AT5G19110.1,0.03481,0.08662,0.43808,0.05945,1,0.42549,0.67104,0.04887,0.31718,0.8017
Q3E9C8,AT5G19100.1,0.00791,0,0.04248,0.00967,1,0.02512,0.12172,0.03047,0.02615,0.02268
F4JZL7,AT5G19090.1,0.15549,0.22308,1,0.33108,0.07994,0.52404,0,0.1913,0.87624,0.02548
Q84ME1,AT5G19080.1,0.35514,0.40185,1,0.07358,0.03833,0.77176,0,0.1161,0.77903,0.84494
Q6DBQ2,AT5G19070.1,1,0.68111,0.57262,0.15763,0.09975,0.74154,0,0.22606,0.36149,0.79231
Q94IU8,AT5G19050.1,0.68581,0.44257,0.41216,0.43871,0.91844,0.62645,1,0,0.19643,0
A0A1P8BBG9,AT5G19025.2,0.22079,0.16085,0.99621,0.08725,0.93247,0.61381,0.03111,0.14947,1,0.07073
Q8W4J2,AT5G19010.1,1,0.70922,0.715,0.01532,0.63062,0.94119,0.37177,0.06502,0.53172,0.01325
Q3E7I5,AT5G18960.1,0.00667,0,0.02842,0.02718,1,0.03032,0.32249,0.01707,0.0041,0.11088
Q8GYM2,AT5G18950.1,0.13975,0.0121,0.19722,0.31216,0.31155,0.21355,0,1,0.23109,0.31908
Q8L9L9,AT5G18940.1,0.71426,0.64947,0.85076,0.04749,0.2112,1,0.8495,0.04781,0.5449,0
Q8LAN3,AT5G18900.1,0.17279,0.18553,1,0.05563,0.104,0.57736,0,0.17299,0.87469,0
Q6NLF5,AT5G18850.1,0.09715,0.11494,1,0.02273,0.05018,0.78363,0.04628,0.11934,0.69443,0.60153
Q56XV8,AT5G18820.1,0,0.02584,0.04528,1,0.11768,0.07117,0.02372,0.22316,0.05074,0
A0A1P8BF01,AT5G18810.2,0,0.01043,0,0.08138,1,0.02139,0.12102,0.08972,0.01669,0.0481
Q8LGE7,AT5G18800.1,0.01648,0.01068,0.05938,0.33657,0.05151,0.05335,0,1,0.08752,0.0051
Q1H5A5,AT5G18760.1,1,0.78515,0.57534,0.00433,0.292,0.99351,0.25595,0.04037,0.46503,0
F4JY37,AT5G18700.1,0.34318,0.24051,0.22904,0.01312,1,0.30068,0.03178,0.04341,0.15847,0
Q8VYW2,AT5G18670.1,0.00981,0.09078,0.10223,1,0,0.17883,0.02326,0.50704,0.0965,0
Q1H537,AT5G18660.1,0.01056,0.04072,0.07236,1,0.03769,0.06796,0,0.26898,0.06542,0.22138
Q8VZK0,AT5G18650.1,0.73804,0.48543,0.70709,0.01295,0.56423,1,0.6909,0.07125,0.60525,0.00511
Q93Z64,AT5G18630.2,0.02923,0.0321,0.13546,0,0.62228,0.12705,1,0.00076,0.12438,0
F4JY25,AT5G18620.2,0.00382,0,0.01213,0.00108,1,0.00766,0.16283,0.00732,0.0036,0
Q1PDV6,AT5G18610.1,0.65811,0.64288,0.89229,0.04794,0.12496,1,0,0.04754,0.59785,0.13439
Q9FEE2,AT5G18580.1,0.76388,0.6859,0.82665,0.03877,1,0.94427,0.71784,0.16057,0.65881,0.00964
Q8L7L0,AT5G18570.1,0.02936,0.06036,0.0522,1,0.50245,0.11093,0,0.30995,0.14845,0.02401
A0A1P8BAP3,AT5G18550.4,0.78318,0.39994,0.2889,0,1,0.4855,0.75652,0.09083,0.38617,0.269
F4JY14,AT5G18540.2,0.84084,0.65193,0.96543,0.04823,0.01447,1,0.01688,0.14952,0.94695,0
F4JY12,AT5G18525.1,0.02993,0.0249,0.09902,0.01035,1,0.05455,0.10601,0.00923,0.05203,0
F4JY11,AT5G18520.1,0.03863,0.41798,0.32698,0.04523,0.05132,1,0.08085,0.05073,0.19532,0
Q8LEB6,AT5G18500.1,1,0.70213,0.77447,0.04326,0.01663,0.87432,0.0149,0.0226,0.60898,0.8383
Q8GWB7,AT5G18480.1,0.0627,0.08265,1,0.10583,0.05488,0.46593,0,0.17082,0.75952,0.75238
Q94K76,AT5G18470.1,0.20489,0.22936,0.95413,0.37309,1,0.47706,0,0.34251,0.91743,0.89333
F4JWN4,AT5G18420.3,1,0.67143,0.5208,0.03987,0.63959,0.68956,0.3417,0.0781,0.31788,0
Q5S2C3,AT5G18410.1,0.50236,0.46315,0.54663,0.02483,1,0.63663,0.33393,0.03607,0.39753,0.00646
Q8L7Z3,AT5G18400.1,0.64455,0.44505,0.388,0.04438,0.18766,0.60735,1,0.0579,0.29121,0
Q42340,AT5G18380.1,0.79847,0.44718,0.45179,0.00811,1,0.52685,0.31951,0.0524,0.28716,0.03879
A0A1P8BF46,AT5G18310.4,0.69015,0.59924,0.83106,0.16894,0.24242,1,0,0.24545,0.74242,0
Q9SPM5,AT5G18280.1,0.09046,0.15838,1,0.03922,0.06371,0.99189,0.02825,0.19354,0.68144,0.0014
Q9FK46,AT5G18250.1,0.04982,0.03746,0.10387,0.13002,0.00769,0.07726,0,1,0.13824,0
A0A1P8B9R0,AT5G18230.4,0.89262,0.60778,0.41373,0.01207,1,0.66006,0.72914,0.05098,0.3151,0.01904
Q9FK51,AT5G18200.1,0.80429,0.52189,0.4858,0.03728,0.05118,0.73373,1,0.06464,0.31598,0
Q9FK53,AT5G18180.1,0.0053,0.00177,0.03738,0.01086,1,0.00884,0.02501,0.00379,0.00404,0
Q43314,AT5G18170.1,0.1746,0.01983,0.0159,0.02436,1,0.03366,0.0799,0.34807,0,0
Q9FK55,AT5G18150.1,0.13684,0.23158,0.94737,0.38421,0.08421,1,0,0.58421,0.86842,0.19297
Q9FK59,AT5G18110.1,1,0.82549,0.59533,0.05027,0.68977,0.87469,0.26786,0.05278,0.47971,0
P57750,AT5G18070.1,0.29031,0.23115,0.18176,0.01107,0.10141,0.29915,1,0.01942,0.13842,0
Q02166,AT5G17990.1,0,0.00281,0.022,1,0.06388,0.04469,0.4487,0.27624,0.04142,0
Q9FJG3,AT5G17980.1,0.35976,0.37363,1,0.38375,0.0603,0.70388,0,0.16894,0.81305,0.00057
Q67Z79,AT5G17930.1,0,0.00775,0.02351,0.05436,1,0.02138,0.08536,0.09306,0.01098,0
O50008,AT5G17920.1,0.48685,0.39618,0.33675,0.03292,0.08871,0.45433,1,0.04838,0.22813,0
Q9FKN5,AT5G17910.1,1,0.7511,0.69158,0.02604,0.35949,0.79642,0.00372,0.08252,0.55732,0
Q9FKN7,AT5G17890.1,0.05695,0,0.1648,0.11648,1,0.11475,0.86022,0.06299,0.16221,0.30447
Q93ZT2,AT5G17840.1,0,0.01232,0.03299,1,0.09898,0.05137,0.01879,0.3222,0.04448,0
Q43729,AT5G17820.1,0.05219,0,0.8064,0.65909,0.27862,0.5202,0.79293,0.39731,1,0.27192
Q8S9K3,AT5G17790.1,0.18661,0.24138,0.50203,1,0.28803,0.5071,0,0.38742,0.53753,0.00124
Q9ZNT1,AT5G17770.1,0.17951,0.19415,0.67365,0.21696,0.13307,0.44847,0,1,0.65393,0
Q9FN75,AT5G17760.1,0.77619,0.52864,1,0.04156,0.13209,0.77738,0.00683,0.16889,0.90071,1
Q9XQC7,AT5G17710.2,0.00537,0.02986,0.0333,1,0,0.0766,0.00569,0.27561,0.04338,0.06746
Q9FN84,AT5G17670.1,0.00366,0.02013,0.04254,1,0.04575,0.07457,0,0.19442,0.05215,0
Q9LF60,AT5G17640.1,0.89262,0.73894,0.87916,0.14076,0.04816,1,0,0.09391,0.66605,0
