ID1,ID2,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10
P56779,ATCG00580.1,0,0.01024,0.16382,1,0.27474,0.10922,0.0392,0.31911,0.22696,0.14101
P60129,ATCG00560.1,0,0.05476,0.12285,0.87469,0.30414,0.09885,0.10861,0.26149,0.22683,0
P56771,ATCG00540.1,0.01088,0.04519,0.14066,1,0.08835,0.08908,0,0.32386,0.19118,0
P56788,ATCG00520.1,0.05864,0.07588,0.28124,1,0.19687,0.17272,0,0.27753,0.30963,0
P56765,ATCG00500.1,0.02411,0.05015,0.08984,1,0.37816,0.10415,0,0.26514,0.09871,0.00186
O03042,ATCG00490.1,0,0.04433,0.07349,1,0.04244,0.09869,0.06208,0.40796,0.08888,0.00218
P19366,ATCG00480.1,0.02077,0.03631,0.03251,1,0.04609,0.07685,0,0.25225,0.03203,0.82813
P09468,ATCG00470.1,0.00353,0.03556,0.04465,1,0.03189,0.04696,0,0.2633,0.04058,0
P56799,ATCG00380.1,0,0.03278,0.07479,1,0.6023,0.09204,0.01954,0.3748,0.0623,0.13647
P61843,ATCG00360.1,0.03479,0.04263,0.10478,0.70939,0.13233,0.1268,0,1,0.14302,0.01612
P56766,ATCG00350.1,0,0.03546,0.09842,1,0.15243,0.07508,0.10751,0.2853,0.13287,0.73684
P56767,ATCG00340.1,0,0.03427,0.1147,1,0.42745,0.12436,0.04665,0.29231,0.15766,0
P56804,ATCG00330.1,0,0.04336,0.03115,1,0.42644,0.11092,0.00695,0.29804,0.04757,0.43156
P56778,ATCG00280.1,0.02269,0.05536,0.12335,1,0.27221,0.09476,0,0.36589,0.17754,0.2527
P56761,ATCG00270.1,0,0.03893,0.1656,0.97908,0.43318,0.16851,1,0.29924,0.19524,0.42678
P50546,ATCG00190.1,0,0.02146,0.07366,1,0.60769,0.0935,0.02809,0.33114,0.05676,0
P56763,ATCG00180.1,0.03939,0.01506,0.08116,1,0.62004,0.0798,0,0.25202,0.05706,0.04696
P56764,ATCG00170.1,0,0.0127,0.02474,1,0.95986,0.08292,0.05276,0.30934,0.01554,0
P56797,ATCG00160.1,0.00161,0,0.01291,1,0.65363,0.02865,0.0114,0.22526,0.00473,0.75086
P56758,ATCG00150.1,0.0061,0.0656,0.13376,1,0.07743,0.10791,0,0.2568,0.14279,0.00508
P56760,ATCG00140.1,0.03021,0.06806,0.12496,1,0.05221,0.08419,0,0.22734,0.11704,0
P56759,ATCG00130.1,0.01179,0.04778,0.12401,1,0.03695,0.08171,0,0.29802,0.1669,0
P56757,ATCG00120.1,0.03265,0.06106,0.04925,1,0.06268,0.10434,0,0.25717,0.03992,0
P56784,ATCG00040.1,0.00897,0,0.01682,0.22982,0.18722,0.06502,1,0.10426,0.13453,0
P83755,ATCG00020.1,0,0.05351,0.30167,1,0.41538,0.20468,0.07759,0.43813,0.36522,0
Q9FJW0,AT5G67630.1,0.08997,0.06957,0.0602,0,1,0.07723,0.14097,0.00314,0.03315,0.80124
F4K567,AT5G67610.2,0.02743,0.03715,0.17934,0.13628,1,0.13854,0,0.11944,0.17222,0
Q9FJW3,AT5G67600.1,1,0.72336,0.69161,0.11791,0.02041,0.87415,0,0.13039,0.78231,0
Q9FJW4,AT5G67590.1,0.22414,0.04743,0.03502,0.01867,1,0.07468,0,0.71864,0.03593,0
Q93Y31,AT5G67560.1,0.97455,0.78886,0.80638,0.08814,0,1,0.11986,0.18163,0.55597,0.09844
A0A1P8BDH2,AT5G67540.3,0.05615,0.08365,1,0.03312,0.16214,0.56044,0.00447,0.12284,0.74184,0
Q9FJX0,AT5G67530.1,0.02991,0.01147,0.01893,0.00765,1,0.02324,0.41714,0.00922,0.03618,0
Q9FJX2,AT5G67510.1,0.56915,0.23404,0.76862,0.39362,1,0.51596,0.93085,0,0.37234,0.71324
Q9FJX3,AT5G67500.3,0.08733,0.09441,0.22594,0.29652,0.07283,0.18298,0,1,0.22541,0.01496
Q9FJX6,AT5G67470.1,0.85104,0.78354,0.89045,0.0584,0.0833,1,0.03371,0.09843,0.68288,0.08486
Q08467,AT5G67380.1,0.44945,0.34979,0.35168,0.03132,1,0.4542,0.27432,0,0.26103,0.74862
Q9FN15,AT5G67370.1,0.01671,0.01002,0.05596,0.27213,0.0411,0.05145,0,1,0.08787,0.74046
O65351,AT5G67360.1,0.33636,0.18466,0.47999,0.15843,1,0.39892,0,0.17793,0.42751,0.22637
Q9FN18,AT5G67330.1,1,0.69175,0.31211,0.02079,0.27717,0.49753,0.37149,0.05316,0.194,0.77519
Q9FN19,AT5G67320.1,0.01375,0.00848,0.01855,0,1,0.01654,0.13054,0.0012,0.00578,0
Q9FN21,AT5G67290.1,0.02231,0.01229,0.02231,1,0.05658,0.11866,0.11607,0.31005,0,0
Q9FGQ6,AT5G67270.1,0.03687,0.02736,0.0229,0,1,0.02855,0.01011,0,0.01041,0.09627
Q9FE83,AT5G67250.1,0.96154,1,0.57692,0,0.57692,0.76923,0.92308,0,0.80769,0.24419
Q8RXK2,AT5G67240.1,0.00562,0,0.02,0.00108,1,0.01032,0.07304,0.00883,0.00846,0.04879
Q9FH91,AT5G67220.1,0.27543,0.14827,0.19535,0.046,0.02219,0.33983,1,0.00108,0.10173,0.24049
Q9FH92,AT5G67210.1,0,0.01375,0.03983,0.02397,1,0.03384,0.06521,0.01093,0.02009,0
Q93Y06,AT5G67200.1,1,0.68138,0.82656,0.11858,0.25933,0.80957,0,0.06723,0.63447,0.01487
F4K3M6,AT5G67170.1,0.77554,0.02848,0.21441,0.34841,1,0.35008,0.14908,0,0.1206,0.08181
Q9FH98,AT5G67150.1,0.22027,0.07027,0.18649,0.21351,0.23243,0.45405,1,0.02027,0,0.01282
Q93XX5,AT5G67130.1,0,0.16598,1,0.4056,0.51141,0.59855,0.15353,0.25,0.85996,0
Q9FHA3,AT5G67100.1,0.00445,0,0.03428,0.00817,1,0.02121,0.05646,0.0124,0.02124,0.68936
Q9FGC7,AT5G67030.1,0.07716,0.07267,0.1103,1,0.06754,0.13206,0,0.28337,0.09317,0
Q9FGD5,AT5G66950.1,0.90859,0.72629,0.83068,0.06041,0.36169,1,0.02968,0.1089,0.60281,0.08939
F4K265,AT5G66930.1,0.40157,0.31655,0.20582,0.08166,1,0.35459,0,0.0123,0.03803,0
Q8LPS9,AT5G66920.1,0.00266,0,0.10031,0.02532,1,0.0633,0.11478,0.05583,0.09855,0.05341
Q9FKZ0,AT5G66910.1,0.66929,0.59055,1,0,0.97638,0.55118,0.62205,0.33858,0.75591,0.26704
A0A1P8BE24,AT5G66900.2,1,0.444,0.69667,0.02867,0.276,0.58733,0.41733,0.03733,0.51667,0
Q39193,AT5G66880.1,0.45622,0.37741,0.38004,0.02802,1,0.4965,0.81436,0,0.29159,0
Q9FKZ4,AT5G66860.1,0.07981,0.02318,0.01027,0.03908,1,0.01722,0.04802,0.36016,0,0
Q9C5H5,AT5G66850.1,0,0.3,0.6,0,0,1,0,0,0.28333,0
F4K250,AT5G66810.1,0,0.00669,0.12652,0.03771,0.43491,0.16363,1,0.25304,0.17944,0.00374
O82663,AT5G66760.1,0.14937,0.02881,0.09441,0,1,0.04513,0.04641,0.39487,0.10325,0.2603
Q9XFH4,AT5G66750.1,0.02661,0,0.57177,0.06774,1,0.16694,0.02177,0.14435,0.6,0.06804
Q9LVQ8,AT5G66720.1,0.07796,0.07483,0.07782,1,0.07198,0.14206,0,0.4012,0.09697,0.03614
Q944K2,AT5G66680.1,0.19619,0.20851,1,0.05535,0.0553,0.58696,0.00284,0.17761,0.86989,0
Q9FJX8,AT5G66620.1,0.36377,0.43367,0.7689,0.21113,0.06134,1,0,0.42083,0.48359,0
P23321,AT5G66570.1,0.0167,0.05551,0.08067,1,0.2704,0.1113,0,0.3318,0.1,0.74215
A0A1P8B9D5,AT5G66560.4,1,0.82353,0.78676,0.03676,0.5,0.59559,0,0.36765,0.82353,0.00751
F4K0M7,AT5G66550.1,0,0.05393,0.04931,1,0.2681,0.08783,0.28659,0.27735,0.06471,0
Q9FJY5,AT5G66540.1,0.01924,0.01744,0.01006,0.00175,1,0.01137,0.1201,0.00248,0,0
Q9FJY6,AT5G66530.1,0.00395,0.02649,0.04241,1,0,0.05486,0.03518,0.26976,0.04909,0.00471
Q94AU7,AT5G66510.1,0.00875,0,0.07348,0.20693,0.04019,0.06242,0.0174,1,0.10563,0
Q8VZ74,AT5G66470.1,0,0.0014,0.0568,1,0.96834,0.04283,0.07914,0.18017,0.02281,0
Q6NQL6,AT5G66450.1,0.35,0.41786,0.41786,1,0.325,0.99643,0,0.63214,0.37143,0.08129
Q9FJZ7,AT5G66420.2,0.91686,0.71425,0.50056,0.04066,1,0.75041,0.4144,0.07059,0.30435,0.78023
Q8LCV1,AT5G66410.1,0.62922,0.51789,0.48857,0.05765,1,0.75298,0.36879,0.17942,0.38469,0.1546
Q7XA87,AT5G66380.1,0.06374,0.02451,0.07022,0.12231,0.02987,0.14919,0,1,0.09682,0.0101
Q9FH57,AT5G66320.1,0.50946,0.2722,0.09753,0.131,0.55167,0.40175,0,1,0.14119,0.34106
F4JZ68,AT5G66310.1,0.01163,0,0.02616,0,1,0,0.23983,0.01235,0.01017,0.51284
A0A1P8BC04,AT5G66290.2,1,0.78205,0.52991,0.04274,0.18162,0.90812,0.03632,0.13034,0.38248,0
Q9SNY3,AT5G66280.1,1,0.73475,0.51064,0.0539,0.24539,0.91206,0.14043,0.0383,0.28369,0
Q9FKW4,AT5G66210.1,1,0.79533,0.95334,0.09938,0.14199,1,0,0.179,0.6846,0.03615
Q9FKW5,AT5G66200.1,0.81897,0.73551,0.75525,0.2069,0.41598,1,0,0.05835,0.54192,0.02696
Q9FKW6,AT5G66190.1,0,0.0223,0.03034,1,0.20662,0.07413,0.04721,0.25056,0.0343,0
Q9M622,AT5G66160.1,0.51983,0.48017,1,0.12405,0.21097,0.87595,0,0.17131,0.87848,0
O24616,AT5G66140.1,0.96618,0.61578,0.41745,0.03824,1,0.62473,0.86945,0.02413,0.25334,0.07621
Q9MBA3,AT5G66130.1,0.05546,0.61582,0.09054,0.08646,1,0.11011,0.00489,0.06362,0.08157,0
Q8VYV7,AT5G66120.1,0,0.01823,0.03143,1,0.01721,0.06599,0.01415,0.26267,0.03719,0
Q8RWR2,AT5G66100.1,0.26902,0.17887,0.20087,0.00216,1,0.25063,0.48972,0,0.14353,0
Q9FKX3,AT5G66090.1,0.03018,0.04674,0.11003,1,0,0.11336,0.11679,0.46202,0.11371,0.2174
F4JZ24,AT5G66060.1,0.14551,0.16154,1,0.03811,0.1239,0.55879,0,0.15948,0.88137,0
F4JZ17,AT5G66040.2,0.61004,0.4749,0.80309,0.18533,0.1332,1,0,0.16409,0.65637,0.0572
Q8S2T0,AT5G66030.1,0.28714,0.15179,0.13475,0.03043,1,0.19654,0.95108,0.00835,0.09691,0
Q9FKY3,AT5G65990.1,1,0.88889,0.41813,0.17544,0.26023,0.80117,0.02047,0.38012,0.26608,0.42487
Q9FKY5,AT5G65970.1,0.14391,0.33614,0.68707,0.09026,0.0992,1,0.09697,0.11261,0.38978,0.30838
Q8VZ15,AT5G65960.1,0.98167,0.7838,0.60542,0.0974,0.75019,1,0.19901,0.08556,0.47288,0.25479
F4JXM9,AT5G65950.1,0.42656,0.25644,0.17124,0.20409,1,0.36113,0.41431,0,0.07713,0.02541
Q9LKJ1,AT5G65940.1,0.23636,0.13617,0.04283,0.00191,1,0.16087,0.08424,0.11056,0.02138,0.00905
F4JXM5,AT5G65930.3,0.91304,0.8277,0.55475,0.12641,0.91465,1,0,0.11997,0.41626,0
Q9SB89,AT5G65900.1,0.01509,0.01496,0.03046,0,1,0.02095,0.09463,0.01106,0.0177,0.76342
Q8L5Y8,AT5G65840.1,0.02275,0.03024,0.04844,1,0.02922,0.06897,0,0.23076,0.04712,0.70435
Q9FH86,AT5G65830.1,0.98655,0.69058,0.79596,0.65022,0.23767,0.98655,0,1,0.61659,0.31652
Q0WPN7,AT5G65810.1,0.10051,0.09365,1,0.07947,0.09722,0.42476,0,0.20731,0.83891,0.23047
Q9FYA6,AT5G65780.1,0,0.01051,0.022,1,0.0199,0.03728,0.0012,0.20026,0.02251,0
Q9FLH0,AT5G65770.1,0.01384,0.00786,0.02558,0,1,0.01533,0.25691,0.00999,0.01797,0
Q1JPM1,AT5G65760.1,0.00352,0,0.02378,0.08424,0.03146,0.029,1,0.00448,0.03135,0.84679
Q9FLH2,AT5G65750.1,0.02867,0,0.02795,0.14979,0.21815,0.04407,0.00345,1,0.04753,0.22772
O49543,AT5G65720.1,0.16018,0.02605,0.03069,0.05793,0.41492,0.05373,0,1,0.05207,0
O49545,AT5G65700.1,0.82316,0.73035,0.77007,0.0439,0,1,0.04222,0.10786,0.63545,0.00184
Q6NMN6,AT5G65687.1,0.92384,0.69146,1,0.02681,0,0.98899,0.11504,0.06835,0.75324,0
F4JXI7,AT5G65685.2,0.09562,0.3265,0.22288,1,0.20828,0.83658,0,0.25313,0.10605,0
Q9LSK9,AT5G65660.1,0.55612,0.6614,1,0.25608,0.12804,0.99479,0,0.18815,0.78996,0
Q8LFK6,AT5G65650.1,0.03465,0.05257,1,0.04659,0.03704,0.5221,0,0.15054,0.62366,0
Q94AM1,AT5G65620.1,0.26043,0.20725,0.25192,1,0,0.33662,0.7097,0.24134,0.1856,0.40206
Q9LSL8,AT5G65570.1,0.19397,0.01293,0.17672,0.35776,0.375,0.07328,0,1,0.2069,0.01786
Q9LSL9,AT5G65560.1,0.025,0,0.04875,0.16302,0.20882,0.04192,0.00217,1,0.0607,0
Q9LSM3,AT5G65520.1,0.27693,0.23226,1,0.03889,0.01209,0.68786,0.40883,0.15502,0.91382,0.15178
Q9LSM5,AT5G65490.1,1,0.79015,0.46681,0.06424,0.79015,0.97787,0.12777,0.16488,0.39615,0.76085
Q0WUZ5,AT5G65470.1,0.04893,0.06284,1,0.06139,0.04062,0.46495,0,0.12476,0.80086,0.00482
A0A1P8BDQ0,AT5G65460.4,0.901,0.68262,0.60311,0.0646,1,0.80105,0.5286,0.10057,0.43161,0.08425
A0A1P8BGK1,AT5G65440.5,0.80145,0.67867,0.80839,0.08811,0.24015,1,0.16455,0.02469,0.62557,0.03847
P48348,AT5G65430.1,0.80922,0.71544,0.61321,0.05011,0.2672,0.77714,1,0.05137,0.39922,0
Q9FKQ3,AT5G65350.1,0.01239,0.01491,0.06751,0.07223,1,0.04189,0.14163,0.12462,0.05932,0.45259
Q9FKQ8,AT5G65290.1,0.10218,0.40509,0.2309,0.03214,0.15009,1,0.46831,0.04412,0.15221,0.00609
Q9FJN8,AT5G65270.1,0.68652,0.54483,0.79874,0.05902,0.03118,1,0.17319,0.18003,0.57703,0
Q9FJN9,AT5G65260.1,0.01718,0.00533,0.02337,0,1,0.03835,0.27835,0.01184,0.02227,0.02019
Q9FJP0,AT5G65250.1,0.00948,0.02385,0.17889,1,0.16256,0.12465,0,0.24334,0.18608,0.69224
C0LGX1,AT5G65240.1,1,0.59762,0.60629,0.0681,0.03284,0.68124,0,0.12251,0.5402,0.78518
Q9FJP3,AT5G65220.1,0,0.00609,0,1,0.36364,0.03896,0.21429,0.24107,0.04261,0.3064
F4KGI8,AT5G65110.2,0.12402,0.05819,0.06497,0.00993,1,0.13625,0,0.06572,0.04733,0.07704
Q9XEE2,AT5G65020.1,0.35929,0.25645,0.21084,0.02239,0.08,0.32249,1,0.03215,0.16265,0.00299
Q9LV77,AT5G65010.1,0.94905,0.76134,0.5973,0.05819,0.52433,0.87179,1,0.12262,0.46022,0.00519
Q8LES0,AT5G65000.1,0.19741,0.30513,1,0.19402,0.10547,0.52228,0,0.19007,0.72645,0
Q9LV79,AT5G64990.1,0.78908,0.56989,1,0.05707,0.27709,0.96361,0.17204,0.13896,0.78412,0
A0A1P8BDC8,AT5G64970.3,0,0.05885,0.45587,1,0.85445,0.42526,0.29345,0.50294,0.30561,0
F4KGG0,AT5G64960.2,0.03273,0.02055,0.03943,0,1,0.03129,0.17763,0.00133,0.02369,0
Q93Y08,AT5G64940.1,0,0.02588,0.10916,1,0.25566,0.09318,0.02649,0.30132,0.11699,0.76344
Q9LV89,AT5G64880.1,0.92727,0.42424,0.84242,0.26061,0.48485,1,0.58788,0.29091,0.5697,0.8111
Q9LV90,AT5G64870.1,1,0.5669,0.76074,0.06624,0,0.72429,0.00284,0.1671,0.58194,0.22605
Q9LV91,AT5G64860.1,0.00531,0.01025,0.03707,1,0,0.06726,0.03929,0.29693,0.03929,0.74643
Q9LV94,AT5G64830.1,0.49068,0.37529,0.99301,0.03147,0.29604,1,0,0.20862,0.75991,0.11779
Q8L8Q8,AT5G64816.1,0,0.02609,0.35923,1,0.37213,0.23481,0.01089,0.24312,0.38819,0
Q9C5J9,AT5G64813.1,0.47717,0.3105,0.34475,0.10046,1,0.53196,0,0.21689,0.43836,0
Q8VWK0,AT5G64760.1,0.46755,0.3131,0.29087,0.02464,0.54687,0.33293,1,0.1244,0.14603,0
Q94JQ6,AT5G64740.1,0.25746,0.31465,0.67563,0.12281,0.07656,1,0,0.24098,0.46344,0
Q94AH2,AT5G64730.1,0.02097,0.00604,0.03762,0,1,0.01354,0.21805,0.00604,0.01779,0.00225
F4KF27,AT5G64680.1,0.08998,0.0665,0.02743,0,1,0.06962,0.02889,0.02473,0.02265,0.75473
Q9FLF3,AT5G64670.1,0.02857,0,0.02008,0.16771,0.13644,0.03762,0.01675,1,0.04137,0.74646
Q1ECK2,AT5G64650.1,0.02613,0,0.05302,0.1592,0.13899,0.04405,0.01428,1,0.06015,0.02629
Q8L7Q7,AT5G64640.1,0.27167,0.3506,0.52922,0.02714,0.18028,1,0.01689,0.06176,0.34423,0.35663
Q9FLF7,AT5G64610.1,0.0436,0,0.04387,0.04863,1,0.04625,0.47886,0.01268,0.03383,0.0028
F4KF16,AT5G64600.1,0.16055,0.19613,1,0.06964,0.17486,0.58759,0.0635,0.14449,0.82912,0.81256
F4KF14,AT5G64580.1,0.00653,0.02926,0.26209,1,0.31272,0.14445,0,0.32306,0.25867,0
Q5BPE9,AT5G64540.1,0.00238,0.0119,0.22619,0,0.10714,0.13333,1,0.08571,0.27619,0.54259
Q9FLG8,AT5G64500.1,1,0.70016,0.50235,0.66106,0.28655,0.77756,0,0.1853,0.24042,0.07231
Q6ID98,AT5G64480.1,0,0.04015,0.05538,1,0.36364,0.07799,0.03369,0.30318,0.07937,0
Q9FGE9,AT5G64470.1,0.08151,0.16185,1,0.03631,0.1604,0.98498,0.28886,0.11651,0.73141,0.79853
Q9FGF0,AT5G64460.1,0.42369,0.3215,0.27433,0.03842,0.0643,0.36275,1,0.05529,0.19758,0.05758
Q7XJJ7,AT5G64440.1,1,0.63957,0.84346,0.13023,0.04792,0.83178,0,0.30805,0.645,0.02521
Q9FGF3,AT5G64430.1,1,0.49702,0.48443,0.21405,0.39894,0.85885,0.60702,0,0.28297,0
Q9FGF4,AT5G64420.1,0.0108,0.00675,0.02007,0,1,0.01291,0.21044,0.00405,0.01597,0.7759
Q9FME8,AT5G64410.1,1,0.71139,0.83206,0.06776,0.01655,0.81157,0.2222,0.11718,0.57733,0.68971
Q9FME9,AT5G64400.1,0.35117,0.2256,0.22487,0.19041,0.18125,0.33839,0,1,0.17257,0
