ID1,ID2,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10
cRAP016,cRAP016,0.77848,0.08951,0.20344,0,0.09855,0.4349,0.08318,1,0.0642,0.5868
cRAP015,cRAP015,0.03414,0.00103,0.07379,0.03172,0.01034,1,0.03448,0.15241,0,0.03172
cRAP014,cRAP014,0.89704,0,0.21712,0.03377,0.15257,1,0.39181,0.72116,0.06799,0.50837
cRAP013,cRAP013,0.95858,0.02721,0.30637,0,0.15025,0.50368,0.21373,1,0.08039,0.56152
cRAP002,cRAP002,0.0133,0.07013,0.06771,1,0.05925,0.03144,0.01572,0.69166,0,0.01451
P60620,ATMG01360.1,0.04007,0.01868,1,0.60826,0.07017,0.00851,0.11169,0.70044,0,0.09093
P92549,ATMG01190.1,0.01965,0.05325,1,0.44159,0.0427,0,0.13826,0.76185,0.0007,0.03817
P92533,ATMG00990.1,0.06403,0.02216,1,0.34529,0.09903,0,0.02111,0.4978,0.01917,0.12735
Q04613,ATMG00640.1,0.0828,0.01153,1,0.36241,0.05778,0.01252,0.01272,0.59666,0,0.14191
P93313,ATMG00580.1,0.07845,0.02616,1,0.24142,0.07787,0,0.01704,0.40262,0.02789,0.13422
P93306,ATMG00510.1,0.0306,0.02742,1,0.42509,0.05904,0,0.21627,0.7155,0.00807,0.06044
O05000,ATMG00285.1,0.08726,0.03087,1,0.26791,0.04437,0,0.01172,0.49338,0.01758,0.1216
P60497,ATMG00270.1,0.07938,0.01454,1,0.3275,0.04747,0,0.03191,0.47558,0.01385,0.09232
P42793,ATMG00210.1,0.07719,0.09877,1,0.38538,0.07842,0,0.6556,0.70492,0.04167,0.06544
P93286,ATMG00180.1,0.07194,0.00758,1,0.22761,0.05636,0.00307,0,0.4917,0.00092,0.10094
P93285,ATMG00160.1,0.06447,0.00996,1,0.22042,0.06352,0,0.00731,0.40777,0.00888,0.10375
Q95749,ATMG00090.1,0.03717,0.01458,1,0.23044,0.0418,0.00392,0.12035,0.47354,0,0.08798
Q95747,ATMG00080.1,0.08062,0.03098,1,0.23772,0.14515,0,0.06985,0.4674,0.09389,0.1158
Q95748,ATMG00070.1,0.04681,0.04344,1,0.20697,0.07344,0,0.1713,0.4476,0.02154,0.06973
P29388,ATMG00060.1,0.05844,0,1,0.33138,0.05519,0.00542,0.00765,0.53728,0.0058,0.09198
P56805,ATCG01120.1,0.10741,0.01025,0.06851,1,0.0965,0.07001,0.39607,0.772,0,0.09416
P56753,ATCG01110.1,0,0.07273,0.95455,0.97273,0.03636,0.00909,0.03636,1,0.03636,0.29091
P62090,ATCG01060.1,0.06803,0.01579,0.11644,1,0.02701,0.01631,0.19027,0.76384,0,0.09009
P61847,ATCG01020.1,0.00391,0.03735,0.06799,1,0.02454,0.0177,0.0531,0.76794,0,0.02747
P56785,ATCG01000.1,0.37846,0.02739,0.22675,1,0.1802,0,0.13874,0.808,0.02495,0.39653
P62126,ATCG00905.1,0.02844,0.00499,0.0543,1,0.0266,0.05837,0.33413,0.70207,0,0.04119
P61841,ATCG00900.1,0.03034,0.00534,0.06936,1,0.02924,0.05069,0.32158,0.68769,0,0.03922
P56786,ATCG00860.1,0.38003,0.03179,0.24862,1,0.20699,0,0.10418,0.79559,0.03076,0.39383
P61845,ATCG00840.1,0.02451,0.04955,0.04235,1,0.05088,0.10069,0.5983,0.66649,0,0.03703
P56791,ATCG00830.1,0.02695,0.02384,0.05565,1,0.02857,0.07567,0.19338,0.75118,0,0.04651
P56808,ATCG00820.1,0.08584,0.00951,0.05753,1,0.04236,0.35968,0.77712,0.96353,0,0.08516
P56795,ATCG00810.1,0.02617,0.01146,0.04918,1,0.02368,0.08815,0.41591,0.75418,0,0.05367
P56798,ATCG00800.1,0.0257,0.00564,0.03637,1,0.03651,0.02782,0.34224,0.65594,0,0.02391
P56793,ATCG00790.1,0.02894,0.01722,0.05803,1,0.02906,0.03086,0.12578,0.80605,0,0.06004
P56792,ATCG00780.1,0.02505,0.0202,0.04687,1,0.0334,0.07991,0.28021,0.69644,0,0.03771
P56801,ATCG00770.1,0.04036,0.01303,0.07375,1,0.045,0.06611,0.38035,0.72387,0,0.0468
P56802,ATCG00750.1,0.06001,0.0409,0,1,0.0505,0.03514,0.42601,0.82105,0.00384,0.02796
P56762,ATCG00740.1,0.00986,0.00446,0.12621,1,0.03799,0.02691,0.27116,0.74292,0,0.02953
P56774,ATCG00730.1,0.10973,0.00898,0.15248,1,0.03574,0.00862,0.0176,0.71444,0,0.17421
P56773,ATCG00720.1,0.11103,0.0168,0.17261,1,0.05896,0.01815,0.01997,0.66461,0,0.13806
P56780,ATCG00710.1,0.10491,0.00631,0.141,1,0.02938,0.00572,0.17906,0.89529,0,0.17906
P56777,ATCG00680.1,0.10454,0.01787,0.17306,1,0.05426,0.02681,0.22271,0.82351,0,0.17758
P56772,ATCG00670.1,0.04401,0.01974,0.06486,1,0.03138,0.0983,0.07864,0.80978,0,0.07288
P56794,ATCG00660.1,0.04818,0.02638,0.0617,1,0.04753,0.06039,0.32941,0.68607,0,0.08044
P56807,ATCG00650.1,0.02867,0.00515,0.03926,1,0.04955,0.07675,0.30393,0.73916,0,0.06234
P56779,ATCG00580.1,0.09822,0.01489,0.1316,1,0.04275,0,0.06892,0.78842,0.00336,0.10807
P62095,ATCG00570.1,0.05056,0,0.06039,1,0.08287,0.03933,0.25562,0.74719,0.02247,0.08989
P60129,ATCG00560.1,0.19471,0,0.26302,0.87703,0.11443,0.02904,0.15884,1,0.0316,0.2357
P56771,ATCG00540.1,0.12199,0.02753,0.14916,1,0.05316,0,0.01006,0.76899,0.01114,0.18691
P56788,ATCG00520.1,0.14012,0.04264,0.18501,1,0.06612,0,0.08171,0.6219,0.03118,0.17111
P56765,ATCG00500.1,0.05461,0.02227,0.09257,1,0.03839,0.06426,0.27117,0.76161,0,0.07909
O03042,ATCG00490.1,0.08352,0.03811,0.10052,1,0.07091,0.1052,0,0.99485,0.02174,0.10221
P19366,ATCG00480.1,0.01915,0.03398,0.0738,1,0.02583,0.04773,0.03061,0.77921,0,0.03487
P09468,ATCG00470.1,0.03537,0.02873,0.07483,1,0.03113,0.0522,0.02898,0.76917,0,0.05922
P56799,ATCG00380.1,0.0351,0.00969,0.0707,1,0.02558,0.05863,0.40972,0.79215,0,0.06467
P61843,ATCG00360.1,0.02411,0.04582,0.03496,1,0.03168,0.06765,0.11713,0.76562,0,0.00719
P56766,ATCG00350.1,0.11298,0.01957,0.16919,1,0.05912,0,0.08597,0.75649,0.00489,0.16772
P56767,ATCG00340.1,0.08632,0.00611,0.16221,1,0.06126,0.00204,0.05851,0.97147,0,0.30488
P56804,ATCG00330.1,0.03359,0.00263,0.09967,1,0.03864,0.03315,0.25027,0.93128,0,0.07552
P56778,ATCG00280.1,0.17017,0.20233,0.21752,1,0.16809,0,0.16374,0.78326,0.11882,0.19131
P56761,ATCG00270.1,0.11826,0.01325,0.11837,1,0.04616,0.0191,0.11506,0.75508,0,0.13273
P50546,ATCG00190.1,0.02985,0.0321,0.14283,1,0.0564,0.29876,0.40651,0.89088,0,0.04573
P56763,ATCG00180.1,0,0.01091,0.09667,1,0.03142,0.10072,0.27292,0.77831,0.00752,0.02646
P56764,ATCG00170.1,0.01381,0.01977,0.05329,1,0.039,0.08457,0.34968,0.76759,0,0.02605
P56797,ATCG00160.1,0.02767,0.03794,0.06692,1,0.03418,0.074,0.425,0.73282,0,0.038
P56758,ATCG00150.1,0.11357,0.03354,0.14451,1,0.05183,0.02149,0.01372,0.73796,0,0.18262
P56760,ATCG00140.1,0.075,0.00669,0.08421,1,0.02946,0.11017,0.00698,0.43721,0,0.03314
P56759,ATCG00130.1,0.11521,0.02294,0.13331,1,0.06733,0.0182,0,0.76107,0.01993,0.16737
P56757,ATCG00120.1,0.02003,0.03214,0.15101,1,0.02986,0.09637,0.04533,0.82421,0,0.04053
P56784,ATCG00040.1,0.17476,0.2767,0.24757,0.74757,0.18932,1,0.28641,0.64078,0,0.20874
P83755,ATCG00020.1,0.09012,0.00101,0.13102,1,0.03281,0.14824,0.14621,0.79222,0,0.1774
Q9FJW0,AT5G67630.1,0.08881,0.24761,0,0.05758,0.16613,0.36484,1,0.0063,0.12917,0.04011
F4K567,AT5G67610.2,0.2763,0.1052,0.19265,0.09696,0.23004,0,1,0.16667,0.18061,0.35551
Q9FJW3,AT5G67600.1,0.77415,0.97889,0.20665,0.18106,1,0,0.09213,0.10685,0.75688,0.56622
Q9FJW4,AT5G67590.1,0.10601,0.27807,0.99708,0.23021,0.16408,0,1,0.40698,0.14272,0.10009
Q93Y31,AT5G67560.1,0.54389,1,0.17225,0.08999,0.83899,0.01088,0,0.07124,0.71152,0.3359
A0A1P8BDH2,AT5G67540.3,1,0.10179,0.21878,0.04121,0.76087,0,0.08533,0.1075,0.26896,0.73144
Q9FJX0,AT5G67530.1,0.01457,0.05032,0.00557,0.02237,0.04981,0.06772,1,0.02383,0.01843,0
Q84JF0,AT5G67520.1,0,0.18367,0.10204,0.68707,0.09524,0,0.43537,1,0,0
Q9FJX2,AT5G67510.1,0.60054,1,0.06793,0.00627,0.82588,0.33194,0.31438,0,0.676,0.48161
Q9FJX3,AT5G67500.3,0.19577,0.09593,1,0.17879,0.18064,0,0.03448,0.31697,0.06407,0.26757
Q9FJX6,AT5G67470.1,0.81753,1,0.15411,0.0759,0.96294,0,0.05141,0.05516,0.83724,0.52815
Q08467,AT5G67380.1,0.65685,0.863,0,0.13828,1,0.84379,0.82586,0.04225,0.65557,0.37644
O65351,AT5G67360.1,0.43867,0.05798,0.31847,0.29432,0.38051,0,1,0.28569,0.21801,0.46035
Q9FN18,AT5G67330.1,0.30605,1,0.11259,0.06207,0.5236,0,0.0374,0.0656,0.60055,0.16918
Q9FN19,AT5G67320.1,0.11944,0.44792,0,0.06875,0.21597,1,0.00208,0.04792,0.12014,0.15208
Q9FN21,AT5G67290.1,0.10062,0.14038,0.01319,1,0.14773,0.39514,0,0.70737,0.07047,0.08932
Q8RXK2,AT5G67240.1,0.00349,0.00614,0.00315,0.00313,0.02621,0.13879,1,0.00471,0.01859,0
Q9FH91,AT5G67220.1,0.15883,0.27543,0.10113,0.02261,0.21594,1,0,0.05116,0.10291,0.03569
Q9FH92,AT5G67210.1,0,0.15596,0,0.18349,0,0,1,0,0,0.18349
Q93Y06,AT5G67200.1,0.72268,1,0.12253,0.09026,0.82677,0,0.00442,0.06606,0.55253,0.49722
F4K3M6,AT5G67170.1,0.26303,0.43176,0,0.05211,0.33871,1,0.34119,0.07816,0.29653,0.0732
Q9FH98,AT5G67150.1,0.23166,0.24903,0,0.33205,0.31274,1,0.1583,0.21429,0.25483,0.20849
Q93XX5,AT5G67130.1,1,0,0.42562,0.45287,0.57062,0.37175,0.13373,0.38835,0.23645,0.91293
Q9FHA3,AT5G67100.1,0.01134,0,0.00692,0.00363,0.03368,0.05966,1,0.01735,0.03754,0.01032
Q9FGC7,AT5G67030.1,0.06493,0.01412,0.121,1,0.03887,0.03101,0.04903,0.74523,0,0.07522
Q9FGD4,AT5G66960.1,0.04147,0.03509,1,0.45933,0.01754,0.00478,0.17065,0.83254,0,0.04147
Q9FGD5,AT5G66950.1,0.9175,0.92477,0.16023,0.50451,1,0,0.083,0.23295,0.58726,0.57447
Q8LPS9,AT5G66920.1,0.137,0,0.09335,0.04643,0.1079,0.29611,1,0.05805,0.11596,0.16296
Q9FKZ0,AT5G66910.1,0.81627,0.76465,1,0.53981,0.96413,0,0.54943,0.65617,0.32546,0.46282
A0A1P8BE24,AT5G66900.2,1,0.68539,0.01124,0.08989,0.75281,0,0.01124,0.19101,0.75281,0.64045
Q39193,AT5G66880.1,0.75441,0.9765,0.09401,0,0.92714,1,0.45006,0.06463,0.68273,0.44183
Q9FKZ4,AT5G66860.1,0.02167,0.11529,0.60235,0.20993,0.06789,0.06665,1,0.34117,0.02443,0
F4K250,AT5G66810.1,0.29564,0.7106,0,0.08816,0.38914,0.64648,1,0.04809,0.44969,0.14426
O82663,AT5G66760.1,0.10631,0.17421,0.85396,0.31445,0.10972,0,1,0.47868,0.07342,0.12603
Q9XFH4,AT5G66750.1,0.02918,0.03433,0,0.00086,0.09185,0.28326,1,0.00258,0.04807,0.00515
F4K243,AT5G66740.1,0.72132,1,0.19685,0.08352,0.89567,0,0.05624,0.0464,0.68279,0.50197
Q9LVQ8,AT5G66720.1,0.04431,0.05266,0.1267,1,0.04708,0.05574,0,0.86483,0.01067,0.08185
Q944K2,AT5G66680.1,1,0.21458,0.30093,0.05587,0.69547,0,0.02459,0.16087,0.43242,0.84164
Q8GW16,AT5G66675.1,0.91501,0.34539,0.13261,0,1,0.74382,0.739,0.16335,0.48403,0.74563
Q9LVR5,AT5G66650.1,0.2208,0.33942,1,0.29015,0.31022,0.17883,0,0.54745,0.04745,0.15146
B3H4P1,AT5G66631.1,0.29114,0,0.38608,0.6519,0.05696,0.27215,0.26582,1,0.02532,0.07595
Q9FJX8,AT5G66620.1,0.81798,0.82688,0.06943,0.02492,1,0,0.10325,0.00801,0.66622,0.5296
P23321,AT5G66570.1,0.0551,0.00293,0.13083,1,0.03933,0.0091,0.37965,0.88315,0,0.09963
F4K0M7,AT5G66550.1,0.33894,0.45798,0.16387,1,0.47619,0.13165,0,0.77031,0.34874,0.33193
Q9FJY5,AT5G66540.1,0.00592,0.0253,0.00215,0.00065,0.0549,0.06082,1,0.00721,0.02056,0
Q9FJY6,AT5G66530.1,0.03778,0.02159,0.0759,1,0.03354,0.09497,0.00669,0.7774,0,0.06206
Q94AU7,AT5G66510.1,0.08634,0.0167,1,0.16425,0.07154,0.00679,0,0.36349,0.00752,0.12135
Q8VZ74,AT5G66470.1,0.05828,0.05766,0.01178,1,0.0744,0.0031,0.38252,0.80657,0,0.062
Q6NQL6,AT5G66450.1,0.65172,0.53826,0.03518,0.00616,0.67634,0.10466,0.0088,0,1,0.43008
Q9FJZ7,AT5G66420.2,0.51852,1,0.11973,0.01016,0.75142,0.08598,0.64329,0,0.61137,0.28593
Q8LCV1,AT5G66410.1,0.28588,0.44563,0.00751,0.01898,0.43219,1,0.43614,0,0.30961,0.15144
Q7XA87,AT5G66380.1,0.14535,0.04946,1,0.19278,0.13704,0.01277,0,0.41557,0.03223,0.19562
A0A1P8BC04,AT5G66290.2,0.52324,1,0.10925,0,0.79109,0.14039,0.61524,0.04121,0.73838,0.25922
Q9SNY3,AT5G66280.1,0.5509,1,0,0.08533,0.76946,0.55988,0.1512,0.00449,0.69461,0.31737
Q9FKW4,AT5G66210.1,0.79687,1,0.15774,0.09986,0.91834,0,0.14158,0.10285,0.72582,0.50598
Q9FKW5,AT5G66200.1,0.72769,1,0.06834,0,0.93673,0.11494,0.19836,0.00249,0.98048,0.41927
Q9FKW6,AT5G66190.1,0.01762,0.0147,0.04997,1,0.02268,0.06874,0.15117,0.80703,0,0.03408
Q9M622,AT5G66160.1,0.93529,0.75294,0.27647,0.63529,0.96471,1,0,0.62941,0.32353,0.87647
O24616,AT5G66140.1,0.10705,0.27331,0.00197,0.02911,0.21115,1,0.15738,0,0.19783,0.06117
A0A1P8B9K3,AT5G66130.2,0.0255,0,0.06011,0.8725,0.04372,0.37158,0.20036,1,0.02186,0.00364
Q8VYV7,AT5G66120.1,0.04474,0.02834,0.07004,1,0.03517,0.07843,0.00572,0.76706,0,0.06154
Q8RWR2,AT5G66100.1,0.33276,0.36177,0.0785,0.00512,0.26621,1,0.34471,0,0.32253,0.19966
Q9FKX3,AT5G66090.1,0.07193,0.02764,0.12551,0.99942,0.04586,0.10831,0.02037,1,0,0.10101
F4JZ24,AT5G66060.1,1,0.19304,0.26553,0.03384,0.63494,0,0.0349,0.12128,0.37772,0.80432
Q05753,AT5G66055.1,0.03283,0.14899,0.03283,1,0.11869,0.11364,0.55051,0.77778,0,0.12121
F4JZ17,AT5G66040.2,0.78093,0.52688,0.15467,0,1,0.09888,0.06339,0.04665,0.74645,0.56237
Q8S2T0,AT5G66030.1,0.05672,0.21195,0,0.0261,0.14076,1,0.61232,0.01738,0.11639,0.01263
Q9FKY3,AT5G65990.1,0.21743,0.44853,1,0.31055,0.27809,0,0.14609,0.52114,0.29902,0.17471
Q9FKY5,AT5G65970.1,0.5156,0.12205,0.13453,0.09493,1,0,0.38053,0.09954,0.63548,0.29455
Q8VZ15,AT5G65960.1,0.70183,1,0.03065,0,0.98885,0.27707,0.57882,0.00876,0.88018,0.40605
F4JXM9,AT5G65950.1,0.50027,1,0,0.87534,0.69709,0.12682,0.52989,0.64216,0.42596,0.38611
Q9LKJ1,AT5G65940.1,0.07761,0.55211,0.26992,0,0.38779,0.08519,1,0.16998,0.19548,0.0204
F4JXM5,AT5G65930.3,0.61102,0.97488,0.11143,0,0.91856,0.07982,0.59724,0.00365,1,0.43882
Q9SB89,AT5G65900.1,0.0008,0.01927,0.01873,0,0.05994,0.07252,1,0.03372,0.04174,0.00482
Q9FHP2,AT5G65880.1,0.0744,0,1,0.32471,0.05998,0.26092,0.00699,0.61043,0.02331,0.14201
Q8L5Y8,AT5G65840.1,0.03016,0.02272,0.05,1,0.02304,0,0.03584,0.63699,0.00392,0.0184
Q0WPN7,AT5G65810.1,1,0.09747,0.24217,0.07866,0.55117,0,0.05591,0.14917,0.22152,0.71218
Q9FYA6,AT5G65780.1,0.04725,0.0188,0.0624,1,0.03005,0.04323,0.00599,0.687,0,0.05468
Q9FLH0-2,AT5G65770.2,0.57895,0.97368,0,0,0.71053,0,0,0,1,0
Q9FLH0,AT5G65770.1,0.01334,0.01856,0,0.00877,0.04334,0.47575,1,0.00946,0.02263,0.00683
Q1JPM1,AT5G65760.1,0.17066,0.04635,0.04961,0.19038,0.21739,1,0,0.12565,0.1245,0.11492
Q9FLH2,AT5G65750.1,0.02973,0.02342,1,0.24211,0.04642,0.01173,0.11153,0.5088,0,0.05567
O49543,AT5G65720.1,0.00486,0.16768,1,0.49341,0.09695,0.00048,0.4009,0.82903,0.034,0
O49545,AT5G65700.1,0.802,0.92732,0.19613,0.06778,1,0,0.02492,0.0681,0.61309,0.51471
Q6NMN6,AT5G65687.1,0.94278,1,0.25321,0.12837,0.98339,0,0.0497,0.13367,0.59479,0.64648
F4JXI7,AT5G65685.2,0.11338,0.1335,0.06096,1,0.18927,0,0.24688,0.69643,0.10515,0.08321
Q9LSK9,AT5G65660.1,0.92395,0.70722,0.23954,0.13076,1,0,0.08154,0.13688,0.81622,0.58196
Q8LFK6,AT5G65650.1,1,0.12382,0.58491,0.97524,0.78498,0,0.19182,0.70322,0.26454,0.74921
Q94AM1,AT5G65620.1,0.22453,0.23838,0.10922,1,0.24198,0.48683,0,0.73491,0.16877,0.17839
Q9LSL9,AT5G65560.1,0.0319,0.02683,1,0.28724,0.03423,0.02533,0.14513,0.59584,0,0.06996
Q9LSM3,AT5G65520.1,1,0.23663,0.31437,0.23601,0.71549,0.00964,0,0.27705,0.42351,0.88246
Q9LSM5,AT5G65490.1,0.22338,0.51896,0,0.05247,0.39532,1,0.45455,0.05195,0.3013,0.16779
Q0WUZ5,AT5G65470.1,1,0.09848,0.27236,0.05995,0.54027,0,0.04622,0.11838,0.45204,0.7471
A0A1P8BDQ0,AT5G65460.4,0.55909,1,0.1364,0,0.76513,0.35839,0.85545,0.03889,0.61689,0.30779
A0A1P8BGK1,AT5G65440.5,0.82864,0.94735,0.15381,0.02042,0.98277,0.19679,0.00542,0,1,0.60185
P48348,AT5G65430.1,0.52303,0.85523,0.01342,0,0.66189,1,0.16853,0.00621,0.52361,0.27308
Q9FKP8,AT5G65410.1,0,0,0,0,0,0.8,1,0,0,0
Q9FKQ1,AT5G65380.1,0.21226,0.0566,0.20755,1,0.20755,0.37264,0.03302,0.4434,0,0.20755
Q9FKQ3,AT5G65350.1,0.0296,0.00298,0.12815,0.05027,0,0.41824,1,0.08067,0.01113,0.02444
Q9FKQ7,AT5G65300.1,0.42282,1,0.00895,0.00224,0.6443,0,0.12975,0.05817,0.65996,0.24161
Q9FKQ8,AT5G65290.1,0.21196,0.1315,0.03394,0.00095,1,0,0.06456,0.00831,0.99549,0.10729
Q9FJN8,AT5G65270.1,0.69747,0.61751,0.23995,0.04695,1,0.0856,0,0.06809,0.82912,0.47743
Q9FJN9,AT5G65260.1,0.02204,0.03161,0,0.00361,0.03977,0.59299,1,0.00126,0.02353,0.01302
Q9FJP0,AT5G65250.1,0.21279,0.02556,0.13288,1,0.15464,0,0.09895,0.51653,0.02284,0.19426
C0LGX1,AT5G65240.1,0.58902,1,0.16581,0.17425,0.68747,0,0.00972,0.14043,0.50772,0.43222
Q9FJP3,AT5G65220.1,0.02505,0.01181,0.0455,1,0.02736,0.09431,0.17357,0.76755,0,0.03146
O65201,AT5G65110.1,0.20258,0.2602,0.2967,0.10568,0.32051,0,1,0.1571,0.13697,0.18299
Q9XEE2,AT5G65020.1,0.1895,0.37504,0.02382,0.0059,0.28004,1,0,0.01764,0.23543,0.08865
Q9LV77,AT5G65010.1,0.20934,0.37545,0,0.01025,0.31361,1,0.16501,0.02161,0.24972,0.09986
Q8LES0,AT5G65000.1,1,0.35762,0.27834,0.14635,0.74172,0,0.07903,0.23437,0.48062,0.91294
Q9LV79,AT5G64990.1,1,0.85871,0.14803,0,0.98651,0.36315,0.21548,0.05751,0.80973,0.78346
A0A1P8BDC8,AT5G64970.3,0.25243,0.12159,0.17245,1,0.2797,0,0.05964,0.68793,0.11697,0.27924
F4KGG0,AT5G64960.2,0.21053,0.31579,0,0,0.28947,0,1,0,0,0
Q93Y08,AT5G64940.1,0.07523,0,0.07015,1,0.05993,0.56971,0.10698,0.66873,0.02194,0.1239
Q9LV85,AT5G64930.1,1,0.32098,0.29355,0.1224,0.78517,0,0.20874,0.19248,0.3677,0.88522
Q9LV90,AT5G64870.1,0.71745,1,0.26661,0.08512,0.77067,0,0.01882,0.14545,0.87626,0.50762
Q9LV91,AT5G64860.1,0.03142,0.02064,0.05829,1,0.03464,0.12319,0,0.81493,0.001,0.05163
Q9LV94,AT5G64830.1,0.61761,1,0.07718,0.04355,0.85789,0,0.22278,0.01147,0.66796,0.35828
Q8L8Q8,AT5G64816.1,0.15942,0.0267,0.06074,0.25834,0.09352,0,1,0.19059,0.0321,0.15181
Q9C5J9,AT5G64813.1,0.55251,0,0.44292,0.04566,0.43379,1,0.76712,0.03196,0.24201,0.25571
Q8VWK0,AT5G64760.1,0.08051,0.25715,0,0.04237,0.1875,1,0.25291,0.03204,0.14672,0.03099
Q94JQ6,AT5G64740.1,0.61238,0.31754,0.14508,0.01125,1,0,0.07019,0.0555,0.83292,0.42944
Q94AH2,AT5G64730.1,0,0.00636,0.00491,0.01257,0.03946,0.29571,1,0.01951,0.00882,0
Q9FGG4,AT5G64690.1,0.80348,0.69527,0.10323,0.02799,1,0,0.01866,0.09888,0.99005,0.52674
F4KF27,AT5G64680.1,0.64946,0.59647,0.01087,0,0.49728,0.25543,1,0.00272,0.42255,0.45245
Q9FLF3,AT5G64670.1,0.02459,0.01821,1,0.2129,0.0253,0.00915,0.08867,0.4456,0,0.05038
Q1ECK2,AT5G64650.1,0.11076,0.08293,1,0.14883,0.11062,0,0.00812,0.35117,0.03421,0.09944
Q8L7Q7,AT5G64640.1,0.53895,0.34725,0.11145,0,1,0.17597,0.00587,0.04552,0.56053,0.35289
Q9FLF7,AT5G64610.1,0.00881,0.03611,0.05989,0.01893,0.07221,0.68384,1,0.04051,0.03347,0
F4KF16,AT5G64600.1,1,0.14168,0.20005,0.00196,0.63751,0,0.06458,0.08671,0.37372,0.85415
F4KF14,AT5G64580.1,0.29775,0.03226,0.18743,1,0.14653,0,0.13291,0.8054,0.02262,0.32758
Q9FLG2,AT5G64560.1,0.80335,0.83817,0.27595,0.11154,1,0,0.0548,0.14184,0.65571,0.62411
Q9FLG8,AT5G64500.1,0.53501,1,0.52277,0.49587,0.82536,0.08056,0,0.51381,0.83276,0.31924
Q6ID98,AT5G64480.1,0.05111,0.02056,0.07495,1,0.03487,0.01848,0.23096,0.8121,0,0.06989
Q9FGE9,AT5G64470.1,0.52897,0.01164,0.14375,1,0.63129,0,0.00108,0.79805,0.13292,0.42393
Q9FGF0,AT5G64460.1,0.26179,0.46883,0.01291,0.02101,0.3695,1,0,0.02564,0.2757,0.15101
Q7XJJ7,AT5G64440.1,0.77327,1,0.37718,0.1185,0.82412,0,0.04386,0.17237,0.65214,0.62634
Q9FGF3,AT5G64430.1,0.58238,1,0.06834,0.10782,0.61124,0.89598,0,0.03417,0.49734,0.34928
Q9FGF4,AT5G64420.1,0.00514,0.0131,0.00446,0.01574,0.02706,0.17998,1,0.02041,0.02248,0
Q9FME8,AT5G64410.1,0.59342,1,0.15138,0.04183,0.72106,0.03653,0,0.05667,0.39155,0.45279
