ID1,ID2,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11
A8MR93,AT1G02145.1,0.2786,0.47554,0.33156,1,0.97001,0.09422,0.32561,0.06444,0,0.04615,0.05147
Q8LPS6,AT1G02150.1,0.11786,0.07757,0.08618,0.05463,0.05567,0.59844,0.10169,0.04003,0,0.31199,1
Q7XJE6,AT1G02170.1,0.98241,0.74528,1,0.31368,0.46612,0,0.1013,0.40456,0.77427,0.82866,0.03583
O81916,AT1G02270.1,0.13415,0.25649,0.15102,0.6275,0.59249,0.69795,1,0.05336,0,0.08606,0.48302
O23680,AT1G02280.1,0.1051,0.13132,0.09188,0.21807,0.21385,0.52104,0.15596,0.04866,0,0.39876,1
F4HVZ1,AT1G02300.1,0.29167,0.73856,0.45343,0.93954,1,0.13072,0.32761,0.10866,0,0.35621,0.09641
Q93VC9,AT1G02305.1,0.02389,0.41574,0.14327,0.5243,0.61613,0,0.17152,1,0.31952,0.12378,0.03808
Q9FZ29,AT1G02310.1,0.25017,0.76318,0.29286,0.79987,1,0.13943,0.33622,0.12408,0.07672,0,0.12475
Q9FZ27,AT1G02335.1,0.01408,0.00627,0.01216,0.00247,0.00525,0,0.00401,0.06578,0.01398,1,0.00115
Q9FZ24,AT1G02370.1,0.04368,0,0.01538,0.06207,0.03944,0.7755,1,0.01237,0.03821,0.01449,0.64832
Q8GWR0,AT1G02410.1,0.18439,0.07122,0.14098,0.10439,0.09854,0.43512,1,0.02146,0,0.06146,0.25902
Q94K52,AT1G02475.1,0.1324,0.15052,0.07526,0.2669,0.11916,0.81533,0.4453,0.01742,0,0.04878,1
P23686,AT1G02500.1,0.95248,0.6931,1,0.20472,0.37537,0.0025,0.05454,0.28391,0.01643,0.81243,0
Q9FWX6,AT1G02510.1,0.02583,0.01323,0.04757,0.01575,0.00725,0,0.00662,0.08223,0.2741,1,0.0189
Q9FWX7,AT1G02520.1,0.77059,0.822,1,0.6226,0.87764,0.12252,0.35834,0,0.04516,0.06095,0.18206
Q9FWX8,AT1G02530.1,0.38047,0.44444,0.53199,0.37149,0.53535,0.71717,1,0.18182,0,0.06285,0.37486
Q9S834,AT1G02560.1,0.08859,0.0493,0.05018,0.0476,0.03762,0.55378,0.10894,0.02875,0.02725,0,1
Q94KD8,AT1G02640.1,0.00364,0,0.00589,0.00399,0.01508,0.02114,0.01542,0.06203,0.01629,1,0.02807
F4HXL3,AT1G02690.2,0.08593,0.03891,0.07482,0.06285,0.05943,0.49508,1,0,0.07396,0.04746,0.33048
Q9SRW9,AT1G02730.1,0.4073,0.6146,0.43577,0.79197,1,0.12117,0.27543,0.10633,0,0.14793,0.14039
Q9SRX2,AT1G02780.1,0.99287,0.43612,0.71327,0.41302,0.38108,0.03907,0.13735,1,0.00147,0.30713,0
Q9SRX7,AT1G02830.1,0.40099,0.25601,0.3575,0.22306,0.24909,0,0.09687,1,0.24119,0.80692,0.02998
O22315,AT1G02840.1,0.01832,0.0114,0.03134,0,0.01669,0.02076,0.01872,0.15751,0.48067,1,0.0525
B3H5Q1,AT1G02850.1,0.27778,0.39899,0.32323,0.8266,1,0.27946,0.5,0.31481,0.07239,0,0.27273
Q9SRY4,AT1G02910.1,0.07643,0.07625,0.05817,0.12431,0.10321,0.51835,0.13744,0.03192,0,0.13531,1
P42760,AT1G02930.1,0.89559,0.65335,1,0.20411,0.34832,0.03622,0.09695,0.17864,0.16939,0,0.02599
Q8GWB5,AT1G02960.2,0.18641,0.33677,0.25901,1,0.8069,0.17765,0.3414,0.01802,0,0.01699,0.11432
Q9SRZ0,AT1G02980.1,1,0.73938,0.91761,0.18734,0.52515,0.06678,0.13833,0.94883,0.65221,0.91977,0
Q8RY16,AT1G03000.1,0.45646,0.32722,0.42713,0,0.08616,0.08341,0.06966,0.53346,1,0.73419,0.11732
Q500U9,AT1G03030.1,0.1227,0.07075,0.09013,0.03444,0.03075,0.65323,0.14982,0.02963,0.05557,0,1
A0A1P8AT16,AT1G03060.4,1,0.45448,0.94059,0.02888,0.24625,0.00146,0,0.82907,0.45704,0.39433,0.05046
Q9SA63,AT1G03070.1,0.84561,0.8386,0.61404,0.59649,0.58947,1,1,0.29474,0.02105,0,0.78947
F4HZB5,AT1G03080.1,0.83151,0.69414,1,0.39391,0.64019,0.12049,0.40152,0.2145,0.12579,0.16187,0
Q42523,AT1G03090.1,0.04178,0.00796,0.02114,0.0736,0.05669,0.77732,1,0.02186,0,0.0847,0.66697
Q9SA60,AT1G03100.1,0.07281,0,0.01412,0.19651,0.11961,0.84175,1,0.06389,0.17868,0.24331,0.55906
Q93WD7,AT1G03110.1,0.27689,0.12895,0.26635,0,0.03194,0.05273,0.02335,0.23983,1,0.03465,0.0818
Q9SA55,AT1G03140.1,0.04785,0.01181,0.02733,0,0.00991,0.00295,0.01813,0.24454,0.14138,1,0.01061
Q8LGI8,AT1G03150.1,0.51127,0.27248,0.51821,0.09792,0.16151,0.008,0.0518,1,0.79827,0.80396,0
Q1KPV0,AT1G03160.1,0.04586,0.03975,0.03416,0.04663,0.03846,0.57851,0.14273,0.02727,0,0.10247,1
Q8W4M7,AT1G03190.1,0.04631,0.03879,0.05495,0.04301,0.05664,0.00738,0.02727,0.64013,0.18876,1,0
Q9ZVS4,AT1G03220.1,0.04873,0.34127,0.10151,0.6031,0.66408,0.02329,0.20461,0.46132,1,0.04373,0
Q9ZVS5,AT1G03230.1,0.04201,0.0346,0,0.17875,0.19852,0.18699,0.76606,1,0.0659,0.16227,0.24547
F4I0U6,AT1G03250.2,0.96956,0.61644,1,0.15068,0.30746,0.04718,0.03957,0.21309,0.10959,0.23744,0
Q6NMJ6,AT1G03260.1,0.37225,0.45262,0.35936,1,0.95603,0.09022,0.30099,0.38969,0,0.05534,0.03791
Q9ZVS8,AT1G03270.1,0.68246,0.50553,0.73302,0,0.21959,0.08057,0.09005,0.68878,1,0.14218,0.07267
Q8L735,AT1G03310.1,0.10734,0.05109,0.07643,0,0.01803,0.61829,0.14513,0.12108,0.06827,0.53929,1
Q1H595,AT1G03330.1,0.49125,0.27378,0.49594,0.0702,0.14293,0,0.04169,0.7717,1,0.99801,0.01841
Q9ZVT6,AT1G03350.1,1,0.43616,0.8641,0.14588,0.24186,0.00587,0.02788,0.08306,0.00704,0.19078,0
Q9ZVT7,AT1G03360.1,0.13746,0.08408,0.12385,0.02859,0.046,0.00549,0.0173,0.21532,0.26522,1,0
Q9ZVT8,AT1G03365.1,1,0.46875,0.76838,0.22978,0.4614,0.05515,0.08824,0.2261,0,0.34743,0.02941
Q9ZVT9,AT1G03370.1,0.33231,0.55157,0.47161,1,0.99389,0.25134,0.34097,0.12732,0,0.37051,0.34861
Q8GUL1,AT1G03380.1,0.32843,0.26634,0.28431,0.08987,0.18627,0,0.23366,0.00654,0.12255,1,0.01144
Q9LR83,AT1G03390.1,1,0.41814,0.86612,0.12642,0.19867,0.02591,0.04868,0.07185,0,0.06125,0.00628
Q8L9T7,AT1G03430.1,0.39083,0.34339,0.44391,0.06715,0.18094,0.00523,0.06956,0.07881,1,0,0.00362
Q9LR75,AT1G03475.1,0.13116,0.09719,0.08414,0.07015,0.06101,0.55689,0.11441,0.04335,0.13439,0,1
Q9LR70,AT1G03530.1,0.97,0.675,1,0.425,0.485,0.13,0.455,0.12,0,0.79,0.115
Q9LR69,AT1G03540.1,0.43842,0.24138,0.32759,0.20197,0.16995,0.80049,0.73399,0.10099,0,0.19458,1
Q9LR65,AT1G03590.1,0.805,0.83285,1,0.54307,0.73199,0.16202,0.2187,0.07941,0,0.08517,0.16555
Q9LR64,AT1G03600.1,0.05095,0.04396,0.04129,0.0716,0.06194,0.58009,0.24476,0,0.03397,0.17949,1
O48741,AT1G03630.1,0.1149,0.16553,0.12696,0.14209,0.15768,0.61081,0.14221,0.10046,0,0.12548,1
O48737,AT1G03680.1,0.22441,0.11228,0.16011,0.04958,0.05118,0.73783,0.10837,0.0625,0.02975,0,1
Q8GWP1,AT1G03760.1,1,0.43819,0.91249,0.03212,0.2109,0.00532,0,0.14688,0.23549,0.18476,0.02105
F4I2H4,AT1G03770.2,0.05014,0.03984,0.06044,0.02473,0,0.01854,0.03709,0.21085,0.38462,1,0.00618
Q9ZWA4,AT1G03820.1,0.32089,0.65344,0.44341,0.61144,1,0.15636,0.48891,0.48658,0,0.05951,0.10735
F4I2I5,AT1G03830.2,0.02109,0.08141,0.00396,0.0557,0.1058,0.05208,0.03263,0.06065,0,1,0.03955
Q9ZNT7,AT1G03860.1,0.04161,0.00479,0.02122,0.10663,0.06389,0.67041,1,0.0217,0.0151,0,0.74852
Q9ZNT7-2,AT1G03860.2,0.07913,0.05717,0.05407,0.15545,0.10898,0.47113,1,0.04449,0.03661,0,0.31174
Q9ZWA8,AT1G03870.1,0.49558,1,0.69661,0.5718,0.80817,0.1285,0.32916,0.07401,0,0.09057,0.09057
P15456,AT1G03880.1,0.01007,0.01133,0.02014,0,0.01951,0.03461,1,0.02266,0.04154,0.04154,0.06419
Q681Q7,AT1G03900.1,0.8316,0.44708,0.85719,0.15387,0.29415,0,0.07678,0.21769,1,0.16588,0.04234
F4I2J8,AT1G03910.1,0.02627,0.0051,0.01928,0.01059,0.01197,0.00664,0.0156,0.19221,0.2186,1,0
Q941D5,AT1G03950.1,0.77048,0.50541,0.73416,0.24343,0.37713,0.00927,0.08733,0.87867,0.5,1,0
P42777,AT1G03970.1,0.3271,0.1433,0.22118,0,0.09346,0.21495,0.0405,0.60125,0.4704,1,0.24299
Q9ZWB9,AT1G03990.1,0.78065,0.81935,1,0.82984,0.98468,0.11855,0.44516,0.12258,0,0.07903,0.05806
Q4VCM1,AT1G04010.1,0.30289,0.46407,0.36702,1,0.9231,0.14271,0.36736,0.02485,0,0.04701,0.12357
Q9ZWC4,AT1G04040.1,0.03059,0.16185,0.06496,1,0.58852,0.39608,0.8371,0.13247,0,0.13214,0.3675
Q93ZR3,AT1G04080.1,0.06533,0,0.03272,0.00347,0.00213,0.00964,0.02453,0.16058,0.94385,1,0.0209
Q7GB25,AT1G04120.1,0.99956,0.72539,1,0.2201,0.33823,0.10212,0.27505,0.42022,0.1556,0,0.04996
F4I456,AT1G04130.1,0.49614,0.30696,0.51423,0.06271,0.15326,0,0.03302,0.31346,1,0.39786,0.02995
O64492,AT1G04150.1,0.26453,0.40058,0.44641,0.75352,1,0.17286,0.28185,0.03356,0.0184,0,0.17972
O64490,AT1G04170.1,0.45775,0.21115,0.41292,0.09576,0.15508,0.02454,0.04895,1,0.19038,0.31394,0
Q8RXN1,AT1G04190.1,0.94578,0.52328,1,0.1531,0.29876,0,0.03943,0.79216,0.93352,0.97861,0.00786
Q8RWV1,AT1G04200.1,1,0.45857,0.80563,0.11256,0.26628,0.01563,0.07608,0.37884,0.37415,0.36946,0
P93830,AT1G04250.1,0.07191,0.01967,0.11186,0.01659,0,0.75415,1,0.03749,0.09773,0.03135,0.68285
P93829,AT1G04260.1,0.34542,1,0.55238,0.39084,0.57473,0.09048,0.16374,0.97326,0.16667,0,0.01502
Q08112,AT1G04270.1,0.33112,0.13318,0.23837,0.10856,0.11656,0.00176,0.05483,1,0.19516,0.45375,0
P93828,AT1G04290.1,0.46426,0.22222,0.37998,0.41461,0.22202,1,0.8979,0.08268,0,0.4012,0.99259
O22690,AT1G04340.1,0.23622,0.43682,0.27035,1,0.91893,0.13068,0.39787,0.07008,0,0.15532,0.15915
Q96524,AT1G04400.1,0.20438,0,0.06813,0.07543,0.06083,0.42336,0.44526,0.04866,0.55718,0.65693,1
P93819,AT1G04410.1,0.84667,0.59153,0.90276,0.17523,0.30728,0,0.04896,0.3899,1,0.02356,0.0099
Q8VZ23,AT1G04420.1,0.13624,0.1122,0.10151,0.04363,0.06768,0.5978,0.11487,0.05521,0.09053,0,1
Q940J9,AT1G04430.1,0.0787,0.17818,0.0928,0.91336,1,0.10853,0.28261,0.26839,0,0.01819,0.03807
Q5XF24,AT1G04440.1,0.59886,0.24183,0.57925,0.29167,0.30637,0.58824,0.59559,1,0,0.7835,0.33905
P49690,AT1G04480.1,1,0.41895,0.79459,0.14489,0.24087,0.00636,0.04384,0.26776,0.02695,0.37508,0
F4I5P3,AT1G04510.2,0.02037,0,0.01366,0.00167,0.00289,0.0056,0.00716,0.0647,0.13859,1,0.00243
Q8VZ31,AT1G04530.1,0.93946,0.57436,1,0.13714,0.35514,0.02641,0.09407,0.13206,0.37485,0.35108,0
Q1G3F4,AT1G04555.1,0.07842,0.20695,0.1342,0.85772,1,0.09782,0.26677,0.20372,0,0.08327,0.10105
F4I5Q5,AT1G04590.2,0.02901,0,0.002,0.06378,0.03964,0.67121,1,0.06516,0.01476,0.07404,0.53264
Q8RWA7,AT1G04630.1,0.01781,0,0.00166,0.08444,0.04075,1,0.77064,0.0277,0.01035,0.04349,0.91706
Q9SXP7,AT1G04640.1,0.06502,0.03881,0.05435,0.14814,0.12456,0.6629,1,0.06355,0,0.02482,0.50193
Q940Q1,AT1G04680.1,0.58913,1,0.74348,0.79891,0.91413,0.39891,0.54565,0.46304,0,0.14891,0.45109
O23016,AT1G04690.1,0.26066,0.15834,0.26378,0.08061,0.11614,0.02424,0.04639,1,0.13426,0.18204,0
Q8LF48,AT1G04710.1,0.42172,0.24106,0.35619,0.42561,0.28917,0.92638,1,0.08529,0,0.14063,0.92953
A0A1P8ASP2,AT1G04730.2,0.0453,0.17737,0.10331,0.2838,0.30034,0.87152,1,0.16755,0,0.50551,0.58677
Q9ZTW3,AT1G04750.1,0.52238,1,0.6478,0.39623,0.6811,0.07251,0.16463,0.07843,0.05956,0,0.06548
Q8GXW8,AT1G04780.1,0.61534,0.66294,0.76567,0.88135,1,0.08656,0.31859,0.48348,0,0.05406,0.00849
Q9MAT0,AT1G04810.1,0.61996,0.28085,0.53273,0.06802,0.14318,0.00629,0.04666,1,0.49072,0.13783,0
Q0WV25,AT1G04820.1,0.98523,0.52215,1,0.22483,0.33758,0.02181,0.07987,0.2104,0.00638,0.32383,0
Q9MAT3,AT1G04850.1,0.9886,0.4893,0.93104,0.12555,0.3121,0,0.0241,0.37257,1,0.31598,0.03679
Q8W4N3,AT1G04860.1,1,0.55383,0.91531,0.19617,0.30497,0,0.06786,0.34796,0.64515,0.30574,0.05128
Q9MAT5,AT1G04870.1,0.92274,0.5556,1,0.11291,0.26821,0,0.04852,0.43817,0.93988,0.01177,0.00171
F4I759,AT1G04890.1,0.9816,0.86017,1,0.5253,0.79117,0.06624,0.25207,0.04876,0,0.0874,0.09292
Q94C90,AT1G04900.1,0.04631,0.01785,0.02942,0.10419,0.07831,0.7385,1,0.02218,0,0.07797,0.63747
Q8W486,AT1G04910.1,0.02084,0.12861,0.04068,0.81253,1,0.10366,0.19462,0.27325,0,0.03207,0.08228
Q9MAU3,AT1G04950.1,0.02432,0,0.01125,0.00274,0.0234,0.00274,0.00334,0.39696,0.03009,1,0.04103
Q9MAU5,AT1G04970.1,0.03837,0.22395,0.10552,0.36487,0.35925,0,0.12041,0.61065,1,0.25504,0.13893
Q9MAU6,AT1G04980.1,0.26491,0.4772,0.32893,1,0.9846,0.17887,0.42566,0.07213,0,0.0904,0.1223
Q84JL8,AT1G04985.1,0.04484,0.02738,0.03431,0.11074,0.11104,0.7406,1,0.00782,0,0.07644,0.64851
Q94AD9,AT1G04990.1,1,0.45606,0.81293,0.20664,0.33193,0.08423,0.11493,0.28722,0,0.40618,0.09939
Q06588,AT1G05010.1,0.98418,0.61417,1,0.12817,0.30115,0,0.03295,0.2168,0.43921,0.10082,0.00659
Q94AB8,AT1G05070.1,0.06471,0.15562,0.08811,0.8538,1,0.082,0.22738,0.31166,0,0.0234,0.05291
O23052,AT1G05150.1,0.81606,0.76605,1,0.61515,0.73636,0.12949,0.33441,0.03767,0,0.04389,0.0927
P42744,AT1G05180.1,0.26765,0.0881,0.1772,0.34964,0.0763,0.01527,0.00147,0.15835,1,0.11764,0
O23049,AT1G05190.1,0.05583,0.01501,0.04242,0.01531,0.01472,0.58469,0.04694,0.0551,0,0.21778,1
A0A1P8AP10,AT1G05200.3,0.33185,0.32517,0.37194,0.2539,0.47216,0,0.20935,0.34521,0.12918,1,0.09354
Q8LG56,AT1G05205.1,0.06139,0.01951,0.02141,0.09871,0.0845,0.69742,1,0.00057,0.01686,0,0.60629
Q8GXY6,AT1G05270.1,0.14551,0.19591,0.13013,0.47725,0.41153,0.58308,1,0.09415,0,0.03656,0.45565
A0A1P8AQX3,AT1G05320.5,1,0.46582,0.70969,0.27039,0.42016,0.52547,0.50198,0,0.1767,0.02679,0.35036
O23034,AT1G05350.1,0.96401,0.61692,1,0.17816,0.336,0.01826,0.0515,0.2333,0.08542,0.01591,0
Q8LC42,AT1G05430.1,0.09863,0.03669,0.06799,0.08561,0.05773,0.78117,1,0.00592,0,0.03472,0.65597
Q8GYD9,AT1G05460.1,1,0.47568,0.89491,0.05534,0.14086,0.57518,0.90274,0.55282,0,0.24148,0.49134
Q8L706,AT1G05500.1,0.68696,0.78999,0.83589,0.85789,1,0.06694,0.32681,0,0.15848,0.04076,0.01772
Q8H0S3,AT1G05520.1,0.84833,0.32248,0.73615,0.0624,0.20306,0.0148,0.14813,0.29554,0.53542,1,0
Q9AUE0,AT1G05570.1,0.59144,0.76392,0.64007,0.78346,1,0.23067,0.34954,0.05154,0,0.00623,0.21363
Q8LAC4,AT1G05620.1,0.90093,0.60597,0.95014,0.12077,0.28457,0.03565,0.08525,0.36614,1,0,0.00092
Q8GWP6,AT1G05720.1,0.21037,0.43372,0.2802,0.90679,1,0.09513,0.3624,0.02734,0,0.02468,0.06736
Q5BQ23,AT1G05730.1,0.06726,0.02956,0.03906,0.08137,0.07648,0.48169,1,0.01383,0.01573,0,0.26661
P19892,AT1G05810.1,0.91544,1,0.87636,0.79373,0.96344,0.08486,0.28177,0.27344,0.13568,0,0.06019
Q9MA41,AT1G05850.1,0.14565,0.65606,0.24935,0.68879,1,0.07531,0.24997,0.10766,0.00034,0,0.01442
Q8L829,AT1G05890.1,0.78688,0.53922,0.85596,0.28782,0.43668,0.00027,0.08889,0.85676,0.17349,1,0
F4IAE9,AT1G05910.1,0.00558,0,0.00449,0.01401,0.02069,0.00766,0.0232,0.49617,0.16243,1,0.00613
A0A1P8AU02,AT1G05940.3,0.91322,0.83911,1,0.59963,0.76723,0.11024,0.27858,0.64916,0.29609,0,0.06816
F4IAF6,AT1G05960.2,0.85687,0.74883,1,0.52831,0.63806,0.05907,0.27913,0.02209,0.03909,0,0.0307
Q9LNE6,AT1G06000.1,0.83798,0.63671,1,0.28327,0.41861,0,0.06684,0.30039,0.83298,0.0385,0.02622
Q84R19,AT1G06010.1,0.11973,0,0.01876,0.05629,0.04315,1,0.50563,0.08912,0.05253,0.02439,0.85084
A0A1P8AV86,AT1G06060.2,0.76187,0.44509,0.69989,0.12758,0.26133,0,0.08191,0.37659,1,0.71874,0.01595
Q9LNE0,AT1G06070.1,1,0.50412,0.90936,0.18127,0.31985,0.0839,0.08315,0.24719,0,0.02247,0.08764
A0A1P8ANB4,AT1G06110.2,0.49485,0.25017,0.41443,0.11546,0.16495,0,0.03918,0.19656,1,0.03574,0.05636
Q8LDW8,AT1G06130.1,0.05969,0.02449,0.0341,0.08415,0.07368,0.8298,1,0.07248,0.04657,0,0.78339
A0A1P8AM12,AT1G06190.5,0.03902,0.02433,0.02327,0.00303,0.00621,0.61754,0.2174,0.03382,0,0.32179,1
Q8W476,AT1G06200.1,0.03073,0,0.00764,0.10308,0.05691,0.64312,1,0.02927,0.02423,0.19324,0.50947
Q9LNC6,AT1G06210.1,1,0.63271,0.99556,0.20002,0.38314,0,0.09727,0.05834,0.23589,0.00871,0.00174
Q9LNC5,AT1G06220.1,0.07677,0.02899,0.06488,0.00945,0.02145,0.01183,0.01539,0.56439,0.1715,1,0
Q9LNC4,AT1G06230.1,0.04826,0.00563,0.01203,0,0.02557,0.07033,0.10397,0.1909,0.39504,1,0.05876
Q8H109,AT1G06240.1,0.10043,0.06378,0.07561,0.17114,0.21732,0.74949,1,0.06147,0,0.04214,0.68485
P0CZ23,AT1G06290.1,0.43552,0.20674,0.37638,0.3669,0.19106,0.89531,1,0.05079,0,0.29116,0.98462
Q9LMI1,AT1G06380.1,0.0169,0.02927,0.02432,0.06513,0.05936,0.03298,0.08368,0.838,0.11212,1,0
P28185,AT1G06400.1,0.50751,0.82743,0.54706,0.73546,1,0.16322,0.37027,0.2374,0.08382,0,0.12297
Q9LMI0,AT1G06410.1,0.99607,0.58286,1,0.17507,0.33243,0,0.04796,0.62128,0.76386,0.30651,0.00855
Q8W585,AT1G06430.1,0.05018,0.04061,0.03523,0.02224,0.0197,0.54701,0.05449,0.0204,0.02376,0,1
Q208N7,AT1G06460.1,0.45473,0.3186,0.41462,0.42221,0.30234,1,0.98769,0.0278,0,0.04345,0.99028
Q8H184,AT1G06470.1,0.19474,1,0.26165,0.2043,0.39546,0.03226,0.07766,0.03584,0.04301,0,0.04421
Q84K72,AT1G06510.1,0.08883,0.08385,0.06513,0.03412,0.03234,0.51949,0.10656,0.03567,0,0.09171,1
Q9SHJ6,AT1G06530.1,0.07815,0.04376,0.04542,0.10871,0.08381,0.69835,1,0.01052,0.02282,0,0.64938
Q9SHJ8,AT1G06550.1,0.84936,0.61538,0.9359,0,0.26122,0.20513,0.41987,1,0.66026,0.48558,0.0625
Q84MA1,AT1G06560.1,0.82888,0.55405,0.88871,0.23893,0.38652,0.37575,0.66414,0.76346,1,0,0.3231
